Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,36.0,38.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0,31.0,37.0,37.0
1,37.0,40.0,35.0,35.0,40.0,40.0,37.0,40.0,37.0,33.0,38.0,38.0
2,41.0,39.0,36.0,36.0,40.0,40.0,40.0,39.0,40.0,34.0,38.0,38.0
3,36.0,40.0,36.0,36.0,36.0,36.0,39.0,34.0,39.0,33.0,38.0,38.0
4,39.0,41.0,39.0,39.0,40.0,40.0,41.0,41.0,41.0,36.0,39.0,39.0
5,41.0,44.0,38.0,38.0,41.0,41.0,43.0,39.0,43.0,37.0,39.0,39.0
6,37.0,40.0,35.0,35.0,36.0,36.0,39.0,35.0,39.0,34.0,38.0,38.0
7,40.0,41.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,37.0,40.0,40.0
8,41.0,44.0,39.0,39.0,40.0,40.0,43.0,40.0,43.0,38.0,39.0,39.0
9,40.0,39.0,41.0,41.0,39.0,39.0,43.0,39.0,43.0,38.0,43.0,43.0
10,41.0,40.0,39.0,39.0,45.0,45.0,45.0,42.0,45.0,39.0,41.0,41.0
11,46.0,41.0,39.0,39.0,43.0,43.0,41.0,41.0,41.0,39.0,41.0,41.0
12,40.0,41.0,41.0,41.0,39.0,39.0,43.0,41.0,43.0,39.0,42.0,42.0
13,41.0,46.0,39.0,39.0,45.0,45.0,46.0,46.0,46.0,40.0,40.0,40.0
14,46.0,45.0,39.0,39.0,43.0,43.0,41.0,45.0,41.0,40.0,40.0,40.0
15,37.0,38.0,35.0,35.0,36.0,36.0,37.0,37.0,37.0,35.0,38.0,38.0
16,37.0,42.0,35.0,35.0,40.0,40.0,42.0,42.0,42.0,36.0,36.0,36.0
17,42.0,41.0,36.0,36.0,40.0,40.0,39.0,41.0,39.0,36.0,36.0,36.0
18,35.0,39.0,35.0,35.0,35.0,35.0,38.0,34.0,38.0,33.0,37.0,37.0
19,38.0,40.0,38.0,38.0,39.0,39.0,40.0,40.0,40.0,36.0,39.0,39.0
20,41.0,43.0,37.0,37.0,40.0,40.0,42.0,38.0,42.0,37.0,39.0,38.0
21,36.0,39.0,34.0,34.0,36.0,36.0,38.0,34.0,38.0,33.0,37.0,37.0
22,39.0,40.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,40.0
23,41.0,43.0,38.0,38.0,41.0,41.0,42.0,39.0,42.0,37.0,39.0,39.0
24,40.0,39.0,40.0,40.0,39.0,39.0,42.0,39.0,42.0,39.0,42.0,42.0
25,43.0,40.0,43.0,43.0,44.0,44.0,44.0,41.0,44.0,43.0,41.0,41.0
26,46.0,44.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,43.0,44.0,44.0
27,40.0,40.0,40.0,40.0,39.0,39.0,42.0,40.0,42.0,40.0,41.0,41.0
28,43.0,45.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,44.0,44.0,44.0
29,46.0,44.0,42.0,42.0,42.0,42.0,42.0,44.0,42.0,44.0,43.0,43.0
30,36.0,39.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0
31,36.0,41.0,36.0,36.0,40.0,40.0,41.0,41.0,41.0,40.0,40.0,40.0
32,41.0,40.0,40.0,40.0,41.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0
33,37.0,39.0,34.0,34.0,36.0,36.0,35.0,34.0,35.0,34.0,36.0,36.0
34,37.0,40.0,35.0,35.0,39.0,39.0,36.0,39.0,36.0,36.0,40.0,40.0
35,41.0,39.0,35.0,35.0,40.0,40.0,39.0,38.0,39.0,38.0,39.0,39.0
36,40.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,41.0,41.0
37,44.0,40.0,44.0,44.0,41.0,41.0,42.0,42.0,42.0,44.0,42.0,42.0
38,46.0,44.0,43.0,43.0,42.0,42.0,41.0,41.0,41.0,44.0,45.0,45.0
39,40.0,40.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,41.0,40.0,40.0
40,44.0,41.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,45.0,45.0,45.0
41,46.0,44.0,43.0,43.0,42.0,42.0,41.0,41.0,41.0,45.0,44.0,44.0
42,37.0,39.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,37.0,36.0,36.0
43,37.0,40.0,37.0,37.0,40.0,40.0,37.0,40.0,37.0,41.0,41.0,41.0
44,41.0,40.0,41.0,41.0,42.0,42.0,39.0,41.0,39.0,41.0,41.0,41.0
45,40.0,39.0,38.0,38.0,39.0,39.0,40.0,40.0,40.0,38.0,39.0,39.0
46,41.0,41.0,40.0,40.0,43.0,43.0,41.0,41.0,41.0,40.0,41.0,41.0
