Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,50.0,49.0,45.0,45.0,40.0,40.0,50.0
1,51.0,46.0,47.0,47.0,42.0,42.0,49.0
2,51.0,47.0,47.0,47.0,42.0,42.0,47.0
3,51.0,50.0,45.0,45.0,42.0,42.0,51.0
4,51.0,46.0,49.0,49.0,46.0,46.0,53.0
5,52.0,47.0,48.0,48.0,46.0,46.0,49.0
6,51.0,49.0,46.0,43.0,42.0,42.0,52.0
7,52.0,47.0,47.0,50.0,42.0,42.0,54.0
8,51.0,47.0,48.0,48.0,44.0,44.0,49.0
9,50.0,49.0,48.0,48.0,45.0,45.0,49.0
10,49.0,48.0,49.0,49.0,45.0,45.0,48.0
11,51.0,47.0,49.0,49.0,45.0,45.0,48.0
12,50.0,48.0,49.0,47.0,46.0,46.0,50.0
13,50.0,47.0,48.0,48.0,45.0,45.0,50.0
14,52.0,46.0,48.0,48.0,45.0,45.0,49.0
15,50.0,45.0,45.0,45.0,41.0,41.0,51.0
16,50.0,45.0,47.0,47.0,41.0,41.0,51.0
17,52.0,47.0,47.0,47.0,43.0,43.0,50.0
18,51.0,50.0,45.0,45.0,44.0,44.0,50.0
19,52.0,48.0,49.0,49.0,47.0,47.0,52.0
20,53.0,48.0,48.0,48.0,47.0,47.0,50.0
21,52.0,49.0,46.0,43.0,43.0,43.0,51.0
22,51.0,49.0,48.0,50.0,46.0,46.0,53.0
23,53.0,49.0,49.0,49.0,47.0,47.0,50.0
24,51.0,51.0,48.0,48.0,47.0,47.0,48.0
25,52.0,47.0,50.0,50.0,46.0,46.0,49.0
26,51.0,47.0,50.0,50.0,46.0,46.0,47.0
27,52.0,50.0,49.0,47.0,47.0,47.0,50.0
28,51.0,46.0,49.0,49.0,46.0,46.0,49.0
29,51.0,48.0,49.0,49.0,46.0,46.0,49.0
30,51.0,49.0,45.0,45.0,43.0,43.0,51.0
31,50.0,47.0,48.0,48.0,45.0,45.0,50.0
32,51.0,48.0,48.0,48.0,45.0,45.0,50.0
33,50.0,49.0,44.0,43.0,44.0,44.0,50.0
34,49.0,48.0,48.0,48.0,43.0,43.0,52.0
35,51.0,50.0,48.0,47.0,47.0,47.0,48.0
36,51.0,50.0,47.0,46.0,48.0,48.0,48.0
37,50.0,48.0,49.0,50.0,45.0,45.0,50.0
38,52.0,48.0,51.0,49.0,47.0,47.0,47.0
39,51.0,49.0,48.0,47.0,48.0,48.0,48.0
40,50.0,47.0,48.0,49.0,45.0,45.0,50.0
41,52.0,49.0,50.0,49.0,47.0,47.0,49.0
42,50.0,48.0,44.0,44.0,44.0,44.0,49.0
43,50.0,48.0,47.0,48.0,42.0,42.0,51.0
44,52.0,47.0,49.0,47.0,46.0,46.0,50.0
45,48.0,48.0,49.0,48.0,42.0,42.0,47.0
46,48.0,47.0,47.0,47.0,42.0,42.0,45.0
47,48.0,50.0,47.0,47.0,44.0,44.0,47.0
48,52.0,49.0,51.0,47.0,47.0,47.0,50.0
49,51.0,48.0,49.0,47.0,44.0,44.0,50.0
50,51.0,51.0,49.0,48.0,45.0,45.0,47.0
51,52.0,48.0,47.0,46.0,47.0,47.0,50.0
52,51.0,48.0,47.0,45.0,44.0,44.0,50.0
53,51.0,50.0,47.0,45.0,45.0,45.0,48.0
54,51.0,49.0,50.0,46.0,47.0,47.0,49.0
55,50.0,49.0,48.0,47.0,45.0,45.0,49.0
56,50.0,50.0,48.0,47.0,45.0,45.0,46.0
57,51.0,49.0,48.0,45.0,47.0,47.0,49.0
58,50.0,49.0,47.0,46.0,45.0,45.0,50.0
59,50.0,49.0,47.0,45.0,45.0,45.0,47.0
60,49.0,46.0,43.0,42.0,41.0,41.0,47.0
61,49.0,45.0,41.0,43.0,41.0,41.0,50.0
62,50.0,48.0,43.0,43.0,42.0,42.0,47.0
63,50.0,49.0,44.0,44.0,43.0,43.0,49.0
64,51.0,48.0,48.0,48.0,48.0,48.0,51.0
65,54.0,48.0,47.0,47.0,46.0,46.0,49.0
66,51.0,49.0,45.0,43.0,42.0,42.0,50.0
67,50.0,49.0,48.0,49.0,47.0,47.0,52.0
68,54.0,49.0,48.0,48.0,47.0,47.0,49.0
69,50.0,51.0,47.0,47.0,46.0,46.0,47.0
70,53.0,48.0,50.0,50.0,46.0,46.0,48.0
71,50.0,48.0,50.0,50.0,45.0,45.0,47.0
72,51.0,50.0,48.0,46.0,46.0,46.0,49.0
73,52.0,47.0,49.0,49.0,45.0,45.0,51.0
74,50.0,48.0,49.0,49.0,45.0,45.0,51.0
75,50.0,49.0,44.0,44.0,44.0,44.0,50.0
76,49.0,47.0,48.0,48.0,44.0,44.0,52.0
77,50.0,47.0,48.0,48.0,45.0,45.0,52.0
78,50.0,48.0,43.0,42.0,43.0,43.0,49.0
79,48.0,48.0,47.0,47.0,48.0,48.0,51.0
80,52.0,49.0,48.0,47.0,46.0,46.0,47.0
81,50.0,51.0,46.0,46.0,47.0,47.0,47.0
82,49.0,49.0,50.0,50.0,47.0,47.0,49.0
83,51.0,49.0,51.0,50.0,46.0,46.0,47.0
84,50.0,50.0,47.0,47.0,47.0,47.0,47.0
