Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,43,24,6,9,6,-2,1
0,1,43,24,5,10,6,-3,1
0,2,46,24,6,10,6,-1,1
0,3,43,24,5,10,6,-3,1
0,4,44,24,6,9,6,-3,1
0,5,40,23,5,10,6,-4,1
0,6,42,24,6,10,6,-4,1
0,7,45,24,6,10,6,-2,1
