,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,46.2,355.99,1.29,7.38,3586.62,7.21,4.09,6.42,7.0,23.06,4.4,8.42,5.42,4.21,5.9,3.34,1.46,2.27,2.83,3.0,4.74,10.54,3.39,38.33,8.64,1.29,7.74,11.98,9.95,6.82,6.53,1.35,3.9,4.73,7.37,1.4,7.04,2.34,4.65,4.64,2.29,5.04,6.98,4.93,2.82,2.9,9.98,4.72,17.79,4.21,2.27,8.38,7.39,23.72,10.8,26.54,14.0,23.5,10.67,26.05,3.04,3.74,8.81,9.82,7.24,9.42,11.29,16.41,21.33,4.77,6.89,7.48,7.57,5.74,22.62,19.04,9.27,17.43,2.88,11.12,9.62,4.95,6.24,3.4,85.21,16.77,24.55,12.22,9.47,29.79,11.22,3586.62,14.18,44.22,5.24,17.03,12.54,4.28,9.48,10.52,7.61,9.22,16.22,7.05,5.1
total time,48.14,355.95,3.44,9.5,3588.19,9.5,6.19,8.38,9.12,25.2,6.55,10.57,7.62,6.35,8.11,5.51,3.59,4.67,4.94,5.15,6.95,12.71,5.6,40.45,10.77,3.45,9.95,14.2,12.31,9.02,8.66,3.44,6.0,6.85,9.5,3.5,9.21,4.45,6.72,6.96,4.36,7.09,9.08,7.0,4.9,5.0,12.2,6.84,19.87,6.25,4.38,10.52,9.53,26.46,13.43,29.18,16.47,26.02,12.09,27.32,4.66,5.87,10.43,11.18,8.63,10.69,12.75,18.01,22.86,6.07,8.21,8.77,9.74,7.15,24.04,20.38,10.72,18.98,4.32,12.98,11.49,6.76,7.82,5.49,86.83,18.28,26.41,14.03,11.34,31.42,12.9,3588.19,15.98,46.04,7.38,18.74,13.87,6.32,11.48,12.56,9.63,11.21,17.4,9.03,7.1
result,40.26,6.17,26.0,41.0,52.5,45.00000000000006,51.0,31.499999999999996,37.5,44.0,47.5,43.0,50.5,35.0,38.5,47.0,42.5,42.00000000000001,37.500000000002174,46.00000000000015,39.0,41.0,48.0,44.50000000000003,41.0,50.0,49.0,44.5,52.5,36.99999999999952,29.5,49.5,42.5,41.5,41.5,48.5,41.5,40.0,43.5,45.5,45.5,36.5,48.0,38.0,42.5,33.5,37.0,44.5,46.0,45.5,41.49999999999998,38.5,42.0,36.5,40.0,27.5,33.5,38.0,31.0,40.0,46.0,42.5,37.5,30.5,39.0,31.0,41.0,41.5,26.0,44.0,43.0,43.0,46.0,40.5,41.5,33.000000000000014,51.99999999999998,27.5,41.0,33.5,40.99999999999999,36.5,50.0,49.0,26.0,36.0,37.5,36.0,39.5,38.500000331358336,38.0,28.5,38.0,30.0,41.0,35.5,39.5,42.0,29.0,38.5,35.5,36.5,33.0,46.5,50.0
