Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,52.0,49.0,49.0,54.0
1,52.0,49.0,49.0,53.0
2,52.0,51.0,51.0,52.0
3,53.0,52.0,52.0,55.0
4,53.0,52.0,52.0,54.0
5,52.0,52.0,52.0,54.0
6,52.0,52.0,52.0,53.0
7,54.0,53.0,53.0,53.0
8,53.0,53.0,53.0,55.0
9,52.0,51.0,51.0,51.0
10,51.0,50.0,50.0,50.0
11,51.0,51.0,51.0,51.0
12,54.0,50.0,50.0,50.0
13,53.0,49.0,49.0,50.0
14,53.0,50.0,50.0,52.0
15,55.0,49.0,49.0,51.0
16,54.0,49.0,49.0,51.0
17,54.0,48.0,48.0,53.0
18,52.0,52.0,52.0,54.0
19,52.0,52.0,52.0,53.0
20,53.0,53.0,53.0,54.0
21,52.0,52.0,52.0,53.0
22,53.0,53.0,53.0,54.0
23,54.0,54.0,54.0,55.0
24,53.0,53.0,53.0,52.0
25,50.0,53.0,53.0,54.0
26,52.0,53.0,53.0,54.0
27,53.0,52.0,52.0,51.0
28,52.0,52.0,52.0,53.0
29,54.0,53.0,53.0,53.0
30,54.0,51.0,51.0,51.0
31,53.0,51.0,51.0,52.0
32,55.0,52.0,52.0,52.0
33,51.0,52.0,52.0,53.0
34,51.0,53.0,53.0,55.0
35,51.0,53.0,53.0,55.0
36,54.0,53.0,53.0,53.0
37,51.0,54.0,54.0,55.0
38,53.0,54.0,54.0,55.0
39,53.0,52.0,52.0,52.0
40,53.0,53.0,53.0,54.0
41,53.0,53.0,53.0,54.0
42,52.0,52.0,52.0,52.0
43,54.0,52.0,52.0,53.0
44,54.0,53.0,53.0,53.0
45,52.0,52.0,52.0,52.0
46,52.0,50.0,50.0,50.0
47,52.0,52.0,52.0,50.0
48,51.0,53.0,53.0,51.0
49,53.0,50.0,50.0,49.0
50,53.0,51.0,51.0,50.0
51,52.0,52.0,52.0,51.0
52,54.0,51.0,51.0,50.0
53,54.0,51.0,51.0,51.0
54,52.0,52.0,52.0,50.0
55,52.0,49.0,49.0,48.0
56,52.0,50.0,50.0,49.0
57,53.0,51.0,51.0,50.0
58,53.0,50.0,50.0,49.0
59,53.0,50.0,50.0,50.0
60,52.0,50.0,50.0,51.0
61,53.0,48.0,48.0,50.0
62,54.0,48.0,48.0,50.0
63,51.0,51.0,51.0,53.0
64,51.0,52.0,52.0,53.0
65,52.0,53.0,53.0,53.0
66,51.0,52.0,52.0,52.0
67,52.0,53.0,53.0,54.0
68,53.0,54.0,54.0,54.0
69,52.0,53.0,53.0,52.0
70,49.0,53.0,53.0,54.0
71,51.0,53.0,53.0,54.0
72,52.0,52.0,52.0,51.0
73,51.0,52.0,52.0,53.0
74,53.0,53.0,53.0,53.0
75,53.0,51.0,51.0,51.0
76,52.0,51.0,51.0,52.0
77,54.0,52.0,52.0,52.0
78,50.0,52.0,52.0,53.0
79,50.0,53.0,53.0,55.0
80,51.0,53.0,53.0,55.0
81,53.0,53.0,53.0,53.0
82,50.0,54.0,54.0,55.0
83,52.0,54.0,54.0,55.0
84,52.0,52.0,52.0,52.0
85,52.0,53.0,53.0,54.0
86,52.0,53.0,53.0,54.0
87,51.0,52.0,52.0,52.0
88,53.0,52.0,52.0,53.0
89,53.0,53.0,53.0,53.0
90,51.0,52.0,52.0,52.0
91,51.0,50.0,50.0,50.0
92,51.0,51.0,51.0,49.0
93,52.0,53.0,53.0,51.0
94,52.0,50.0,50.0,49.0
95,54.0,50.0,50.0,49.0
96,53.0,52.0,52.0,51.0
97,53.0,51.0,51.0,50.0
98,55.0,51.0,51.0,50.0
99,51.0,52.0,52.0,50.0
100,51.0,49.0,49.0,48.0
101,53.0,49.0,49.0,48.0
102,52.0,51.0,51.0,50.0
103,52.0,50.0,50.0,49.0
104,54.0,50.0,50.0,49.0
105,51.0,50.0,50.0,51.0
106,52.0,48.0,48.0,50.0
107,53.0,47.0,47.0,49.0
108,49.0,51.0,51.0,54.0
109,50.0,52.0,52.0,54.0
110,50.0,53.0,53.0,56.0
111,51.0,52.0,52.0,53.0
112,50.0,53.0,53.0,56.0
113,50.0,53.0,53.0,54.0
