Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,49.0,49.0,47.0,50.0,48.0,48.0,50.0,50.0,51.0,51.0,49.0,49.0,49.0,47.0,48.0,48.0
1,51.0,51.0,47.0,51.0,47.0,47.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,47.0
2,51.0,51.0,46.0,49.0,48.0,48.0,50.0,50.0,50.0,50.0,49.0,49.0,47.0,44.0,45.0,45.0
3,51.0,51.0,49.0,51.0,50.0,50.0,52.0,52.0,51.0,51.0,48.0,48.0,50.0,49.0,50.0,50.0
4,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0
5,52.0,52.0,48.0,49.0,49.0,49.0,52.0,52.0,51.0,51.0,50.0,50.0,48.0,48.0,49.0,49.0
6,50.0,50.0,49.0,50.0,50.0,50.0,51.0,51.0,50.0,50.0,47.0,47.0,49.0,49.0,50.0,50.0
7,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,48.0,48.0,50.0,48.0,48.0,48.0
8,51.0,51.0,49.0,48.0,49.0,49.0,51.0,51.0,51.0,51.0,48.0,48.0,49.0,49.0,49.0,49.0
9,50.0,50.0,48.0,51.0,49.0,49.0,49.0,49.0,50.0,50.0,47.0,47.0,49.0,48.0,49.0,49.0
10,50.0,50.0,46.0,46.0,48.0,48.0,50.0,50.0,49.0,49.0,48.0,48.0,49.0,46.0,48.0,48.0
11,49.0,49.0,46.0,46.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,47.0,45.0,46.0,46.0
12,51.0,51.0,50.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0,48.0,48.0,49.0,50.0,50.0,50.0
13,51.0,51.0,50.0,52.0,50.0,50.0,52.0,52.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0
14,51.0,51.0,49.0,52.0,50.0,50.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,48.0,50.0,50.0
15,50.0,50.0,51.0,52.0,49.0,49.0,52.0,52.0,50.0,50.0,47.0,47.0,50.0,51.0,49.0,49.0
16,51.0,51.0,51.0,53.0,49.0,49.0,51.0,51.0,48.0,48.0,48.0,48.0,51.0,51.0,49.0,49.0
17,51.0,51.0,50.0,53.0,49.0,49.0,53.0,53.0,50.0,50.0,51.0,51.0,52.0,49.0,49.0,49.0
18,51.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,51.0,50.0,51.0,51.0
19,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,49.0,49.0,49.0
20,52.0,52.0,48.0,48.0,51.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,49.0,48.0,51.0,51.0
21,51.0,51.0,50.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0
22,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0,48.0,48.0,48.0
23,51.0,51.0,49.0,48.0,50.0,50.0,50.0,50.0,51.0,51.0,49.0,49.0,50.0,49.0,50.0,50.0
24,52.0,52.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0,50.0,48.0,48.0,50.0,50.0,49.0,49.0
25,50.0,50.0,47.0,45.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0,49.0,49.0
26,50.0,50.0,47.0,45.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,47.0,47.0,48.0,48.0
27,51.0,51.0,51.0,50.0,51.0,51.0,50.0,50.0,50.0,50.0,49.0,49.0,50.0,51.0,51.0,51.0
28,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,51.0,51.0,51.0,51.0
29,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,52.0,51.0,51.0,51.0
30,52.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,48.0,48.0,51.0,52.0,51.0,51.0
31,50.0,50.0,52.0,52.0,50.0,50.0,50.0,50.0,49.0,49.0,48.0,48.0,52.0,52.0,50.0,50.0
32,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,50.0,50.0,53.0,52.0,52.0,52.0
33,50.0,50.0,49.0,50.0,49.0,49.0,50.0,50.0,49.0,49.0,47.0,47.0,49.0,49.0,49.0,49.0
34,50.0,50.0,48.0,51.0,48.0,48.0,51.0,51.0,50.0,50.0,49.0,49.0,48.0,46.0,46.0,46.0
35,50.0,50.0,49.0,49.0,49.0,49.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,45.0,48.0,48.0
36,51.0,51.0,51.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,51.0,48.0,48.0
37,50.0,50.0,46.0,46.0,48.0,48.0,49.0,49.0,49.0,49.0,48.0,48.0,46.0,46.0,48.0,47.0
38,50.0,50.0,46.0,46.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,46.0,46.0,49.0,49.0
