Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,59.0,59.0,57.0,57.0,59.0,58.0,59.0,56.0,59.0,59.0,57.0,55.0
1,58.0,55.0,53.0,60.0,58.0,54.0,53.0,53.0,63.0,58.0,53.0,50.0
2,58.0,56.0,53.0,61.0,58.0,55.0,56.0,53.0,59.0,58.0,53.0,52.0
3,63.0,61.0,61.0,62.0,63.0,62.0,61.0,60.0,63.0,63.0,57.0,63.0
4,63.0,62.0,62.0,61.0,63.0,60.0,62.0,62.0,67.0,63.0,62.0,61.0
5,62.0,62.0,62.0,62.0,62.0,60.0,58.0,58.0,63.0,62.0,62.0,62.0
6,63.0,59.0,57.0,57.0,63.0,59.0,62.0,57.0,59.0,63.0,58.0,59.0
7,63.0,63.0,60.0,60.0,63.0,59.0,57.0,58.0,59.0,63.0,63.0,57.0
8,58.0,62.0,62.0,62.0,58.0,60.0,58.0,58.0,60.0,58.0,62.0,58.0
9,64.0,64.0,64.0,63.0,65.0,65.0,63.0,63.0,65.0,64.0,64.0,63.0
10,60.0,58.0,58.0,62.0,60.0,59.0,58.0,57.0,59.0,60.0,58.0,57.0
11,61.0,58.0,57.0,62.0,60.0,59.0,57.0,56.0,59.0,61.0,57.0,57.0
12,65.0,63.0,63.0,67.0,65.0,64.0,62.0,62.0,65.0,65.0,63.0,62.0
13,60.0,58.0,57.0,62.0,60.0,58.0,58.0,56.0,58.0,60.0,57.0,57.0
14,60.0,59.0,59.0,62.0,60.0,59.0,59.0,59.0,62.0,60.0,59.0,57.0
15,66.0,59.0,57.0,64.0,66.0,58.0,62.0,57.0,66.0,66.0,57.0,60.0
16,58.0,59.0,56.0,55.0,58.0,57.0,58.0,56.0,58.0,58.0,57.0,50.0
17,59.0,60.0,60.0,61.0,59.0,59.0,60.0,60.0,63.0,59.0,60.0,52.0
18,67.0,62.0,62.0,62.0,67.0,63.0,65.0,62.0,64.0,67.0,62.0,65.0
19,67.0,66.0,66.0,61.0,67.0,64.0,66.0,66.0,67.0,67.0,62.0,63.0
20,66.0,66.0,66.0,63.0,62.0,64.0,62.0,62.0,64.0,62.0,62.0,63.0
21,67.0,62.0,62.0,62.0,67.0,63.0,66.0,62.0,63.0,67.0,62.0,64.0
22,67.0,67.0,64.0,61.0,67.0,63.0,61.0,62.0,63.0,67.0,63.0,62.0
23,62.0,66.0,66.0,62.0,62.0,64.0,62.0,62.0,64.0,62.0,62.0,62.0
24,68.0,68.0,68.0,64.0,69.0,69.0,67.0,67.0,69.0,67.0,63.0,66.0
25,68.0,68.0,63.0,67.0,64.0,64.0,62.0,63.0,63.0,68.0,68.0,68.0
26,65.0,63.0,63.0,67.0,64.0,64.0,63.0,63.0,63.0,65.0,63.0,68.0
27,69.0,67.0,67.0,67.0,69.0,68.0,67.0,67.0,69.0,69.0,67.0,70.0
28,67.0,67.0,62.0,66.0,64.0,64.0,62.0,62.0,62.0,67.0,67.0,68.0
29,64.0,63.0,63.0,66.0,64.0,64.0,64.0,63.0,66.0,64.0,62.0,68.0
30,70.0,65.0,65.0,66.0,70.0,67.0,66.0,65.0,70.0,70.0,65.0,71.0
31,62.0,62.0,60.0,60.0,62.0,59.0,62.0,60.0,62.0,62.0,62.0,61.0
32,63.0,64.0,64.0,62.0,63.0,63.0,64.0,64.0,67.0,63.0,62.0,62.0
33,59.0,59.0,60.0,57.0,58.0,60.0,62.0,57.0,58.0,59.0,58.0,60.0
34,60.0,63.0,58.0,60.0,57.0,59.0,57.0,60.0,59.0,60.0,63.0,58.0
35,56.0,61.0,62.0,61.0,58.0,60.0,58.0,58.0,60.0,56.0,61.0,58.0
36,67.0,63.0,64.0,63.0,65.0,65.0,67.0,63.0,65.0,67.0,63.0,63.0
37,68.0,68.0,63.0,68.0,64.0,64.0,62.0,63.0,61.0,68.0,68.0,64.0
