Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,37.0,43.0,41.0,36.0,42.0,36.0,36.0,44.0,41.0,39.0
1,39.0,43.0,42.0,40.0,42.0,39.0,39.0,43.0,42.0,33.0
2,39.0,42.0,42.0,37.0,41.0,38.0,38.0,42.0,42.0,36.0
3,40.0,43.0,42.0,38.0,42.0,40.0,40.0,46.0,42.0,40.0
4,40.0,45.0,43.0,42.0,44.0,40.0,40.0,48.0,43.0,40.0
5,41.0,43.0,44.0,40.0,44.0,40.0,40.0,44.0,44.0,43.0
6,41.0,43.0,40.0,38.0,42.0,40.0,40.0,47.0,40.0,40.0
7,40.0,45.0,41.0,42.0,44.0,40.0,40.0,48.0,41.0,41.0
8,42.0,43.0,44.0,40.0,44.0,40.0,40.0,44.0,44.0,44.0
9,40.0,42.0,40.0,39.0,42.0,43.0,43.0,41.0,40.0,39.0
10,41.0,42.0,39.0,41.0,42.0,40.0,40.0,43.0,38.0,34.0
11,40.0,42.0,41.0,40.0,41.0,40.0,39.0,40.0,39.0,36.0
12,39.0,41.0,40.0,38.0,42.0,42.0,42.0,42.0,40.0,39.0
13,40.0,43.0,39.0,42.0,42.0,40.0,40.0,42.0,38.0,33.0
14,39.0,43.0,40.0,39.0,42.0,39.0,38.0,41.0,38.0,36.0
15,38.0,42.0,40.0,37.0,42.0,38.0,38.0,43.0,40.0,39.0
16,40.0,44.0,39.0,40.0,43.0,40.0,40.0,43.0,38.0,33.0
17,39.0,43.0,40.0,38.0,42.0,39.0,39.0,42.0,38.0,36.0
18,43.0,43.0,41.0,41.0,43.0,40.0,40.0,47.0,41.0,40.0
19,46.0,49.0,43.0,41.0,48.0,40.0,40.0,47.0,43.0,42.0
20,43.0,49.0,44.0,44.0,48.0,40.0,40.0,48.0,44.0,43.0
21,44.0,43.0,40.0,41.0,43.0,40.0,40.0,47.0,40.0,41.0
22,47.0,49.0,44.0,42.0,48.0,40.0,40.0,47.0,44.0,43.0
23,43.0,49.0,44.0,44.0,48.0,40.0,40.0,48.0,44.0,44.0
24,42.0,43.0,44.0,42.0,43.0,43.0,42.0,45.0,43.0,43.0
25,42.0,44.0,43.0,45.0,45.0,40.0,40.0,46.0,43.0,42.0
26,43.0,44.0,45.0,45.0,45.0,44.0,44.0,43.0,44.0,44.0
27,43.0,42.0,43.0,41.0,43.0,42.0,41.0,44.0,42.0,42.0
28,44.0,44.0,42.0,44.0,45.0,44.0,44.0,45.0,42.0,41.0
29,43.0,43.0,45.0,44.0,44.0,44.0,44.0,46.0,43.0,44.0
30,44.0,43.0,40.0,39.0,43.0,38.0,38.0,44.0,40.0,40.0
31,45.0,45.0,42.0,42.0,45.0,39.0,39.0,43.0,41.0,41.0
32,43.0,44.0,45.0,41.0,44.0,42.0,42.0,47.0,42.0,44.0
33,44.0,43.0,40.0,41.0,42.0,36.0,36.0,47.0,40.0,40.0
34,47.0,45.0,44.0,42.0,44.0,40.0,40.0,47.0,44.0,44.0
35,43.0,45.0,44.0,41.0,44.0,40.0,40.0,48.0,43.0,44.0
36,42.0,42.0,44.0,42.0,43.0,43.0,42.0,45.0,43.0,44.0
37,42.0,44.0,43.0,45.0,45.0,40.0,40.0,46.0,43.0,43.0
38,43.0,44.0,45.0,45.0,45.0,44.0,44.0,43.0,44.0,45.0
39,44.0,41.0,43.0,41.0,42.0,42.0,41.0,44.0,42.0,43.0
40,44.0,44.0,42.0,44.0,45.0,44.0,44.0,45.0,42.0,42.0
41,43.0,43.0,45.0,44.0,44.0,44.0,44.0,46.0,43.0,45.0
42,45.0,42.0,40.0,39.0,42.0,37.0,37.0,42.0,40.0,40.0
43,45.0,45.0,42.0,43.0,45.0,39.0,39.0,43.0,41.0,42.0
44,43.0,44.0,45.0,41.0,44.0,42.0,42.0,47.0,43.0,45.0
45,41.0,44.0,41.0,43.0,44.0,43.0,43.0,41.0,43.0,39.0
46,42.0,42.0,39.0,43.0,43.0,42.0,42.0,41.0,42.0,34.0
47,40.0,42.0,41.0,42.0,42.0,43.0,43.0,39.0,41.0,36.0
48,41.0,43.0,44.0,42.0,43.0,43.0,43.0,41.0,43.0,43.0
49,42.0,41.0,43.0,43.0,42.0,44.0,44.0,41.0,42.0,36.0
50,41.0,42.0,41.0,41.0,45.0,44.0,44.0,41.0,41.0,39.0
51,41.0,43.0,45.0,39.0,43.0,44.0,44.0,42.0,44.0,44.0
52,42.0,42.0,44.0,41.0,42.0,45.0,45.0,42.0,43.0,37.0
53,42.0,42.0,41.0,41.0,45.0,45.0,45.0,42.0,40.0,40.0
54,42.0,42.0,43.0,41.0,42.0,42.0,42.0,40.0,42.0,42.0
55,44.0,41.0,42.0,43.0,41.0,43.0,43.0,40.0,41.0,39.0
56,40.0,41.0,41.0,40.0,44.0,43.0,43.0,40.0,41.0,38.0
57,43.0,42.0,44.0,38.0,42.0,43.0,43.0,41.0,43.0,43.0
58,45.0,42.0,43.0,43.0,41.0,44.0,44.0,41.0,42.0,40.0
59,41.0,42.0,42.0,40.0,44.0,44.0,44.0,41.0,42.0,39.0
60,38.0,42.0,40.0,36.0,42.0,37.0,38.0,41.0,40.0,39.0
61,40.0,43.0,39.0,38.0,42.0,38.0,39.0,42.0,39.0,33.0
62,38.0,43.0,39.0,40.0,42.0,39.0,39.0,42.0,39.0,35.0
63,42.0,43.0,41.0,41.0,43.0,39.0,39.0,46.0,41.0,40.0
64,45.0,48.0,42.0,41.0,47.0,39.0,39.0,47.0,42.0,41.0
65,42.0,49.0,43.0,43.0,48.0,39.0,39.0,48.0,43.0,42.0
66,43.0,43.0,42.0,41.0,43.0,39.0,39.0,46.0,42.0,41.0
67,46.0,48.0,43.0,42.0,47.0,39.0,39.0,47.0,43.0,42.0
68,42.0,49.0,44.0,43.0,48.0,40.0,40.0,48.0,43.0,43.0
69,41.0,44.0,44.0,44.0,43.0,42.0,41.0,47.0,43.0,43.0
70,41.0,44.0,42.0,44.0,44.0,39.0,39.0,47.0,42.0,41.0
71,42.0,48.0,45.0,45.0,47.0,43.0,43.0,47.0,43.0,44.0
72,42.0,43.0,43.0,43.0,43.0,41.0,40.0,46.0,42.0,42.0
73,43.0,43.0,43.0,43.0,44.0,43.0,43.0,46.0,43.0,42.0
74,42.0,47.0,45.0,44.0,46.0,44.0,44.0,46.0,42.0,44.0
75,43.0,43.0,43.0,40.0,43.0,37.0,37.0,45.0,43.0,42.0
76,44.0,44.0,44.0,41.0,44.0,38.0,38.0,42.0,44.0,43.0
77,42.0,48.0,45.0,41.0,47.0,42.0,41.0,47.0,43.0,44.0
78,43.0,43.0,43.0,41.0,43.0,35.0,35.0,46.0,43.0,42.0
79,46.0,44.0,43.0,42.0,45.0,39.0,39.0,47.0,43.0,43.0
80,42.0,46.0,44.0,42.0,45.0,40.0,40.0,48.0,42.0,44.0
81,41.0,44.0,44.0,44.0,43.0,42.0,42.0,47.0,44.0,44.0
82,41.0,44.0,42.0,45.0,44.0,39.0,39.0,47.0,42.0,42.0
83,42.0,48.0,45.0,45.0,47.0,43.0,43.0,47.0,43.0,45.0
84,43.0,43.0,43.0,43.0,43.0,41.0,41.0,46.0,43.0,43.0
85,43.0,43.0,44.0,44.0,44.0,43.0,43.0,46.0,44.0,43.0
86,42.0,47.0,45.0,44.0,46.0,44.0,44.0,46.0,43.0,45.0
87,44.0,43.0,44.0,40.0,43.0,36.0,37.0,45.0,44.0,43.0
88,44.0,44.0,45.0,42.0,44.0,38.0,38.0,42.0,45.0,44.0
89,42.0,48.0,45.0,42.0,47.0,42.0,41.0,47.0,44.0,45.0
90,43.0,43.0,44.0,44.0,43.0,42.0,42.0,46.0,44.0,43.0
91,43.0,43.0,42.0,45.0,42.0,42.0,41.0,46.0,45.0,41.0
92,41.0,41.0,45.0,45.0,41.0,44.0,44.0,42.0,45.0,44.0
93,47.0,42.0,44.0,43.0,42.0,42.0,42.0,46.0,44.0,43.0
94,44.0,43.0,45.0,45.0,42.0,43.0,43.0,46.0,45.0,44.0
95,42.0,42.0,45.0,44.0,44.0,48.0,48.0,45.0,45.0,44.0
96,41.0,42.0,45.0,39.0,42.0,43.0,43.0,46.0,45.0,44.0
97,42.0,41.0,46.0,45.0,41.0,44.0,44.0,46.0,46.0,45.0
98,43.0,43.0,46.0,45.0,44.0,49.0,49.0,46.0,46.0,45.0
99,46.0,41.0,43.0,42.0,41.0,41.0,41.0,45.0,43.0,42.0
100,43.0,42.0,48.0,44.0,41.0,42.0,42.0,45.0,48.0,47.0
101,42.0,41.0,44.0,43.0,43.0,47.0,47.0,44.0,44.0,43.0
102,42.0,41.0,44.0,38.0,41.0,42.0,42.0,45.0,44.0,43.0
103,44.0,41.0,49.0,44.0,40.0,43.0,43.0,45.0,49.0,48.0
104,43.0,42.0,45.0,44.0,43.0,48.0,48.0,45.0,45.0,44.0
105,38.0,41.0,40.0,35.0,41.0,36.0,37.0,40.0,40.0,39.0
106,40.0,42.0,42.0,40.0,41.0,37.0,38.0,41.0,42.0,41.0
107,44.0,43.0,41.0,40.0,42.0,42.0,43.0,42.0,41.0,40.0
108,37.0,39.0,43.0,41.0,39.0,35.0,35.0,42.0,43.0,43.0
109,41.0,40.0,41.0,42.0,41.0,34.0,34.0,42.0,41.0,41.0
110,41.0,42.0,41.0,42.0,41.0,38.0,38.0,48.0,41.0,41.0
111,41.0,41.0,44.0,44.0,40.0,42.0,42.0,46.0,44.0,44.0
112,40.0,40.0,42.0,45.0,40.0,39.0,39.0,47.0,42.0,42.0
113,42.0,44.0,44.0,45.0,43.0,43.0,43.0,47.0,42.0,44.0
114,40.0,40.0,43.0,43.0,39.0,41.0,41.0,45.0,43.0,43.0
115,39.0,40.0,44.0,44.0,40.0,38.0,38.0,46.0,44.0,44.0
116,42.0,43.0,43.0,44.0,42.0,42.0,42.0,46.0,43.0,43.0
117,38.0,39.0,44.0,40.0,39.0,36.0,37.0,41.0,44.0,44.0
118,40.0,40.0,45.0,42.0,40.0,37.0,38.0,42.0,45.0,45.0
119,42.0,44.0,44.0,42.0,43.0,42.0,41.0,47.0,44.0,44.0
120,43.0,42.0,44.0,44.0,41.0,42.0,42.0,46.0,44.0,44.0
121,43.0,43.0,42.0,45.0,42.0,42.0,41.0,46.0,45.0,42.0
122,41.0,41.0,45.0,45.0,40.0,44.0,44.0,42.0,45.0,45.0
123,47.0,42.0,44.0,43.0,41.0,42.0,42.0,46.0,44.0,44.0
124,44.0,43.0,45.0,45.0,42.0,43.0,43.0,46.0,45.0,45.0
125,42.0,42.0,45.0,44.0,44.0,48.0,48.0,45.0,45.0,45.0
126,41.0,42.0,45.0,40.0,41.0,43.0,43.0,46.0,45.0,45.0
127,42.0,42.0,46.0,45.0,41.0,44.0,44.0,46.0,46.0,46.0
128,43.0,43.0,46.0,45.0,44.0,49.0,49.0,46.0,46.0,46.0
129,46.0,41.0,43.0,42.0,40.0,41.0,41.0,45.0,43.0,43.0
130,43.0,42.0,48.0,44.0,41.0,42.0,42.0,45.0,48.0,48.0
131,42.0,41.0,44.0,43.0,43.0,47.0,47.0,44.0,44.0,44.0
132,41.0,41.0,44.0,39.0,40.0,42.0,42.0,45.0,44.0,44.0
133,44.0,41.0,49.0,44.0,40.0,43.0,43.0,45.0,49.0,49.0
134,43.0,42.0,45.0,44.0,43.0,48.0,48.0,45.0,45.0,45.0
135,38.0,38.0,40.0,36.0,38.0,36.0,37.0,40.0,40.0,40.0
136,40.0,39.0,42.0,41.0,39.0,37.0,38.0,41.0,42.0,42.0
137,44.0,42.0,42.0,40.0,42.0,42.0,43.0,42.0,42.0,41.0
138,39.0,38.0,43.0,44.0,39.0,44.0,44.0,40.0,44.0,42.0
139,41.0,41.0,42.0,45.0,40.0,43.0,43.0,41.0,43.0,35.0
140,40.0,41.0,41.0,43.0,41.0,43.0,43.0,39.0,42.0,37.0
141,43.0,40.0,44.0,44.0,39.0,44.0,44.0,41.0,44.0,43.0
142,41.0,41.0,43.0,45.0,40.0,47.0,47.0,41.0,43.0,36.0
143,41.0,42.0,42.0,44.0,45.0,44.0,44.0,40.0,43.0,39.0
144,43.0,40.0,45.0,44.0,39.0,43.0,43.0,40.0,45.0,44.0
145,41.0,42.0,44.0,45.0,41.0,48.0,48.0,41.0,44.0,37.0
146,41.0,42.0,43.0,44.0,45.0,45.0,45.0,41.0,44.0,40.0
147,47.0,40.0,44.0,43.0,39.0,43.0,43.0,40.0,44.0,43.0
148,41.0,41.0,43.0,49.0,44.0,46.0,46.0,42.0,43.0,39.0
149,42.0,44.0,43.0,43.0,45.0,44.0,44.0,39.0,43.0,39.0
150,47.0,40.0,45.0,43.0,39.0,43.0,43.0,41.0,45.0,44.0
151,41.0,42.0,44.0,49.0,44.0,47.0,47.0,43.0,44.0,40.0
152,42.0,45.0,43.0,43.0,45.0,45.0,45.0,40.0,43.0,39.0
153,41.0,39.0,45.0,40.0,39.0,43.0,43.0,41.0,45.0,44.0
154,41.0,41.0,44.0,45.0,40.0,44.0,44.0,38.0,44.0,37.0
155,41.0,45.0,40.0,41.0,45.0,45.0,45.0,41.0,40.0,39.0
156,46.0,39.0,43.0,42.0,39.0,42.0,42.0,39.0,43.0,42.0
157,40.0,40.0,42.0,48.0,43.0,45.0,45.0,41.0,42.0,39.0
158,42.0,43.0,43.0,42.0,45.0,43.0,43.0,39.0,43.0,38.0
159,46.0,39.0,44.0,42.0,39.0,42.0,42.0,40.0,44.0,43.0
160,40.0,41.0,43.0,48.0,43.0,46.0,46.0,42.0,43.0,40.0
161,43.0,44.0,42.0,42.0,45.0,44.0,44.0,40.0,42.0,38.0
162,42.0,39.0,44.0,39.0,39.0,42.0,42.0,40.0,44.0,43.0
163,40.0,40.0,43.0,44.0,40.0,43.0,43.0,38.0,43.0,40.0
164,44.0,44.0,41.0,40.0,45.0,44.0,44.0,41.0,41.0,38.0
165,37.0,36.0,39.0,35.0,36.0,36.0,37.0,39.0,40.0,38.0
166,36.0,38.0,38.0,38.0,38.0,37.0,38.0,36.0,39.0,32.0
167,39.0,42.0,37.0,35.0,41.0,38.0,39.0,41.0,38.0,33.0
