Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,51.0,51.0,51.0,51.0,47.0
1,51.0,51.0,49.0,53.0,47.0
2,50.0,48.0,50.0,50.0,46.0
3,52.0,52.0,52.0,52.0,51.0
4,53.0,53.0,53.0,53.0,50.0
5,53.0,53.0,53.0,53.0,50.0
6,52.0,52.0,51.0,51.0,48.0
7,53.0,53.0,53.0,53.0,50.0
8,53.0,53.0,53.0,53.0,50.0
9,52.0,52.0,52.0,52.0,49.0
10,52.0,51.0,53.0,53.0,46.0
11,51.0,49.0,50.0,50.0,46.0
12,52.0,52.0,52.0,52.0,48.0
13,51.0,51.0,52.0,52.0,46.0
14,51.0,49.0,49.0,49.0,46.0
15,52.0,52.0,52.0,52.0,47.0
16,51.0,51.0,49.0,53.0,46.0
17,51.0,49.0,49.0,49.0,46.0
18,52.0,54.0,52.0,52.0,52.0
19,53.0,53.0,53.0,53.0,54.0
20,53.0,53.0,54.0,54.0,54.0
21,52.0,54.0,53.0,52.0,52.0
22,53.0,53.0,54.0,53.0,54.0
23,53.0,53.0,54.0,54.0,54.0
24,52.0,52.0,52.0,53.0,53.0
25,52.0,51.0,53.0,53.0,53.0
26,52.0,50.0,50.0,50.0,50.0
27,52.0,53.0,52.0,52.0,52.0
28,51.0,51.0,52.0,52.0,52.0
29,51.0,50.0,52.0,49.0,49.0
30,52.0,52.0,52.0,52.0,51.0
31,51.0,51.0,49.0,53.0,49.0
32,51.0,50.0,52.0,49.0,50.0
33,50.0,53.0,52.0,48.0,48.0
34,51.0,53.0,53.0,49.0,49.0
35,51.0,53.0,54.0,53.0,53.0
36,50.0,52.0,53.0,49.0,50.0
37,51.0,51.0,53.0,53.0,53.0
38,52.0,51.0,50.0,50.0,50.0
39,50.0,53.0,53.0,48.0,49.0
40,51.0,51.0,52.0,52.0,52.0
41,51.0,50.0,53.0,49.0,49.0
42,50.0,53.0,53.0,48.0,48.0
43,48.0,51.0,49.0,49.0,49.0
44,51.0,50.0,53.0,49.0,50.0
45,48.0,46.0,49.0,49.0,49.0
46,52.0,51.0,45.0,45.0,46.0
47,51.0,48.0,45.0,45.0,47.0
48,48.0,47.0,49.0,50.0,50.0
49,52.0,52.0,46.0,46.0,47.0
50,51.0,50.0,45.0,44.0,47.0
