,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
Total time,5002.03,2386.56,833.65,4795.195,13654.82,6474.92,5660.18,3371.96,5555.92,4933.1,4983.18,2445.88,5729.98,3984.32,5651.38,6761.72,1058.27,3618.78,3291.7,9431.97,947.86,9232.49,4674.71,4778.63,4433.16,5089.12,5731.9,7445.37,1691.94,2074.48,6972.37,4901.01,5347.91,4439.81,6763.76,4564.93,6605.19,6402.27,4779.15,5316.02,3269.58,5218.02,5353.61,4887.26,2605.4,2100.54,7414.98,8630.65,3351.09,3975.55,4623.22,5707.03,5233.19,4068.48,7214.66,6942.33,8584.92,2578.08,13654.82,7145.38,7015.82,2156.26,4563.89,8753.66,2572.52,2757.69,8851.22,3929.22,2033.65,3464.43,5796.99,4316.95,4311.4,6664.93,982.89,2947.83,11039.34,2472.59,5636.75,2070.34,833.65,5240.38,5134.03,4522.61,5176.94,4078.17,3220.15,2278.8,3330.77,1837.09,9776.16,2983.69,5646.75,4774.13,4290.61,7867.53,6528.91,5198.17,4811.24,2878.63,3860.61,1269.64,4682.74,9929.75,10009.59
Turn 1 time,1939.85,2020.27,109.3,953.175,9227.39,2298.66,541.41,636.11,698.46,3361.91,985.91,802.31,2787.46,1332.69,4411.96,5534.01,593.79,1818.2,2558.09,6727.54,589.02,4091.52,556.7,602.7,476.57,1125.68,1479.5,5031.33,644.19,288.0,2639.35,518.73,549.6,286.17,2266.52,1208.71,2856.73,3669.93,582.81,780.35,109.3,580.35,1773.87,433.81,704.66,1321.74,4432.89,4764.4,1979.11,776.86,1430.7,1293.65,722.57,3646.99,2459.08,2970.02,692.67,873.0,9227.39,3063.83,6470.63,400.03,219.4,1285.56,848.75,1853.8,6231.28,1768.42,516.11,2374.88,1013.44,276.94,920.44,2643.96,328.44,632.49,6928.48,904.9,711.13,321.17,148.68,701.9,1059.94,517.28,736.29,825.28,2161.47,467.01,1716.35,710.56,8435.66,885.06,656.16,510.47,3272.06,3815.31,2612.1,817.09,555.48,1699.4,633.32,831.58,489.16,8651.87,5835.9
Turn 2 time,228.32,297.67,21.41,122.65,1582.95,131.54,1353.54,58.83,85.37,192.53,297.39,433.8,168.46,85.96,390.62,84.58,128.31,655.25,187.29,115.09,62.18,1300.03,100.95,129.38,32.85,51.03,40.73,98.02,214.87,151.52,161.15,89.24,137.04,117.9,33.23,864.85,444.58,1116.26,72.53,328.54,41.58,66.17,431.46,57.25,28.01,21.41,1582.95,40.42,182.77,61.58,66.11,677.05,539.93,69.63,256.49,82.76,40.87,242.13,299.04,40.56,98.41,478.17,94.34,61.61,91.67,501.28,66.37,199.5,289.63,201.91,1305.02,123.42,299.05,63.27,65.98,67.25,213.08,56.43,273.86,79.97,84.3,349.33,44.97,38.77,223.21,46.04,26.99,167.81,208.75,127.91,137.3,143.32,251.47,343.63,84.1,107.05,185.03,170.18,87.48,121.88,55.19,246.63,101.05,54.72,50.92
Turn 3 time,517.83,656.58,10.92,306.235,4135.1,323.75,69.55,1908.74,951.74,304.25,84.84,40.85,264.84,207.21,63.85,430.85,47.47,797.81,92.16,848.62,112.42,163.86,274.39,1990.4,222.28,285.52,879.24,160.29,252.04,502.64,1394.12,532.16,609.74,368.74,3258.18,401.29,273.92,224.52,372.9,469.96,147.78,556.73,389.93,292.58,216.62,10.92,70.1,186.66,134.78,1049.62,163.28,22.2,339.08,71.78,764.82,216.51,4135.1,481.56,144.43,379.55,308.22,836.23,610.27,3294.46,196.25,179.08,755.14,629.99,681.66,228.73,514.66,193.75,943.33,271.57,127.6,386.26,260.95,226.62,580.66,668.84,413.95,66.07,496.13,131.94,864.75,293.42,638.9,107.43,440.36,359.13,178.43,509.72,847.69,240.59,214.22,247.51,1668.86,578.87,283.95,288.63,367.28,112.78,1211.08,16.6,350.8
Turn 4 time,75.3,96.63,5.2,46.95,475.5,70.62,71.92,115.75,108.33,28.92,5.77,54.75,153.39,11.12,42.84,11.52,10.51,21.8,14.49,105.47,57.42,45.77,84.93,11.99,19.21,12.6,34.91,60.85,5.2,66.03,54.1,93.3,419.63,36.38,75.9,62.1,65.69,24.92,14.35,75.18,65.1,343.07,59.82,47.29,15.29,10.18,36.32,16.36,40.87,50.66,21.02,103.07,16.59,11.16,81.67,40.82,49.96,48.84,347.66,25.39,20.96,153.8,25.28,469.02,18.81,28.52,68.87,21.14,78.25,8.55,33.1,35.15,46.61,52.47,9.28,48.6,18.29,57.2,414.6,35.51,11.56,475.5,74.34,151.87,35.19,36.17,50.54,46.6,89.88,12.18,22.87,162.46,187.94,39.21,19.19,58.01,43.83,104.65,270.63,50.4,165.09,9.01,74.53,24.61,90.94
Turn 5 time,41.47,54.11,4.48,29.744999999999997,452.86,35.08,21.63,45.51,109.2,13.17,8.26,10.02,48.28,12.49,12.62,7.72,22.64,12.91,12.84,22.19,14.33,29.45,56.12,41.93,79.99,11.64,6.18,35.14,14.27,59.48,25.09,63.74,30.02,30.05,31.85,41.58,110.71,19.26,131.61,53.63,249.01,69.08,42.02,452.86,22.28,32.07,41.45,21.43,16.12,34.53,25.54,6.78,13.84,9.4,47.36,29.47,65.62,19.91,32.83,34.62,21.96,16.53,13.77,42.05,6.17,6.41,49.08,30.78,18.46,9.7,35.22,85.02,88.77,30.86,10.27,7.64,9.78,50.45,52.73,12.44,7.37,46.26,7.99,79.13,44.91,16.69,39.82,16.35,18.16,12.43,74.0,99.82,100.35,112.97,4.48,36.4,22.34,57.36,12.36,17.66,30.05,10.61,40.45,19.24,74.57
Turn 6 time,2197.1,1308.01,58.58,2319.6800000000003,3607.28,3600.17,3600.08,606.62,3600.13,1031.07,3600.03,1103.18,2305.84,2333.52,727.91,691.88,255.03,310.08,425.81,1610.05,112.25,3600.13,3600.17,2000.68,3600.45,3600.06,3288.48,2056.75,560.93,1002.7,2698.33,3600.19,3600.11,3600.13,1096.46,1985.33,2850.09,1345.87,3600.12,3600.43,2654.5,3600.14,2651.66,3600.04,1616.88,703.38,1249.83,3600.02,996.38,1996.71,2913.77,3600.07,3600.03,258.74,3600.2,3600.33,3600.32,908.83,3600.11,3600.18,95.0,269.94,3600.15,3600.19,1409.28,187.02,1678.83,1278.63,447.0,638.26,2895.04,3600.15,2012.92,3600.06,439.54,1803.64,3607.28,1174.41,3600.19,950.66,165.5,3600.05,3450.16,3600.06,3269.67,2857.72,300.8,1471.72,856.72,612.22,927.1,1182.14,3600.13,3522.0,695.72,3600.14,1996.35,3466.13,3600.09,699.66,2608.78,58.58,2764.67,1161.4,3600.79
Turn 7 time,2.17,1.92,0.23,1.6549999999999998,15.1,15.1,2.05,0.4,2.69,1.25,0.98,0.97,1.71,1.33,1.58,1.16,0.52,2.73,1.02,3.01,0.24,1.73,1.45,1.55,1.81,2.59,2.86,2.99,0.44,4.11,0.23,3.65,1.77,0.44,1.62,1.07,3.47,1.51,4.83,7.93,2.31,2.48,4.85,3.43,1.66,0.84,1.44,1.36,1.06,5.59,2.8,4.21,1.15,0.78,5.04,2.42,0.38,3.81,3.36,1.25,0.64,1.56,0.68,0.77,1.59,1.58,1.65,0.76,2.54,2.4,0.51,2.52,0.28,2.74,1.78,1.95,1.48,2.58,3.58,1.75,2.29,1.27,0.5,3.56,2.92,2.85,1.63,1.88,0.55,2.66,0.8,1.17,3.01,5.26,0.84,3.11,0.4,3.89,1.25,1.0,0.9,0.45,1.8,1.31,5.67
