Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,34.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,39.0,37.0
1,35.0,36.0,36.0,32.0,32.0,38.0,32.0,32.0,39.0,39.0,38.0,39.0,39.0,39.0
2,36.0,37.0,37.0,36.0,35.0,38.0,36.0,35.0,39.0,39.0,39.0,40.0,40.0,39.0
3,34.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,37.0,38.0,38.0,38.0,37.0
4,34.0,35.0,35.0,38.0,38.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,39.0
5,35.0,37.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0
6,35.0,35.0,35.0,37.0,37.0,37.0,39.0,39.0,37.0,37.0,39.0,39.0,38.0,37.0
7,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
8,36.0,36.0,36.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0,40.0,40.0,40.0,39.0
9,35.0,35.0,35.0,38.0,38.0,37.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0
10,37.0,37.0,37.0,38.0,38.0,39.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0
11,37.0,37.0,37.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,41.0,41.0,41.0,40.0
12,35.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,39.0,39.0,38.0
13,37.0,37.0,37.0,38.0,38.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,40.0
14,37.0,37.0,37.0,38.0,38.0,39.0,38.0,38.0,39.0,39.0,40.0,41.0,41.0,40.0
15,35.0,35.0,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,37.0,38.0,38.0,38.0
16,36.0,36.0,36.0,32.0,32.0,33.0,32.0,32.0,40.0,40.0,33.0,40.0,40.0,40.0
17,36.0,36.0,36.0,36.0,35.0,33.0,36.0,35.0,40.0,40.0,33.0,40.0,40.0,40.0
18,33.0,35.0,35.0,37.0,37.0,37.0,38.0,38.0,37.0,37.0,38.0,38.0,37.0,36.0
19,33.0,34.0,34.0,38.0,38.0,39.0,38.0,38.0,37.0,39.0,39.0,39.0,37.0,38.0
20,34.0,36.0,36.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,40.0,40.0,38.0,38.0
21,34.0,34.0,34.0,37.0,37.0,37.0,39.0,39.0,38.0,37.0,39.0,39.0,38.0,37.0
22,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,38.0,39.0
23,35.0,35.0,35.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0,40.0,40.0,39.0,39.0
24,34.0,34.0,34.0,38.0,38.0,38.0,38.0,38.0,39.0,37.0,40.0,39.0,39.0,38.0
25,36.0,36.0,36.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0,41.0,40.0,40.0,40.0
26,36.0,36.0,36.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,42.0,41.0,41.0,40.0
27,34.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0,39.0,38.0,38.0,37.0
28,36.0,36.0,36.0,38.0,39.0,40.0,38.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0
29,36.0,36.0,36.0,39.0,39.0,40.0,40.0,40.0,39.0,39.0,41.0,40.0,40.0,39.0
30,34.0,34.0,34.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,37.0,37.0,38.0,38.0
31,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0
32,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0
33,34.0,35.0,35.0,37.0,37.0,37.0,38.0,38.0,32.0,37.0,38.0,38.0,32.0,36.0
34,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,32.0,39.0,39.0,39.0,32.0,34.0
35,36.0,36.0,36.0,39.0,39.0,39.0,40.0,40.0,36.0,39.0,40.0,40.0,36.0,34.0
36,35.0,35.0,35.0,38.0,38.0,38.0,39.0,39.0,38.0,38.0,39.0,39.0,38.0,38.0
37,36.0,36.0,36.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,39.0,39.0
38,36.0,37.0,37.0,40.0,40.0,40.0,41.0,41.0,39.0,40.0,41.0,41.0,40.0,40.0
39,34.0,35.0,35.0,37.0,38.0,38.0,39.0,39.0,37.0,37.0,39.0,39.0,37.0,38.0
40,35.0,35.0,35.0,39.0,40.0,40.0,39.0,40.0,38.0,39.0,40.0,39.0,38.0,40.0
41,36.0,37.0,37.0,39.0,40.0,40.0,41.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0
42,34.0,34.0,34.0,38.0,38.0,38.0,38.0,38.0,31.0,38.0,38.0,38.0,31.0,32.0
43,36.0,36.0,36.0,40.0,40.0,40.0,40.0,40.0,32.0,40.0,40.0,40.0,32.0,34.0
44,36.0,36.0,36.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,40.0,40.0,36.0,34.0
45,36.0,36.0,36.0,39.0,39.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,40.0,38.0
46,37.0,37.0,37.0,37.0,37.0,38.0,39.0,39.0,39.0,38.0,39.0,40.0,40.0,40.0
47,37.0,37.0,37.0,39.0,39.0,39.0,41.0,41.0,39.0,39.0,41.0,41.0,41.0,40.0
48,37.0,37.0,37.0,38.0,38.0,37.0,39.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0
49,37.0,37.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,41.0
50,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0,40.0,40.0,41.0,41.0
51,36.0,36.0,36.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,38.0
52,37.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0
53,38.0,38.0,38.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0,40.0,40.0,40.0,40.0
54,37.0,37.0,37.0,37.0,37.0,36.0,38.0,38.0,37.0,37.0,38.0,38.0,38.0,38.0
55,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,39.0,38.0,38.0,38.0,39.0,40.0
56,39.0,39.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,39.0,39.0,40.0,40.0
57,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,37.0,38.0,38.0,39.0
58,36.0,36.0,36.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.0
59,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.0
60,35.0,35.0,35.0,38.0,38.0,38.0,38.0,38.0,32.0,38.0,38.0,38.0,32.0,32.0
61,36.0,36.0,36.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,33.0,32.0,34.0
62,37.0,37.0,37.0,37.0,33.0,33.0,37.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0
63,32.0,34.0,34.0,36.0,36.0,36.0,37.0,37.0,36.0,36.0,37.0,37.0,36.0,36.0
64,32.0,33.0,33.0,37.0,37.0,38.0,37.0,37.0,36.0,38.0,38.0,38.0,36.0,37.0
65,33.0,35.0,35.0,38.0,38.0,38.0,38.0,38.0,37.0,38.0,39.0,39.0,37.0,37.0
66,33.0,33.0,33.0,37.0,37.0,36.0,38.0,38.0,37.0,36.0,38.0,38.0,37.0,37.0
67,33.0,33.0,33.0,38.0,38.0,38.0,38.0,38.0,37.0,38.0,38.0,38.0,37.0,38.0
68,34.0,34.0,34.0,39.0,39.0,38.0,39.0,39.0,38.0,38.0,39.0,39.0,38.0,38.0
69,33.0,33.0,33.0,38.0,38.0,37.0,38.0,38.0,38.0,37.0,39.0,38.0,38.0,38.0
70,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,40.0,39.0,39.0,39.0
71,35.0,35.0,35.0,40.0,40.0,39.0,40.0,40.0,39.0,39.0,41.0,40.0,40.0,39.0
72,33.0,33.0,33.0,37.0,37.0,37.0,38.0,38.0,37.0,36.0,38.0,38.0,37.0,37.0
73,35.0,35.0,35.0,38.0,38.0,39.0,38.0,38.0,38.0,38.0,39.0,38.0,38.0,38.0
74,35.0,35.0,35.0,39.0,39.0,39.0,40.0,40.0,38.0,38.0,40.0,40.0,39.0,38.0
75,33.0,33.0,33.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
76,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,38.0,39.0
77,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,38.0,39.0
78,34.0,34.0,34.0,37.0,37.0,37.0,38.0,38.0,35.0,37.0,38.0,38.0,35.0,36.0
79,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,31.0,39.0,39.0,39.0,31.0,34.0
80,35.0,35.0,35.0,39.0,39.0,39.0,40.0,40.0,35.0,39.0,40.0,40.0,35.0,35.0
81,34.0,34.0,34.0,38.0,38.0,38.0,39.0,39.0,37.0,38.0,39.0,39.0,37.0,39.0
82,35.0,35.0,35.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,40.0,38.0,39.0
83,36.0,36.0,36.0,40.0,40.0,40.0,41.0,41.0,38.0,40.0,41.0,41.0,39.0,40.0
84,33.0,34.0,34.0,37.0,37.0,37.0,39.0,39.0,36.0,37.0,39.0,39.0,36.0,38.0
85,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,37.0,39.0,39.0,39.0,37.0,39.0
86,35.0,36.0,36.0,39.0,39.0,39.0,41.0,41.0,37.0,39.0,41.0,41.0,38.0,39.0
87,34.0,34.0,34.0,38.0,38.0,38.0,38.0,38.0,30.0,38.0,38.0,38.0,30.0,32.0
88,35.0,35.0,35.0,40.0,40.0,40.0,40.0,40.0,31.0,40.0,40.0,40.0,31.0,33.0
89,35.0,35.0,35.0,40.0,40.0,40.0,40.0,40.0,34.0,40.0,40.0,40.0,35.0,33.0
90,35.0,35.0,35.0,39.0,39.0,38.0,39.0,40.0,37.0,38.0,39.0,39.0,39.0,38.0
91,36.0,36.0,36.0,37.0,38.0,38.0,39.0,40.0,38.0,38.0,40.0,39.0,39.0,40.0
92,36.0,36.0,36.0,39.0,40.0,39.0,41.0,42.0,38.0,39.0,41.0,41.0,40.0,39.0
