Piece,Rotation,Flip,Row,Col,Turn
Piece.OVERPASS,Rotation.I,False,0,2,1
Piece.RAILWAY_T,Rotation.I,False,0,3,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,0,4,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,0,1
Piece.RAILWAY_T,Rotation.R90,False,1,6,2
Piece.STRAIGHT_STATION,Rotation.I,False,2,6,2
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,0,5,2
Piece.RAILWAY_CORNER,Rotation.R270,False,0,6,2
Piece.OVERPASS,Rotation.R90,False,6,3,3
Piece.HIGHWAY_T,Rotation.I,False,3,6,3
Piece.RAILWAY_T,Rotation.R270,False,1,1,3
Piece.HIGHWAY_T,Rotation.R270,False,6,5,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,2,4
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,5,2,4
Piece.CORNER_STATION,Rotation.R270,True,5,3,4
Piece.HIGHWAY_T,Rotation.R90,False,6,1,4
Piece.STRAIGHT_STATION,Rotation.R90,False,3,0,5
Piece.RAILWAY_CORNER,Rotation.R270,False,2,2,5
Piece.RAILWAY_CORNER,Rotation.I,False,3,2,5
Piece.THREE_R_JUNCTION,Rotation.I,False,0,1,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,3,1,5
Piece.RAILWAY_T,Rotation.R180,False,5,6,6
Piece.RAILWAY_T,Rotation.I,False,2,1,6
Piece.HIGHWAY_T,Rotation.R180,False,5,1,6
Piece.CROSS_JUNCTION,Rotation.I,False,5,5,6
Piece.STRAIGHT_STATION,Rotation.R270,False,5,0,6
Piece.RAILWAY_STRAIGHT,Rotation.I,False,6,6,7
Piece.OVERPASS,Rotation.R90,False,6,4,7
Piece.RAILWAY_T,Rotation.R90,False,5,4,7
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,2,0,7
