Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,57.0,57.0,57.0,58.0,59.0,59.0,58.0,57.0,55.0,57.0,58.0,60.0,58.0
1,60.0,61.0,60.0,60.0,61.0,61.0,58.0,59.0,59.0,58.0,58.0,58.0,58.0
2,59.0,59.0,59.0,60.0,60.0,60.0,60.0,58.0,57.0,61.0,61.0,61.0,61.0
3,59.0,58.0,59.0,60.0,59.0,59.0,59.0,57.0,56.0,57.0,57.0,59.0,57.0
4,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,60.0,60.0,60.0,60.0,60.0
5,60.0,60.0,59.0,60.0,61.0,61.0,61.0,58.0,60.0,62.0,62.0,62.0,62.0
6,60.0,59.0,60.0,61.0,58.0,58.0,59.0,57.0,57.0,57.0,57.0,58.0,57.0
7,60.0,60.0,60.0,60.0,57.0,57.0,61.0,59.0,58.0,57.0,58.0,58.0,58.0
8,60.0,60.0,60.0,61.0,61.0,61.0,60.0,57.0,59.0,62.0,61.0,61.0,61.0
9,63.0,63.0,62.0,62.0,65.0,65.0,64.0,61.0,63.0,65.0,65.0,66.0,65.0
10,61.0,59.0,61.0,62.0,61.0,61.0,59.0,59.0,61.0,62.0,61.0,61.0,61.0
11,61.0,59.0,61.0,61.0,60.0,60.0,60.0,59.0,62.0,61.0,63.0,61.0,63.0
12,62.0,62.0,61.0,61.0,64.0,64.0,64.0,60.0,62.0,64.0,64.0,65.0,64.0
13,60.0,58.0,60.0,61.0,60.0,60.0,61.0,58.0,60.0,61.0,60.0,60.0,60.0
14,60.0,59.0,60.0,60.0,60.0,60.0,62.0,58.0,61.0,61.0,62.0,61.0,62.0
15,60.0,61.0,60.0,62.0,64.0,64.0,64.0,61.0,62.0,60.0,59.0,64.0,59.0
16,59.0,59.0,59.0,59.0,57.0,57.0,61.0,58.0,59.0,58.0,58.0,58.0,58.0
17,60.0,60.0,59.0,60.0,61.0,61.0,62.0,58.0,62.0,62.0,62.0,62.0,62.0
18,59.0,57.0,58.0,59.0,59.0,59.0,59.0,57.0,56.0,56.0,56.0,58.0,56.0
19,59.0,59.0,59.0,59.0,59.0,59.0,61.0,58.0,60.0,60.0,60.0,60.0,60.0
20,60.0,59.0,59.0,59.0,61.0,61.0,60.0,58.0,61.0,62.0,62.0,62.0,62.0
21,60.0,58.0,59.0,60.0,60.0,60.0,60.0,57.0,56.0,57.0,57.0,57.0,57.0
22,59.0,59.0,59.0,59.0,60.0,60.0,62.0,59.0,57.0,57.0,60.0,60.0,60.0
23,60.0,59.0,60.0,60.0,61.0,61.0,59.0,59.0,61.0,61.0,62.0,62.0,62.0
24,65.0,64.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,65.0,65.0,65.0,65.0
25,61.0,59.0,60.0,61.0,61.0,61.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0
26,60.0,59.0,60.0,60.0,61.0,61.0,61.0,59.0,62.0,63.0,64.0,62.0,64.0
27,64.0,63.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,64.0,64.0,64.0,64.0
28,60.0,58.0,59.0,60.0,60.0,60.0,61.0,58.0,60.0,60.0,60.0,60.0,60.0
29,59.0,58.0,59.0,59.0,60.0,60.0,61.0,58.0,61.0,62.0,63.0,61.0,63.0
30,63.0,64.0,63.0,63.0,64.0,64.0,64.0,64.0,61.0,59.0,59.0,63.0,59.0
31,58.0,58.0,58.0,58.0,59.0,59.0,61.0,58.0,58.0,58.0,60.0,60.0,60.0
