Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,38.0,35.0,34.0,33.0,35.0,36.0,33.0,34.0,38.0,35.0,38.0,39.0,33.0,38.0,40.0
1,37.0,36.0,33.0,38.0,34.0,36.0,35.0,31.0,38.0,37.0,39.0,40.0,30.0,38.0,41.0
2,39.0,37.0,34.0,39.0,33.0,38.0,34.0,32.0,39.0,39.0,40.0,41.0,31.0,39.0,42.0
3,37.0,34.0,36.0,35.0,34.0,35.0,32.0,34.0,47.0,36.0,38.0,41.0,32.0,47.0,40.0
4,39.0,36.0,39.0,37.0,37.0,38.0,35.0,37.0,39.0,39.0,39.0,39.0,35.0,39.0,40.0
5,39.0,39.0,38.0,38.0,33.0,41.0,34.0,34.0,43.0,42.0,40.0,41.0,35.0,43.0,42.0
6,38.0,35.0,37.0,36.0,35.0,36.0,33.0,35.0,48.0,37.0,39.0,42.0,33.0,48.0,41.0
7,40.0,37.0,40.0,38.0,38.0,39.0,36.0,38.0,40.0,40.0,40.0,40.0,36.0,40.0,41.0
8,40.0,40.0,39.0,39.0,33.0,42.0,34.0,35.0,44.0,43.0,39.0,42.0,36.0,44.0,43.0
9,40.0,35.0,40.0,40.0,39.0,39.0,39.0,37.0,41.0,39.0,38.0,39.0,36.0,41.0,40.0
10,40.0,40.0,39.0,39.0,39.0,42.0,39.0,35.0,43.0,43.0,37.0,42.0,36.0,43.0,43.0
11,40.0,40.0,37.0,39.0,40.0,40.0,40.0,35.0,39.0,41.0,39.0,42.0,34.0,39.0,43.0
12,39.0,34.0,39.0,39.0,38.0,39.0,38.0,37.0,40.0,39.0,38.0,39.0,35.0,40.0,40.0
13,39.0,39.0,40.0,38.0,40.0,41.0,40.0,39.0,42.0,42.0,37.0,41.0,36.0,42.0,42.0
14,39.0,39.0,38.0,38.0,41.0,40.0,41.0,35.0,41.0,41.0,38.0,41.0,35.0,41.0,42.0
15,39.0,35.0,40.0,38.0,34.0,38.0,38.0,33.0,41.0,38.0,37.0,38.0,36.0,41.0,39.0
16,39.0,36.0,41.0,37.0,40.0,35.0,40.0,40.0,41.0,36.0,37.0,39.0,37.0,41.0,39.0
17,39.0,36.0,38.0,37.0,37.0,39.0,41.0,35.0,42.0,40.0,38.0,39.0,35.0,42.0,40.0
18,36.0,33.0,35.0,34.0,33.0,34.0,31.0,33.0,46.0,35.0,38.0,40.0,33.0,46.0,39.0
19,38.0,35.0,38.0,36.0,36.0,38.0,34.0,36.0,38.0,39.0,38.0,39.0,34.0,38.0,40.0
20,38.0,38.0,37.0,37.0,32.0,40.0,33.0,33.0,43.0,41.0,40.0,40.0,34.0,43.0,41.0
21,37.0,34.0,36.0,35.0,34.0,35.0,32.0,34.0,47.0,36.0,39.0,41.0,34.0,47.0,40.0
22,39.0,36.0,39.0,37.0,37.0,39.0,35.0,37.0,39.0,40.0,39.0,40.0,35.0,39.0,41.0
23,39.0,39.0,38.0,38.0,33.0,41.0,34.0,34.0,44.0,42.0,41.0,41.0,35.0,44.0,42.0
24,39.0,34.0,40.0,39.0,38.0,38.0,38.0,38.0,41.0,39.0,39.0,40.0,38.0,41.0,39.0
25,39.0,39.0,38.0,38.0,38.0,41.0,38.0,36.0,43.0,42.0,38.0,41.0,35.0,43.0,42.0
26,39.0,39.0,37.0,38.0,39.0,39.0,39.0,37.0,43.0,40.0,39.0,41.0,37.0,43.0,42.0
27,38.0,33.0,39.0,38.0,37.0,38.0,37.0,37.0,41.0,38.0,38.0,39.0,37.0,41.0,39.0
28,38.0,38.0,39.0,37.0,39.0,40.0,39.0,38.0,42.0,41.0,37.0,40.0,35.0,42.0,41.0
29,38.0,38.0,37.0,37.0,40.0,39.0,40.0,38.0,43.0,40.0,38.0,40.0,38.0,43.0,41.0
30,38.0,34.0,39.0,37.0,33.0,37.0,37.0,33.0,41.0,38.0,37.0,40.0,37.0,41.0,39.0
31,38.0,35.0,40.0,36.0,39.0,39.0,39.0,39.0,42.0,40.0,38.0,39.0,36.0,42.0,40.0
32,38.0,35.0,37.0,37.0,36.0,38.0,40.0,34.0,43.0,39.0,38.0,38.0,38.0,43.0,39.0
33,34.0,34.0,33.0,32.0,34.0,36.0,33.0,35.0,46.0,37.0,39.0,41.0,35.0,46.0,41.0
34,37.0,33.0,37.0,38.0,33.0,39.0,34.0,32.0,39.0,40.0,40.0,41.0,34.0,39.0,42.0
35,38.0,38.0,33.0,37.0,32.0,38.0,32.0,33.0,45.0,39.0,41.0,42.0,34.0,45.0,43.0
36,39.0,34.0,41.0,40.0,39.0,38.0,39.0,39.0,42.0,39.0,40.0,41.0,39.0,42.0,40.0
37,38.0,38.0,34.0,36.0,39.0,40.0,39.0,37.0,44.0,41.0,39.0,40.0,34.0,44.0,41.0
38,39.0,36.0,38.0,37.0,37.0,40.0,37.0,38.0,44.0,41.0,40.0,40.0,38.0,44.0,40.0
39,38.0,33.0,40.0,39.0,38.0,38.0,38.0,38.0,42.0,38.0,39.0,40.0,38.0,42.0,39.0
40,37.0,37.0,36.0,37.0,40.0,39.0,40.0,36.0,43.0,40.0,38.0,39.0,34.0,43.0,40.0
41,39.0,35.0,38.0,38.0,38.0,40.0,38.0,39.0,44.0,41.0,39.0,39.0,39.0,44.0,39.0
42,39.0,31.0,40.0,38.0,34.0,38.0,38.0,34.0,42.0,39.0,38.0,41.0,38.0,42.0,40.0
43,37.0,33.0,36.0,37.0,36.0,40.0,40.0,33.0,43.0,41.0,39.0,40.0,34.0,43.0,41.0
44,39.0,36.0,38.0,38.0,34.0,39.0,38.0,35.0,44.0,40.0,39.0,39.0,39.0,44.0,40.0
45,40.0,36.0,41.0,41.0,45.0,45.0,45.0,43.0,42.0,43.0,42.0,45.0,45.0,42.0,40.0
46,39.0,35.0,38.0,37.0,41.0,40.0,39.0,40.0,43.0,41.0,37.0,41.0,39.0,43.0,39.0
47,39.0,37.0,38.0,40.0,41.0,41.0,40.0,40.0,41.0,41.0,39.0,40.0,39.0,41.0,40.0
48,44.0,40.0,45.0,45.0,46.0,44.0,46.0,44.0,43.0,44.0,41.0,44.0,44.0,43.0,44.0
49,41.0,38.0,42.0,42.0,40.0,40.0,40.0,40.0,46.0,41.0,39.0,40.0,40.0,46.0,41.0
50,44.0,39.0,45.0,45.0,41.0,41.0,41.0,39.0,41.0,42.0,39.0,41.0,39.0,41.0,42.0
51,45.0,41.0,46.0,44.0,42.0,45.0,46.0,40.0,41.0,45.0,42.0,45.0,45.0,41.0,45.0
52,42.0,39.0,43.0,43.0,40.0,40.0,40.0,40.0,43.0,41.0,40.0,41.0,40.0,43.0,42.0
53,45.0,40.0,46.0,46.0,39.0,42.0,41.0,40.0,42.0,43.0,40.0,42.0,40.0,42.0,43.0
54,43.0,39.0,44.0,44.0,45.0,44.0,45.0,43.0,42.0,43.0,40.0,44.0,43.0,42.0,43.0
55,40.0,37.0,41.0,41.0,39.0,39.0,39.0,39.0,45.0,40.0,38.0,39.0,39.0,45.0,40.0
56,43.0,38.0,44.0,44.0,41.0,40.0,41.0,39.0,40.0,41.0,38.0,40.0,39.0,40.0,41.0
57,44.0,40.0,45.0,43.0,41.0,45.0,45.0,39.0,40.0,44.0,41.0,45.0,44.0,40.0,44.0
58,41.0,38.0,42.0,42.0,40.0,40.0,40.0,39.0,42.0,40.0,39.0,40.0,39.0,42.0,41.0
59,44.0,39.0,45.0,45.0,38.0,41.0,41.0,39.0,41.0,42.0,39.0,41.0,39.0,41.0,42.0
60,41.0,31.0,41.0,40.0,34.0,38.0,38.0,33.0,40.0,37.0,42.0,41.0,37.0,40.0,34.0
61,42.0,34.0,42.0,41.0,36.0,38.0,40.0,34.0,41.0,39.0,36.0,39.0,38.0,41.0,37.0
62,45.0,37.0,45.0,44.0,39.0,39.0,38.0,39.0,42.0,39.0,37.0,40.0,39.0,42.0,39.0
63,35.0,32.0,34.0,33.0,32.0,33.0,30.0,32.0,45.0,34.0,37.0,39.0,32.0,45.0,39.0
64,37.0,34.0,37.0,35.0,35.0,37.0,33.0,35.0,37.0,38.0,37.0,38.0,33.0,37.0,39.0
65,37.0,37.0,36.0,36.0,31.0,39.0,32.0,32.0,42.0,40.0,39.0,40.0,33.0,42.0,41.0
66,36.0,33.0,35.0,34.0,33.0,34.0,31.0,33.0,46.0,35.0,38.0,40.0,33.0,46.0,40.0
67,38.0,35.0,38.0,36.0,36.0,38.0,34.0,36.0,38.0,39.0,38.0,39.0,34.0,38.0,40.0
68,38.0,38.0,37.0,37.0,32.0,40.0,33.0,33.0,43.0,41.0,40.0,41.0,34.0,43.0,42.0
69,38.0,33.0,39.0,38.0,37.0,37.0,37.0,37.0,40.0,38.0,38.0,39.0,37.0,40.0,38.0
70,38.0,38.0,37.0,37.0,37.0,40.0,37.0,35.0,42.0,41.0,37.0,40.0,34.0,42.0,41.0
71,38.0,38.0,36.0,37.0,38.0,38.0,38.0,36.0,42.0,39.0,38.0,40.0,36.0,42.0,41.0
72,37.0,32.0,38.0,37.0,36.0,37.0,36.0,36.0,40.0,37.0,37.0,38.0,36.0,40.0,38.0
73,37.0,37.0,38.0,36.0,38.0,39.0,38.0,37.0,41.0,40.0,36.0,39.0,34.0,41.0,40.0
74,37.0,37.0,36.0,36.0,39.0,38.0,39.0,37.0,42.0,39.0,37.0,39.0,37.0,42.0,40.0
75,37.0,33.0,38.0,36.0,32.0,36.0,36.0,32.0,40.0,37.0,36.0,39.0,36.0,40.0,38.0
76,37.0,34.0,39.0,35.0,38.0,38.0,38.0,38.0,41.0,39.0,37.0,38.0,35.0,41.0,39.0
77,37.0,34.0,36.0,36.0,35.0,37.0,39.0,33.0,42.0,38.0,38.0,37.0,37.0,42.0,38.0
78,33.0,33.0,32.0,31.0,33.0,35.0,32.0,34.0,45.0,36.0,39.0,40.0,34.0,45.0,41.0
79,36.0,32.0,36.0,37.0,32.0,39.0,33.0,31.0,38.0,40.0,39.0,40.0,33.0,38.0,41.0
80,37.0,37.0,32.0,36.0,31.0,38.0,32.0,32.0,44.0,39.0,41.0,42.0,33.0,44.0,43.0
81,38.0,33.0,40.0,39.0,38.0,37.0,38.0,38.0,41.0,38.0,39.0,40.0,38.0,41.0,39.0
82,37.0,37.0,33.0,35.0,38.0,39.0,38.0,36.0,43.0,40.0,38.0,39.0,33.0,43.0,40.0
83,38.0,36.0,37.0,36.0,36.0,39.0,36.0,37.0,43.0,40.0,39.0,39.0,37.0,43.0,39.0
84,37.0,32.0,39.0,38.0,37.0,37.0,37.0,37.0,41.0,38.0,38.0,39.0,37.0,41.0,38.0
85,36.0,36.0,35.0,36.0,39.0,39.0,39.0,35.0,42.0,40.0,37.0,38.0,33.0,42.0,39.0
86,38.0,35.0,37.0,37.0,37.0,39.0,37.0,38.0,43.0,40.0,38.0,38.0,38.0,43.0,38.0
87,38.0,31.0,39.0,37.0,33.0,37.0,37.0,33.0,41.0,38.0,37.0,40.0,37.0,41.0,39.0
88,36.0,32.0,35.0,36.0,35.0,39.0,39.0,33.0,42.0,40.0,38.0,39.0,33.0,42.0,40.0
89,38.0,35.0,37.0,37.0,33.0,38.0,37.0,34.0,43.0,39.0,39.0,38.0,38.0,43.0,39.0
90,39.0,35.0,40.0,40.0,44.0,44.0,44.0,44.0,41.0,44.0,43.0,44.0,44.0,41.0,41.0
91,38.0,37.0,37.0,36.0,40.0,40.0,38.0,40.0,42.0,41.0,38.0,40.0,38.0,42.0,40.0
92,38.0,36.0,37.0,39.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,39.0,38.0,40.0,39.0
93,43.0,39.0,44.0,44.0,45.0,44.0,45.0,45.0,42.0,45.0,42.0,44.0,45.0,42.0,45.0
94,40.0,37.0,41.0,41.0,39.0,40.0,39.0,39.0,45.0,41.0,38.0,39.0,39.0,45.0,40.0
95,43.0,38.0,44.0,44.0,40.0,40.0,40.0,39.0,40.0,41.0,38.0,40.0,39.0,40.0,41.0
96,44.0,40.0,45.0,43.0,41.0,45.0,45.0,41.0,40.0,46.0,41.0,45.0,45.0,40.0,46.0
97,41.0,38.0,42.0,42.0,39.0,39.0,39.0,39.0,42.0,40.0,39.0,40.0,39.0,42.0,41.0
98,44.0,39.0,45.0,45.0,38.0,41.0,40.0,39.0,41.0,42.0,39.0,41.0,39.0,41.0,42.0
99,42.0,38.0,43.0,43.0,44.0,43.0,44.0,44.0,41.0,44.0,41.0,43.0,44.0,41.0,44.0
100,39.0,36.0,40.0,40.0,38.0,39.0,38.0,38.0,44.0,40.0,37.0,38.0,38.0,44.0,39.0
101,42.0,37.0,43.0,43.0,40.0,39.0,40.0,39.0,39.0,40.0,37.0,39.0,39.0,39.0,40.0
102,43.0,39.0,44.0,42.0,40.0,44.0,44.0,40.0,39.0,45.0,40.0,44.0,44.0,39.0,45.0
103,40.0,37.0,41.0,41.0,39.0,39.0,39.0,38.0,41.0,39.0,38.0,39.0,38.0,41.0,40.0
104,43.0,38.0,44.0,44.0,37.0,40.0,40.0,38.0,40.0,41.0,38.0,40.0,39.0,40.0,41.0
105,40.0,30.0,40.0,39.0,33.0,37.0,37.0,33.0,39.0,38.0,41.0,40.0,37.0,39.0,34.0
106,41.0,33.0,41.0,40.0,35.0,37.0,39.0,33.0,40.0,38.0,35.0,39.0,37.0,40.0,36.0
107,44.0,36.0,44.0,43.0,38.0,38.0,37.0,38.0,41.0,39.0,37.0,39.0,38.0,41.0,39.0
108,31.0,32.0,31.0,28.0,31.0,35.0,32.0,34.0,37.0,34.0,35.0,35.0,33.0,37.0,36.0
109,36.0,32.0,31.0,31.0,31.0,35.0,32.0,31.0,37.0,36.0,37.0,35.0,29.0,37.0,36.0
110,35.0,37.0,33.0,32.0,30.0,35.0,28.0,32.0,36.0,36.0,41.0,39.0,33.0,36.0,40.0
111,39.0,32.0,40.0,40.0,36.0,38.0,38.0,39.0,36.0,39.0,40.0,38.0,39.0,36.0,39.0
112,37.0,38.0,34.0,35.0,38.0,38.0,38.0,36.0,36.0,39.0,39.0,40.0,34.0,36.0,41.0
113,36.0,37.0,35.0,35.0,35.0,39.0,34.0,38.0,38.0,38.0,40.0,40.0,38.0,38.0,40.0
114,38.0,31.0,39.0,39.0,35.0,37.0,38.0,38.0,36.0,38.0,39.0,37.0,38.0,36.0,38.0
115,36.0,37.0,36.0,36.0,39.0,38.0,39.0,35.0,36.0,39.0,38.0,39.0,34.0,36.0,40.0
116,36.0,36.0,36.0,36.0,34.0,39.0,34.0,39.0,42.0,39.0,39.0,39.0,39.0,42.0,39.0
117,39.0,32.0,39.0,38.0,31.0,38.0,35.0,34.0,37.0,39.0,35.0,35.0,38.0,37.0,36.0
118,37.0,33.0,36.0,35.0,35.0,35.0,39.0,33.0,37.0,36.0,37.0,35.0,34.0,37.0,36.0
119,36.0,36.0,37.0,35.0,33.0,39.0,34.0,35.0,41.0,40.0,40.0,39.0,39.0,41.0,40.0
120,40.0,36.0,41.0,41.0,43.0,45.0,45.0,45.0,38.0,45.0,42.0,45.0,45.0,38.0,42.0
