Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,39.0,39.0,39.0,40.0,36.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,37.0,35.0
1,43.0,43.0,43.0,43.0,36.0,42.0,42.0,42.0,42.0,38.0,43.0,43.0,38.0,40.0,33.0
2,45.0,45.0,45.0,45.0,37.0,44.0,44.0,44.0,44.0,42.0,44.0,44.0,42.0,41.0,38.0
3,39.0,39.0,39.0,40.0,36.0,43.0,43.0,43.0,43.0,38.0,41.0,41.0,38.0,37.0,35.0
4,43.0,43.0,43.0,43.0,36.0,43.0,43.0,43.0,43.0,38.0,43.0,43.0,38.0,40.0,33.0
5,45.0,45.0,45.0,45.0,40.0,44.0,44.0,44.0,44.0,42.0,44.0,44.0,42.0,41.0,38.0
6,39.0,39.0,39.0,39.0,36.0,39.0,39.0,39.0,39.0,36.0,39.0,39.0,36.0,35.0,35.0
7,43.0,43.0,43.0,43.0,36.0,42.0,42.0,42.0,42.0,38.0,43.0,43.0,38.0,38.0,33.0
8,45.0,45.0,45.0,45.0,41.0,44.0,44.0,44.0,44.0,39.0,44.0,44.0,39.0,41.0,38.0
9,40.0,40.0,43.0,43.0,43.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,40.0,40.0,43.0
10,43.0,43.0,44.0,44.0,38.0,39.0,39.0,39.0,39.0,46.0,42.0,43.0,46.0,46.0,40.0
11,46.0,46.0,46.0,46.0,43.0,45.0,45.0,45.0,45.0,44.0,43.0,44.0,44.0,43.0,45.0
12,39.0,39.0,42.0,42.0,42.0,39.0,39.0,40.0,40.0,39.0,40.0,39.0,39.0,39.0,42.0
13,43.0,43.0,43.0,43.0,41.0,43.0,43.0,43.0,43.0,45.0,43.0,43.0,45.0,45.0,39.0
14,45.0,45.0,45.0,45.0,42.0,45.0,45.0,45.0,45.0,43.0,44.0,44.0,43.0,42.0,44.0
15,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,36.0,39.0,39.0,36.0,36.0,37.0
16,43.0,43.0,43.0,43.0,38.0,41.0,41.0,41.0,41.0,40.0,43.0,43.0,40.0,40.0,37.0
17,43.0,43.0,45.0,45.0,43.0,44.0,44.0,44.0,44.0,40.0,44.0,44.0,40.0,38.0,42.0
18,39.0,39.0,39.0,39.0,36.0,43.0,43.0,43.0,43.0,37.0,41.0,41.0,37.0,36.0,35.0
19,43.0,43.0,43.0,43.0,36.0,43.0,43.0,43.0,43.0,37.0,43.0,43.0,37.0,39.0,33.0
20,45.0,45.0,45.0,45.0,40.0,44.0,44.0,44.0,44.0,41.0,43.0,43.0,41.0,40.0,38.0
21,39.0,39.0,39.0,39.0,36.0,39.0,39.0,39.0,39.0,37.0,38.0,38.0,37.0,36.0,35.0
22,43.0,43.0,43.0,43.0,36.0,42.0,42.0,42.0,42.0,38.0,43.0,43.0,38.0,39.0,33.0
