Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,44.0,44.0,44.0,44.0,45.0,47.0,46.0,48.0,47.0,48.0,43.0,45.0,43.0,47.0
1,43.0,43.0,44.0,43.0,45.0,47.0,45.0,49.0,42.0,49.0,42.0,42.0,42.0,48.0
2,46.0,46.0,46.0,47.0,45.0,48.0,45.0,49.0,43.0,49.0,45.0,42.0,45.0,47.0
3,47.0,47.0,48.0,46.0,49.0,51.0,49.0,49.0,47.0,49.0,47.0,49.0,47.0,47.0
4,47.0,47.0,48.0,47.0,46.0,51.0,46.0,49.0,46.0,49.0,47.0,46.0,47.0,48.0
5,50.0,50.0,50.0,51.0,47.0,51.0,47.0,50.0,46.0,50.0,50.0,46.0,50.0,48.0
6,47.0,47.0,45.0,44.0,49.0,50.0,50.0,50.0,47.0,50.0,46.0,50.0,46.0,47.0
7,47.0,47.0,47.0,46.0,45.0,52.0,46.0,47.0,43.0,47.0,46.0,46.0,46.0,48.0
8,51.0,51.0,49.0,47.0,45.0,51.0,45.0,51.0,43.0,51.0,51.0,46.0,51.0,44.0
9,45.0,45.0,50.0,45.0,46.0,47.0,48.0,48.0,47.0,48.0,46.0,48.0,46.0,47.0
10,43.0,43.0,43.0,44.0,42.0,47.0,42.0,48.0,43.0,48.0,41.0,44.0,41.0,50.0
11,46.0,46.0,46.0,49.0,45.0,50.0,46.0,46.0,45.0,46.0,45.0,45.0,45.0,49.0
12,45.0,45.0,50.0,44.0,47.0,49.0,49.0,48.0,47.0,48.0,46.0,49.0,46.0,47.0
13,42.0,42.0,43.0,45.0,47.0,48.0,48.0,47.0,48.0,47.0,41.0,46.0,41.0,49.0
14,46.0,46.0,46.0,48.0,49.0,49.0,49.0,46.0,52.0,46.0,45.0,46.0,45.0,48.0
15,45.0,45.0,45.0,45.0,48.0,50.0,50.0,46.0,48.0,46.0,44.0,50.0,44.0,47.0
16,43.0,43.0,44.0,46.0,48.0,49.0,49.0,45.0,49.0,45.0,42.0,47.0,42.0,49.0
17,47.0,47.0,47.0,48.0,50.0,50.0,50.0,47.0,53.0,47.0,46.0,47.0,46.0,48.0
18,48.0,48.0,50.0,46.0,49.0,51.0,49.0,51.0,47.0,51.0,51.0,51.0,51.0,47.0
19,50.0,50.0,52.0,49.0,47.0,51.0,47.0,51.0,46.0,51.0,51.0,46.0,51.0,48.0
20,51.0,51.0,51.0,51.0,47.0,52.0,47.0,52.0,46.0,52.0,52.0,48.0,52.0,48.0
21,49.0,49.0,49.0,46.0,49.0,52.0,49.0,50.0,47.0,49.0,49.0,52.0,49.0,47.0
22,51.0,51.0,51.0,50.0,47.0,52.0,48.0,51.0,46.0,51.0,51.0,47.0,51.0,48.0
23,51.0,51.0,50.0,49.0,46.0,52.0,46.0,51.0,44.0,50.0,50.0,49.0,51.0,48.0
24,48.0,48.0,54.0,47.0,50.0,50.0,50.0,51.0,47.0,51.0,51.0,52.0,51.0,49.0
25,47.0,47.0,47.0,48.0,46.0,51.0,46.0,48.0,48.0,48.0,46.0,48.0,46.0,50.0
26,50.0,50.0,50.0,53.0,47.0,51.0,47.0,51.0,46.0,51.0,51.0,49.0,51.0,50.0
27,48.0,48.0,54.0,48.0,50.0,51.0,50.0,51.0,47.0,51.0,51.0,52.0,51.0,50.0
28,46.0,46.0,47.0,49.0,51.0,51.0,51.0,47.0,51.0,47.0,46.0,49.0,46.0,52.0
29,50.0,50.0,50.0,52.0,51.0,52.0,51.0,51.0,52.0,51.0,51.0,50.0,51.0,52.0
30,49.0,49.0,49.0,49.0,51.0,52.0,51.0,50.0,48.0,50.0,49.0,50.0,49.0,47.0
31,47.0,47.0,48.0,50.0,52.0,52.0,52.0,47.0,52.0,47.0,47.0,49.0,47.0,53.0
32,51.0,51.0,51.0,49.0,52.0,52.0,52.0,49.0,53.0,49.0,50.0,51.0,50.0,53.0
33,47.0,47.0,45.0,44.0,49.0,50.0,49.0,50.0,47.0,49.0,45.0,46.0,46.0,46.0
