Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,62,36,8,15,8,-5,0
0,1,63,36,8,14,8,-3,0
0,2,62,36,8,15,8,-5,0
