Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,57.0,51.0,53.0,55.0,57.0,57.0,51.0,50.0,56.0,56.0,54.0,59.0
1,52.0,50.0,49.0,54.0,54.0,54.0,50.0,49.0,53.0,53.0,51.0,56.0
2,53.0,51.0,51.0,56.0,51.0,51.0,52.0,52.0,50.0,50.0,47.0,54.0
3,61.0,59.0,56.0,59.0,61.0,61.0,54.0,54.0,60.0,60.0,58.0,60.0
4,59.0,54.0,55.0,56.0,56.0,56.0,53.0,53.0,57.0,57.0,55.0,57.0
5,58.0,53.0,57.0,55.0,55.0,55.0,54.0,54.0,52.0,52.0,50.0,55.0
6,62.0,60.0,54.0,60.0,61.0,61.0,55.0,55.0,61.0,61.0,59.0,61.0
7,60.0,55.0,54.0,57.0,55.0,55.0,54.0,54.0,54.0,54.0,52.0,55.0
8,59.0,54.0,52.0,54.0,55.0,55.0,55.0,55.0,53.0,53.0,51.0,55.0
9,56.0,52.0,54.0,54.0,53.0,53.0,54.0,54.0,51.0,51.0,49.0,55.0
10,53.0,51.0,51.0,54.0,52.0,52.0,56.0,56.0,52.0,52.0,50.0,55.0
11,52.0,51.0,52.0,56.0,52.0,52.0,52.0,52.0,50.0,50.0,48.0,55.0
12,56.0,52.0,53.0,54.0,55.0,55.0,53.0,53.0,50.0,50.0,49.0,55.0
13,52.0,54.0,54.0,57.0,55.0,55.0,57.0,57.0,55.0,55.0,52.0,56.0
14,53.0,53.0,53.0,56.0,55.0,55.0,54.0,54.0,51.0,51.0,49.0,55.0
15,53.0,53.0,53.0,53.0,55.0,55.0,53.0,53.0,51.0,51.0,50.0,53.0
16,53.0,55.0,55.0,58.0,56.0,56.0,56.0,56.0,52.0,52.0,49.0,54.0
17,53.0,53.0,54.0,54.0,55.0,55.0,55.0,55.0,51.0,51.0,49.0,56.0
