Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,60.0,60.0,60.0,60.0,65.0,60.0,54.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
1,52.0,61.0,61.0,55.0,60.0,55.0,56.0,60.0,60.0,57.0,58.0,58.0,57.0,57.0,57.0,57.0
2,56.0,60.0,60.0,60.0,65.0,60.0,59.0,59.0,59.0,61.0,61.0,61.0,58.0,58.0,61.0,61.0
3,61.0,60.0,60.0,61.0,65.0,61.0,54.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
4,52.0,61.0,61.0,56.0,60.0,56.0,59.0,60.0,60.0,58.0,59.0,59.0,58.0,58.0,58.0,58.0
5,57.0,61.0,61.0,61.0,65.0,61.0,59.0,60.0,60.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0
6,61.0,60.0,60.0,61.0,65.0,61.0,55.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
7,52.0,61.0,61.0,56.0,61.0,56.0,60.0,60.0,60.0,58.0,59.0,59.0,58.0,58.0,58.0,58.0
8,57.0,61.0,61.0,60.0,65.0,61.0,59.0,60.0,59.0,62.0,62.0,62.0,59.0,58.0,61.0,61.0
9,67.0,66.0,66.0,61.0,66.0,61.0,65.0,63.0,63.0,66.0,65.0,65.0,66.0,65.0,65.0,65.0
10,57.0,66.0,66.0,58.0,66.0,58.0,57.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
11,61.0,68.0,68.0,61.0,66.0,61.0,60.0,65.0,65.0,68.0,67.0,67.0,68.0,67.0,67.0,67.0
12,66.0,71.0,71.0,64.0,65.0,65.0,65.0,68.0,68.0,66.0,65.0,65.0,66.0,65.0,65.0,65.0
13,62.0,71.0,71.0,61.0,66.0,66.0,61.0,70.0,70.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
14,66.0,73.0,73.0,65.0,69.0,70.0,60.0,70.0,70.0,68.0,67.0,67.0,68.0,67.0,67.0,67.0
15,61.0,67.0,67.0,61.0,66.0,61.0,61.0,64.0,64.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0
16,62.0,67.0,67.0,62.0,66.0,62.0,61.0,66.0,66.0,62.0,63.0,63.0,58.0,58.0,62.0,62.0
17,66.0,69.0,69.0,66.0,66.0,66.0,61.0,66.0,66.0,62.0,64.0,64.0,60.0,59.0,61.0,61.0
18,60.0,60.0,60.0,60.0,65.0,60.0,54.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
19,51.0,61.0,61.0,55.0,60.0,55.0,58.0,60.0,60.0,57.0,58.0,58.0,57.0,57.0,57.0,57.0
20,56.0,60.0,60.0,60.0,65.0,60.0,59.0,59.0,59.0,61.0,61.0,61.0,58.0,58.0,61.0,61.0
21,61.0,60.0,60.0,61.0,65.0,61.0,54.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
22,52.0,61.0,61.0,56.0,60.0,56.0,59.0,60.0,60.0,58.0,59.0,59.0,58.0,58.0,58.0,58.0
23,57.0,61.0,61.0,61.0,65.0,61.0,59.0,60.0,60.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0
24,67.0,66.0,66.0,61.0,65.0,61.0,65.0,63.0,63.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
25,57.0,66.0,66.0,58.0,66.0,58.0,57.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
26,61.0,68.0,68.0,61.0,66.0,61.0,60.0,65.0,65.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
27,66.0,70.0,70.0,64.0,64.0,66.0,65.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
28,62.0,70.0,70.0,61.0,66.0,66.0,60.0,69.0,69.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
29,66.0,72.0,72.0,65.0,69.0,70.0,59.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
30,62.0,66.0,66.0,62.0,65.0,62.0,61.0,64.0,64.0,62.0,63.0,63.0,62.0,62.0,62.0,62.0
