Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,55.0,56.0,52.0,53.0,53.0,53.0,52.0,55.0,59.0,51.0,59.0,59.0
1,57.0,60.0,49.0,53.0,53.0,53.0,49.0,60.0,61.0,51.0,60.0,60.0
2,57.0,58.0,49.0,56.0,56.0,56.0,49.0,57.0,60.0,53.0,57.0,59.0
3,59.0,60.0,53.0,58.0,58.0,58.0,53.0,60.0,61.0,58.0,60.0,60.0
4,56.0,59.0,55.0,56.0,56.0,56.0,55.0,59.0,62.0,55.0,61.0,61.0
5,61.0,59.0,56.0,60.0,60.0,60.0,56.0,61.0,62.0,58.0,61.0,62.0
6,57.0,56.0,53.0,57.0,57.0,57.0,53.0,57.0,61.0,57.0,60.0,60.0
7,57.0,57.0,55.0,55.0,55.0,55.0,55.0,57.0,61.0,54.0,62.0,62.0
8,61.0,60.0,55.0,59.0,59.0,59.0,55.0,62.0,63.0,57.0,62.0,62.0
9,59.0,59.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0
10,61.0,59.0,56.0,56.0,56.0,56.0,56.0,62.0,60.0,55.0,55.0,59.0
11,60.0,58.0,56.0,56.0,56.0,56.0,56.0,60.0,60.0,55.0,56.0,59.0
12,59.0,59.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,59.0,58.0,58.0
13,61.0,58.0,56.0,56.0,56.0,56.0,56.0,61.0,60.0,55.0,59.0,59.0
14,60.0,59.0,56.0,56.0,56.0,56.0,56.0,60.0,60.0,55.0,59.0,59.0
15,56.0,55.0,52.0,56.0,56.0,56.0,52.0,56.0,61.0,56.0,59.0,59.0
16,58.0,57.0,48.0,52.0,52.0,52.0,48.0,58.0,60.0,52.0,60.0,60.0
17,58.0,60.0,49.0,56.0,56.0,56.0,49.0,60.0,61.0,54.0,60.0,60.0
18,61.0,60.0,53.0,57.0,57.0,57.0,53.0,61.0,61.0,57.0,61.0,61.0
19,62.0,62.0,54.0,55.0,55.0,55.0,54.0,62.0,63.0,54.0,62.0,62.0
20,62.0,62.0,55.0,59.0,59.0,59.0,55.0,62.0,62.0,57.0,63.0,63.0
21,62.0,61.0,54.0,58.0,58.0,58.0,54.0,62.0,61.0,58.0,62.0,62.0
22,63.0,63.0,55.0,56.0,56.0,56.0,55.0,63.0,62.0,55.0,63.0,63.0
23,63.0,63.0,56.0,60.0,60.0,60.0,56.0,63.0,62.0,58.0,64.0,64.0
24,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0
25,61.0,62.0,63.0,63.0,63.0,63.0,63.0,61.0,63.0,62.0,61.0,61.0
26,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,61.0,62.0
27,61.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0
28,61.0,61.0,63.0,63.0,63.0,63.0,63.0,61.0,63.0,62.0,62.0,62.0
29,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,60.0,61.0
30,61.0,61.0,53.0,57.0,57.0,57.0,53.0,61.0,62.0,57.0,61.0,61.0
31,57.0,57.0,55.0,59.0,59.0,59.0,55.0,57.0,63.0,59.0,63.0,63.0
32,62.0,59.0,55.0,59.0,59.0,59.0,55.0,62.0,63.0,59.0,61.0,61.0
33,57.0,57.0,52.0,57.0,57.0,57.0,52.0,57.0,60.0,57.0,60.0,60.0
34,58.0,58.0,55.0,55.0,55.0,55.0,55.0,58.0,61.0,54.0,62.0,62.0
35,61.0,63.0,55.0,59.0,59.0,59.0,55.0,62.0,62.0,57.0,62.0,62.0
36,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,61.0,61.0
37,62.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0
38,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0
39,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0
40,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,61.0,61.0
41,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,61.0,61.0
42,57.0,56.0,53.0,58.0,58.0,58.0,53.0,57.0,61.0,58.0,60.0,60.0
43,58.0,57.0,55.0,59.0,59.0,59.0,55.0,58.0,62.0,59.0,62.0,62.0
44,63.0,57.0,56.0,60.0,60.0,60.0,56.0,63.0,62.0,59.0,62.0,62.0
45,61.0,60.0,62.0,62.0,62.0,62.0,62.0,60.0,61.0,61.0,60.0,61.0
