Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,44.0,44.0,38.0,40.0,39.0,40.0,40.0,36.0,35.0,37.0,34.0
1,39.0,39.0,37.0,34.0,40.0,35.0,36.0,39.0,35.0,35.0,36.0
2,40.0,40.0,39.0,39.0,41.0,39.0,40.0,39.0,40.0,38.0,36.0
3,43.0,44.0,39.0,40.0,38.0,40.0,40.0,38.0,35.0,37.0,33.0
4,39.0,39.0,40.0,34.0,39.0,35.0,36.0,39.0,35.0,38.0,36.0
5,39.0,40.0,43.0,39.0,44.0,39.0,40.0,39.0,40.0,39.0,35.0
6,44.0,45.0,40.0,41.0,39.0,41.0,40.0,36.0,36.0,37.0,34.0
7,39.0,39.0,41.0,34.0,40.0,35.0,37.0,38.0,35.0,38.0,36.0
8,40.0,41.0,42.0,39.0,41.0,39.0,40.0,38.0,40.0,38.0,36.0
9,42.0,43.0,39.0,41.0,39.0,41.0,41.0,40.0,41.0,37.0,38.0
10,39.0,41.0,39.0,36.0,40.0,36.0,36.0,41.0,37.0,38.0,41.0
11,40.0,40.0,40.0,39.0,41.0,39.0,41.0,44.0,40.0,39.0,40.0
12,43.0,43.0,39.0,40.0,42.0,41.0,41.0,39.0,40.0,37.0,37.0
13,44.0,46.0,38.0,41.0,39.0,41.0,41.0,41.0,36.0,37.0,40.0
14,45.0,45.0,39.0,44.0,40.0,44.0,44.0,43.0,40.0,38.0,39.0
15,44.0,44.0,39.0,40.0,43.0,41.0,41.0,34.0,35.0,37.0,34.0
16,45.0,45.0,36.0,40.0,39.0,40.0,42.0,36.0,35.0,35.0,36.0
17,45.0,45.0,40.0,40.0,40.0,45.0,45.0,38.0,40.0,39.0,36.0
18,42.0,43.0,39.0,40.0,38.0,40.0,39.0,38.0,35.0,38.0,33.0
19,38.0,38.0,40.0,33.0,44.0,34.0,35.0,39.0,34.0,38.0,35.0
20,42.0,42.0,43.0,39.0,44.0,39.0,39.0,39.0,40.0,42.0,35.0
21,43.0,44.0,39.0,41.0,38.0,41.0,40.0,38.0,36.0,38.0,33.0
22,39.0,39.0,40.0,34.0,44.0,35.0,36.0,39.0,35.0,38.0,36.0
23,42.0,42.0,43.0,39.0,44.0,39.0,40.0,39.0,40.0,42.0,35.0
24,42.0,42.0,39.0,41.0,38.0,41.0,40.0,42.0,41.0,38.0,38.0
25,42.0,42.0,43.0,35.0,44.0,35.0,37.0,43.0,38.0,39.0,41.0
26,39.0,40.0,44.0,39.0,44.0,39.0,40.0,44.0,40.0,40.0,40.0
27,42.0,43.0,39.0,40.0,41.0,41.0,40.0,41.0,40.0,37.0,37.0
28,44.0,45.0,42.0,40.0,43.0,40.0,42.0,42.0,37.0,39.0,40.0
29,44.0,45.0,43.0,44.0,43.0,44.0,45.0,43.0,40.0,40.0,39.0
30,43.0,43.0,39.0,40.0,42.0,41.0,40.0,37.0,35.0,38.0,34.0
31,44.0,44.0,40.0,39.0,39.0,40.0,41.0,39.0,35.0,39.0,36.0
32,44.0,44.0,44.0,40.0,39.0,44.0,44.0,38.0,40.0,40.0,36.0
33,43.0,45.0,40.0,41.0,37.0,41.0,40.0,36.0,36.0,37.0,33.0
34,38.0,38.0,41.0,35.0,40.0,35.0,37.0,39.0,36.0,38.0,36.0
35,39.0,41.0,42.0,38.0,39.0,38.0,38.0,39.0,39.0,38.0,35.0
