Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,48.0,48.0,47.0,48.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0
1,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
2,50.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
3,48.0,48.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,47.0,46.0
4,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
5,50.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
6,48.0,48.0,47.0,48.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0
7,50.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
8,50.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
9,49.0,49.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,46.0
10,50.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
11,50.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
12,48.0,48.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0
13,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
14,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
15,48.0,48.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0
16,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
17,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
18,48.0,48.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0
19,52.0,52.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,49.0
20,52.0,52.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,49.0
21,48.0,48.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,47.0,46.0
22,52.0,52.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,49.0
23,52.0,52.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,49.0
24,49.0,49.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,46.0
25,53.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,50.0
