Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,42.0,42.0,45.0,39.0,42.0,42.0,45.0,39.0,42.0,44.0,41.0,41.0,45.0,41.0
1,43.0,43.0,44.0,42.0,43.0,43.0,44.0,42.0,41.0,43.0,41.0,42.0,47.0,41.0
2,43.0,43.0,42.0,37.0,43.0,43.0,42.0,37.0,39.0,44.0,42.0,41.0,42.0,42.0
3,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0,48.0,48.0,46.0,44.0,46.0,46.0
4,47.0,47.0,45.0,45.0,47.0,47.0,45.0,45.0,46.0,46.0,47.0,46.0,48.0,47.0
5,42.0,42.0,45.0,42.0,42.0,42.0,44.0,42.0,43.0,46.0,46.0,41.0,46.0,46.0
6,47.0,42.0,46.0,46.0,42.0,47.0,46.0,46.0,49.0,49.0,47.0,45.0,46.0,47.0
7,48.0,48.0,46.0,46.0,48.0,48.0,46.0,46.0,47.0,47.0,48.0,47.0,47.0,48.0
8,43.0,43.0,46.0,41.0,43.0,43.0,41.0,41.0,44.0,47.0,47.0,42.0,47.0,47.0
9,41.0,41.0,39.0,39.0,41.0,41.0,39.0,39.0,45.0,47.0,41.0,40.0,41.0,41.0
10,41.0,41.0,42.0,40.0,41.0,41.0,42.0,40.0,41.0,46.0,40.0,40.0,41.0,40.0
11,42.0,42.0,41.0,37.0,42.0,42.0,41.0,37.0,40.0,47.0,41.0,40.0,41.0,41.0
12,46.0,41.0,39.0,38.0,41.0,46.0,38.0,38.0,44.0,46.0,46.0,44.0,46.0,46.0
13,45.0,45.0,41.0,39.0,45.0,45.0,41.0,39.0,44.0,46.0,45.0,44.0,46.0,45.0
14,41.0,41.0,42.0,36.0,41.0,41.0,40.0,36.0,40.0,46.0,44.0,40.0,46.0,44.0
15,46.0,41.0,39.0,39.0,41.0,46.0,39.0,39.0,41.0,42.0,46.0,44.0,46.0,46.0
16,45.0,45.0,42.0,40.0,45.0,45.0,42.0,40.0,41.0,42.0,45.0,44.0,46.0,45.0
17,40.0,40.0,43.0,37.0,40.0,40.0,39.0,37.0,40.0,43.0,44.0,40.0,46.0,44.0
18,47.0,46.0,50.0,50.0,46.0,47.0,50.0,50.0,47.0,47.0,47.0,45.0,46.0,47.0
19,46.0,46.0,51.0,51.0,46.0,46.0,51.0,51.0,45.0,45.0,46.0,46.0,47.0,46.0
20,46.0,46.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,43.0,47.0,46.0
21,48.0,47.0,51.0,51.0,47.0,48.0,51.0,51.0,48.0,48.0,48.0,46.0,47.0,48.0
22,47.0,47.0,52.0,52.0,47.0,47.0,52.0,52.0,46.0,46.0,47.0,47.0,48.0,47.0
23,47.0,47.0,48.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,47.0,44.0,48.0,47.0
24,45.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,45.0,40.0,44.0,45.0
25,44.0,44.0,45.0,45.0,44.0,44.0,44.0,44.0,46.0,45.0,42.0,40.0,40.0,42.0
26,41.0,41.0,43.0,41.0,41.0,41.0,43.0,41.0,43.0,46.0,42.0,39.0,45.0,42.0
27,45.0,45.0,45.0,44.0,45.0,45.0,44.0,44.0,45.0,46.0,45.0,45.0,46.0,45.0
28,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,45.0,45.0,44.0,45.0,45.0,44.0
29,41.0,44.0,42.0,40.0,44.0,44.0,42.0,40.0,45.0,45.0,44.0,42.0,45.0,44.0
30,45.0,40.0,45.0,45.0,40.0,45.0,45.0,45.0,41.0,42.0,45.0,45.0,46.0,45.0
31,44.0,44.0,45.0,45.0,44.0,44.0,44.0,44.0,43.0,41.0,44.0,45.0,45.0,44.0
32,39.0,44.0,43.0,41.0,44.0,44.0,43.0,41.0,45.0,45.0,44.0,42.0,45.0,44.0
33,43.0,43.0,47.0,47.0,43.0,43.0,47.0,47.0,45.0,43.0,42.0,47.0,47.0,41.0
34,48.0,48.0,53.0,53.0,48.0,48.0,53.0,53.0,47.0,44.0,42.0,47.0,47.0,42.0
35,46.0,46.0,48.0,48.0,46.0,46.0,48.0,48.0,45.0,47.0,47.0,45.0,47.0,47.0
36,42.0,41.0,47.0,46.0,41.0,42.0,46.0,46.0,45.0,47.0,42.0,41.0,45.0,42.0
37,45.0,45.0,46.0,46.0,45.0,45.0,45.0,45.0,47.0,46.0,43.0,41.0,41.0,43.0
38,40.0,40.0,43.0,41.0,40.0,40.0,41.0,41.0,44.0,47.0,43.0,39.0,46.0,43.0
39,41.0,40.0,46.0,45.0,40.0,41.0,45.0,45.0,46.0,46.0,41.0,46.0,46.0,41.0
40,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,46.0,46.0,43.0,46.0,46.0,43.0
41,40.0,45.0,42.0,40.0,45.0,45.0,40.0,40.0,46.0,46.0,45.0,43.0,46.0,45.0
42,41.0,41.0,46.0,46.0,41.0,41.0,46.0,46.0,42.0,42.0,41.0,46.0,46.0,41.0
43,45.0,45.0,46.0,46.0,45.0,45.0,45.0,45.0,43.0,42.0,40.0,46.0,46.0,40.0
44,40.0,45.0,41.0,41.0,45.0,45.0,40.0,40.0,45.0,45.0,45.0,43.0,46.0,45.0
45,38.0,38.0,40.0,39.0,38.0,38.0,39.0,39.0,41.0,41.0,38.0,41.0,39.0,38.0
46,39.0,39.0,42.0,39.0,39.0,39.0,41.0,39.0,43.0,43.0,39.0,42.0,38.0,39.0
47,41.0,41.0,40.0,36.0,41.0,41.0,40.0,36.0,40.0,43.0,40.0,39.0,39.0,40.0
48,38.0,38.0,39.0,38.0,38.0,38.0,38.0,38.0,41.0,44.0,40.0,41.0,44.0,40.0
49,43.0,43.0,41.0,39.0,43.0,43.0,41.0,39.0,43.0,43.0,41.0,43.0,42.0,41.0
50,40.0,40.0,41.0,36.0,40.0,40.0,39.0,36.0,40.0,42.0,42.0,40.0,42.0,42.0
51,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,44.0,39.0,39.0,44.0,39.0
52,44.0,44.0,42.0,40.0,44.0,44.0,42.0,40.0,39.0,39.0,42.0,43.0,42.0,42.0
53,40.0,40.0,42.0,37.0,40.0,40.0,39.0,37.0,40.0,43.0,42.0,40.0,42.0,42.0
54,37.0,37.0,38.0,37.0,37.0,37.0,37.0,37.0,40.0,44.0,39.0,40.0,44.0,39.0
55,43.0,43.0,40.0,38.0,43.0,43.0,40.0,38.0,43.0,42.0,41.0,43.0,42.0,41.0
56,39.0,43.0,40.0,36.0,43.0,43.0,38.0,36.0,42.0,42.0,43.0,40.0,41.0,43.0
57,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,43.0,38.0,39.0,44.0,38.0
58,44.0,44.0,41.0,39.0,44.0,44.0,41.0,39.0,43.0,43.0,42.0,43.0,43.0,42.0
59,40.0,44.0,41.0,37.0,44.0,44.0,39.0,37.0,43.0,43.0,44.0,40.0,42.0,44.0
60,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,40.0,38.0,39.0,43.0,38.0
61,43.0,43.0,40.0,38.0,43.0,43.0,39.0,37.0,39.0,39.0,40.0,43.0,43.0,39.0
62,41.0,44.0,40.0,38.0,44.0,44.0,40.0,38.0,40.0,39.0,44.0,40.0,42.0,44.0
63,46.0,45.0,50.0,50.0,45.0,46.0,50.0,50.0,46.0,46.0,46.0,44.0,45.0,46.0
64,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,50.0,45.0,47.0,45.0,46.0,47.0
65,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,50.0,51.0,42.0,46.0,51.0
66,47.0,46.0,51.0,51.0,46.0,47.0,51.0,51.0,47.0,47.0,47.0,45.0,46.0,47.0
67,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,46.0,48.0,46.0,47.0,48.0
68,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,51.0,52.0,43.0,47.0,52.0
69,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,45.0,44.0,46.0
70,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,46.0,44.0,43.0,46.0,43.0,43.0
71,42.0,42.0,44.0,44.0,42.0,42.0,44.0,44.0,43.0,46.0,42.0,42.0,46.0,42.0
72,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
73,43.0,43.0,44.0,44.0,43.0,43.0,44.0,44.0,51.0,46.0,43.0,51.0,46.0,43.0
74,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,46.0,51.0,43.0,46.0,51.0,43.0
75,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,44.0,44.0,46.0,45.0,45.0,46.0
76,43.0,43.0,44.0,44.0,43.0,43.0,44.0,44.0,47.0,42.0,43.0,51.0,46.0,43.0
77,39.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,47.0,43.0,46.0,51.0,43.0
78,46.0,46.0,47.0,47.0,46.0,46.0,47.0,47.0,46.0,46.0,47.0,46.0,46.0,47.0
79,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,47.0,48.0,47.0,46.0,48.0
80,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,47.0,52.0,53.0,44.0,47.0,53.0
81,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,47.0,46.0,45.0,47.0
82,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,45.0,44.0,47.0,44.0,44.0
83,43.0,43.0,45.0,45.0,43.0,43.0,45.0,45.0,44.0,47.0,43.0,43.0,47.0,43.0
84,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
85,44.0,44.0,45.0,45.0,44.0,44.0,45.0,45.0,52.0,47.0,43.0,52.0,47.0,43.0
