Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,43.0,44.0,43.0,43.0
1,44.0,44.0,44.0,44.0
2,44.0,44.0,44.0,44.0
3,44.0,44.0,44.0,44.0
4,44.0,44.0,44.0,44.0
5,46.0,46.0,46.0,46.0
6,43.0,43.0,43.0,43.0
7,44.0,44.0,44.0,44.0
8,44.0,45.0,44.0,44.0
9,46.0,46.0,46.0,46.0
10,46.0,46.0,46.0,46.0
11,46.0,46.0,46.0,46.0
12,45.0,45.0,45.0,45.0
13,45.0,45.0,45.0,45.0
14,45.0,45.0,45.0,45.0
15,43.0,42.0,42.0,42.0
16,45.0,44.0,44.0,44.0
17,43.0,43.0,43.0,43.0
18,45.0,45.0,45.0,45.0
19,45.0,44.0,44.0,44.0
20,46.0,46.0,46.0,46.0
21,46.0,46.0,46.0,46.0
22,45.0,45.0,45.0,45.0
23,47.0,47.0,47.0,47.0
24,45.0,45.0,45.0,45.0
25,45.0,45.0,45.0,45.0
26,46.0,46.0,46.0,46.0
27,44.0,44.0,44.0,44.0
28,44.0,44.0,44.0,44.0
29,45.0,45.0,45.0,45.0
30,44.0,43.0,42.0,42.0
31,44.0,43.0,43.0,43.0
32,44.0,43.0,43.0,43.0
33,43.0,44.0,43.0,43.0
34,45.0,46.0,44.0,44.0
35,45.0,46.0,45.0,45.0
36,44.0,44.0,44.0,44.0
37,44.0,44.0,43.0,44.0
38,47.0,47.0,47.0,47.0
39,43.0,43.0,43.0,43.0
40,44.0,43.0,43.0,43.0
41,46.0,46.0,46.0,46.0
42,43.0,44.0,42.0,42.0
43,45.0,44.0,44.0,44.0
44,45.0,44.0,44.0,44.0
45,42.0,42.0,42.0,41.0
46,43.0,44.0,42.0,42.0
47,44.0,44.0,44.0,44.0
48,43.0,43.0,43.0,43.0
49,44.0,44.0,44.0,44.0
50,44.0,45.0,44.0,44.0
51,43.0,43.0,43.0,43.0
52,44.0,44.0,44.0,44.0
53,45.0,45.0,45.0,45.0
54,42.0,42.0,42.0,42.0
55,43.0,45.0,43.0,43.0
56,43.0,45.0,43.0,43.0
57,42.0,42.0,42.0,42.0
58,43.0,46.0,43.0,43.0
59,44.0,44.0,44.0,44.0
60,42.0,40.0,40.0,40.0
61,44.0,44.0,42.0,42.0
62,44.0,42.0,42.0,42.0
63,45.0,45.0,45.0,45.0
64,46.0,46.0,46.0,46.0
65,46.0,46.0,46.0,46.0
66,46.0,46.0,46.0,46.0
67,47.0,47.0,47.0,47.0
68,47.0,47.0,47.0,47.0
69,44.0,44.0,44.0,44.0
70,45.0,45.0,45.0,45.0
71,46.0,46.0,46.0,46.0
72,44.0,44.0,44.0,44.0
73,44.0,44.0,44.0,44.0
74,45.0,45.0,45.0,45.0
75,44.0,44.0,44.0,44.0
76,44.0,45.0,44.0,44.0
77,46.0,46.0,46.0,46.0
78,46.0,46.0,46.0,46.0
79,47.0,47.0,47.0,47.0
80,47.0,47.0,47.0,47.0
81,45.0,45.0,45.0,45.0
82,46.0,46.0,46.0,46.0
83,47.0,47.0,47.0,47.0
84,45.0,45.0,45.0,45.0
85,45.0,45.0,45.0,45.0
86,46.0,46.0,46.0,46.0
87,45.0,45.0,45.0,45.0
88,45.0,46.0,45.0,45.0
89,47.0,47.0,47.0,47.0
90,45.0,45.0,45.0,45.0
91,45.0,45.0,45.0,45.0
92,43.0,43.0,43.0,43.0
93,44.0,44.0,44.0,44.0
94,44.0,44.0,44.0,44.0
95,44.0,45.0,44.0,44.0
96,44.0,44.0,44.0,44.0
97,45.0,45.0,45.0,45.0
98,44.0,45.0,44.0,44.0
99,43.0,44.0,43.0,43.0
100,44.0,44.0,44.0,44.0
101,43.0,44.0,43.0,43.0
102,43.0,43.0,43.0,43.0
103,44.0,45.0,44.0,44.0
104,43.0,44.0,43.0,43.0
105,42.0,42.0,40.0,40.0
106,43.0,43.0,42.0,42.0
107,44.0,41.0,41.0,41.0
108,42.0,44.0,42.0,43.0
109,44.0,46.0,44.0,44.0
110,44.0,45.0,44.0,45.0
111,44.0,45.0,44.0,44.0
112,44.0,44.0,44.0,44.0
113,45.0,46.0,45.0,45.0
114,43.0,44.0,43.0,43.0
115,44.0,46.0,43.0,43.0
116,44.0,45.0,44.0,44.0
117,43.0,44.0,42.0,43.0
118,45.0,47.0,44.0,44.0
119,45.0,46.0,44.0,45.0
120,44.0,45.0,44.0,44.0
121,43.0,45.0,42.0,42.0
122,44.0,44.0,44.0,44.0
123,44.0,45.0,43.0,43.0
124,45.0,45.0,45.0,45.0
125,45.0,46.0,45.0,45.0
126,45.0,45.0,44.0,44.0
127,45.0,45.0,45.0,45.0
128,45.0,46.0,45.0,45.0
129,43.0,45.0,43.0,43.0
130,44.0,45.0,44.0,44.0
131,44.0,45.0,44.0,44.0
132,44.0,44.0,43.0,43.0
133,44.0,46.0,44.0,44.0
134,44.0,45.0,44.0,44.0
135,43.0,43.0,41.0,41.0
136,43.0,44.0,43.0,43.0
137,45.0,42.0,42.0,42.0
138,42.0,42.0,42.0,42.0
139,44.0,44.0,44.0,44.0
140,44.0,44.0,44.0,41.0
141,43.0,43.0,43.0,43.0
142,44.0,46.0,44.0,44.0
143,44.0,46.0,44.0,42.0
144,43.0,43.0,43.0,43.0
145,45.0,45.0,44.0,44.0
146,44.0,44.0,44.0,43.0
147,42.0,42.0,42.0,42.0
148,45.0,47.0,45.0,44.0
149,44.0,46.0,44.0,42.0
150,43.0,43.0,43.0,43.0
151,46.0,46.0,46.0,44.0
152,44.0,44.0,43.0,43.0
153,43.0,43.0,43.0,43.0
154,45.0,44.0,44.0,44.0
155,45.0,44.0,42.0,41.0
156,42.0,42.0,42.0,42.0
157,44.0,47.0,44.0,44.0
158,43.0,46.0,43.0,42.0
159,42.0,42.0,42.0,42.0
160,45.0,45.0,45.0,44.0
161,44.0,44.0,42.0,42.0
162,42.0,42.0,42.0,42.0
163,44.0,46.0,44.0,44.0
164,45.0,43.0,41.0,41.0
165,41.0,40.0,40.0,40.0
166,42.0,43.0,41.0,40.0
167,43.0,42.0,41.0,41.0
