Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,52.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0
1,47.0,51.0,46.0,47.0,48.0,48.0,47.0,48.0
2,52.0,50.0,50.0,52.0,49.0,52.0,52.0,52.0
3,57.0,51.0,51.0,52.0,52.0,51.0,52.0,51.0
4,51.0,56.0,51.0,48.0,50.0,50.0,48.0,50.0
5,55.0,55.0,55.0,51.0,49.0,51.0,51.0,51.0
6,51.0,47.0,49.0,53.0,53.0,51.0,53.0,51.0
7,46.0,50.0,46.0,47.0,45.0,46.0,47.0,46.0
8,49.0,49.0,50.0,50.0,50.0,48.0,50.0,48.0
9,51.0,48.0,49.0,51.0,51.0,51.0,51.0,51.0
10,48.0,46.0,46.0,45.0,46.0,46.0,45.0,46.0
11,51.0,48.0,51.0,50.0,50.0,50.0,50.0,50.0
12,56.0,47.0,50.0,52.0,52.0,51.0,52.0,51.0
13,51.0,50.0,50.0,52.0,53.0,53.0,52.0,53.0
14,54.0,51.0,54.0,57.0,57.0,57.0,57.0,57.0
15,53.0,46.0,49.0,52.0,52.0,51.0,52.0,51.0
16,51.0,50.0,50.0,52.0,53.0,53.0,52.0,53.0
17,52.0,51.0,51.0,57.0,57.0,57.0,57.0,57.0
18,56.0,51.0,50.0,52.0,52.0,51.0,52.0,51.0
19,50.0,55.0,56.0,47.0,49.0,49.0,47.0,49.0
20,56.0,56.0,55.0,50.0,48.0,50.0,50.0,50.0
21,51.0,52.0,50.0,53.0,53.0,52.0,53.0,52.0
22,47.0,50.0,51.0,47.0,45.0,47.0,47.0,47.0
23,51.0,51.0,55.0,51.0,49.0,51.0,51.0,51.0
24,52.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0
25,50.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0
26,51.0,51.0,56.0,49.0,50.0,50.0,49.0,50.0
27,55.0,51.0,49.0,51.0,51.0,50.0,51.0,50.0
28,52.0,50.0,55.0,52.0,52.0,52.0,52.0,52.0
29,55.0,51.0,55.0,56.0,56.0,56.0,56.0,56.0
30,52.0,46.0,50.0,51.0,51.0,50.0,51.0,50.0
31,52.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0
32,55.0,50.0,56.0,56.0,56.0,56.0,56.0,56.0
33,52.0,46.0,44.0,47.0,47.0,47.0,47.0,47.0
34,47.0,44.0,45.0,47.0,44.0,47.0,47.0,47.0
35,52.0,45.0,49.0,52.0,45.0,52.0,52.0,52.0
36,52.0,52.0,46.0,46.0,45.0,47.0,46.0,47.0
37,47.0,47.0,45.0,45.0,44.0,46.0,45.0,46.0
38,52.0,52.0,50.0,44.0,45.0,46.0,44.0,46.0
39,53.0,52.0,49.0,46.0,48.0,46.0,46.0,46.0
40,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
41,53.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0
42,53.0,46.0,44.0,46.0,48.0,46.0,46.0,46.0
43,52.0,50.0,46.0,48.0,48.0,48.0,48.0,48.0
44,52.0,51.0,50.0,51.0,52.0,52.0,51.0,52.0
45,48.0,48.0,51.0,44.0,44.0,45.0,44.0,45.0
46,47.0,47.0,48.0,40.0,44.0,46.0,40.0,46.0
47,50.0,50.0,52.0,42.0,46.0,46.0,42.0,46.0
48,51.0,51.0,51.0,44.0,46.0,46.0,44.0,46.0
49,52.0,52.0,50.0,47.0,47.0,48.0,47.0,48.0
50,52.0,52.0,55.0,49.0,49.0,49.0,49.0,49.0
51,51.0,51.0,52.0,44.0,46.0,44.0,44.0,44.0
52,52.0,52.0,48.0,47.0,47.0,47.0,47.0,47.0
53,52.0,52.0,53.0,49.0,49.0,49.0,49.0,49.0
54,52.0,51.0,50.0,43.0,45.0,45.0,43.0,45.0
55,54.0,54.0,50.0,48.0,48.0,48.0,48.0,48.0
56,54.0,51.0,54.0,48.0,51.0,51.0,48.0,51.0
57,52.0,51.0,51.0,44.0,46.0,46.0,44.0,46.0
58,54.0,54.0,51.0,49.0,49.0,49.0,49.0,49.0
59,54.0,51.0,55.0,49.0,52.0,52.0,49.0,52.0
60,49.0,44.0,45.0,44.0,46.0,46.0,44.0,46.0
61,51.0,49.0,46.0,47.0,48.0,47.0,47.0,47.0
62,51.0,47.0,50.0,49.0,52.0,52.0,49.0,52.0
63,55.0,51.0,49.0,51.0,51.0,50.0,51.0,50.0
64,49.0,54.0,55.0,46.0,48.0,48.0,46.0,48.0
65,55.0,55.0,54.0,49.0,47.0,49.0,49.0,49.0
66,52.0,52.0,49.0,52.0,52.0,51.0,52.0,51.0
67,46.0,49.0,50.0,46.0,44.0,46.0,46.0,46.0
68,51.0,50.0,55.0,50.0,48.0,50.0,50.0,50.0
69,52.0,52.0,50.0,49.0,49.0,49.0,49.0,49.0
70,49.0,50.0,54.0,49.0,49.0,49.0,49.0,49.0
71,51.0,51.0,56.0,48.0,49.0,49.0,48.0,49.0
72,54.0,52.0,50.0,50.0,50.0,49.0,50.0,49.0
73,55.0,49.0,54.0,51.0,51.0,51.0,51.0,51.0
74,56.0,51.0,56.0,55.0,55.0,55.0,55.0,55.0
75,51.0,45.0,51.0,50.0,50.0,49.0,50.0,49.0
76,51.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0
