Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,45.0,45.0,45.0,45.0,42.0,44.0,45.0
1,42.0,47.0,45.0,45.0,40.0,45.0,45.0
2,42.0,45.0,44.0,44.0,45.0,41.0,43.0
3,48.0,45.0,46.0,46.0,45.0,45.0,46.0
4,44.0,48.0,48.0,48.0,43.0,47.0,48.0
5,44.0,44.0,46.0,46.0,44.0,42.0,47.0
6,45.0,45.0,45.0,45.0,44.0,44.0,47.0
7,42.0,47.0,45.0,45.0,44.0,45.0,45.0
8,42.0,45.0,47.0,47.0,41.0,43.0,48.0
9,50.0,50.0,50.0,50.0,44.0,49.0,50.0
10,46.0,48.0,48.0,48.0,44.0,49.0,47.0
11,46.0,46.0,48.0,48.0,46.0,45.0,47.0
12,50.0,50.0,50.0,50.0,44.0,49.0,50.0
13,46.0,48.0,48.0,48.0,44.0,49.0,48.0
14,46.0,46.0,48.0,48.0,46.0,45.0,47.0
15,45.0,51.0,51.0,51.0,44.0,50.0,51.0
16,47.0,47.0,47.0,47.0,42.0,46.0,47.0
17,47.0,47.0,47.0,47.0,42.0,46.0,47.0
18,48.0,44.0,45.0,45.0,44.0,45.0,45.0
19,44.0,48.0,47.0,47.0,46.0,48.0,47.0
20,44.0,43.0,47.0,47.0,45.0,43.0,46.0
21,48.0,45.0,46.0,46.0,43.0,45.0,46.0
22,44.0,48.0,48.0,48.0,47.0,46.0,48.0
23,44.0,44.0,48.0,48.0,42.0,44.0,47.0
24,50.0,50.0,51.0,51.0,48.0,50.0,49.0
25,49.0,48.0,49.0,49.0,48.0,50.0,48.0
26,49.0,47.0,49.0,49.0,47.0,46.0,47.0
27,50.0,50.0,51.0,51.0,48.0,50.0,49.0
28,49.0,48.0,49.0,49.0,48.0,50.0,48.0
29,49.0,47.0,49.0,49.0,47.0,46.0,47.0
30,48.0,51.0,50.0,50.0,49.0,51.0,50.0
31,50.0,47.0,47.0,47.0,45.0,47.0,47.0
32,50.0,47.0,47.0,47.0,45.0,47.0,46.0
33,45.0,45.0,45.0,45.0,44.0,42.0,45.0
34,42.0,47.0,45.0,45.0,43.0,43.0,45.0
35,40.0,45.0,47.0,47.0,43.0,41.0,44.0
36,50.0,50.0,50.0,50.0,49.0,47.0,50.0
37,46.0,48.0,46.0,46.0,49.0,48.0,46.0
38,45.0,46.0,49.0,49.0,44.0,46.0,47.0
39,50.0,50.0,50.0,50.0,49.0,47.0,50.0
40,46.0,48.0,46.0,46.0,49.0,48.0,46.0
