Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,53.0,53.0,53.0,55.0,54.0,59.0,54.0,54.0,54.0,54.0,57.0
1,53.0,52.0,53.0,55.0,54.0,54.0,54.0,52.0,53.0,54.0,55.0
2,54.0,54.0,53.0,56.0,54.0,59.0,54.0,57.0,55.0,54.0,59.0
3,55.0,55.0,55.0,59.0,59.0,63.0,59.0,59.0,58.0,58.0,58.0
4,54.0,54.0,54.0,56.0,59.0,60.0,59.0,57.0,57.0,59.0,58.0
5,57.0,57.0,57.0,61.0,58.0,63.0,58.0,59.0,60.0,58.0,60.0
6,55.0,55.0,55.0,59.0,58.0,63.0,58.0,58.0,58.0,55.0,59.0
7,54.0,54.0,54.0,56.0,55.0,60.0,55.0,55.0,55.0,54.0,59.0
8,57.0,57.0,57.0,61.0,55.0,63.0,55.0,59.0,60.0,58.0,61.0
9,59.0,59.0,59.0,55.0,54.0,59.0,54.0,54.0,54.0,53.0,58.0
10,57.0,57.0,57.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0,54.0
11,57.0,57.0,57.0,56.0,54.0,59.0,54.0,54.0,55.0,55.0,58.0
12,58.0,58.0,58.0,59.0,58.0,63.0,58.0,58.0,58.0,54.0,58.0
13,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,58.0
14,57.0,57.0,57.0,60.0,58.0,63.0,58.0,58.0,59.0,58.0,58.0
15,56.0,56.0,56.0,60.0,59.0,64.0,59.0,59.0,59.0,55.0,59.0
16,57.0,57.0,57.0,59.0,58.0,59.0,58.0,55.0,55.0,58.0,59.0
17,58.0,58.0,57.0,61.0,59.0,64.0,59.0,59.0,60.0,59.0,59.0
18,55.0,55.0,55.0,59.0,63.0,63.0,63.0,63.0,58.0,59.0,62.0
19,54.0,54.0,54.0,57.0,60.0,62.0,60.0,60.0,59.0,58.0,62.0
20,57.0,57.0,57.0,61.0,60.0,63.0,60.0,63.0,61.0,63.0,60.0
21,55.0,55.0,55.0,59.0,63.0,63.0,63.0,63.0,58.0,59.0,63.0
22,54.0,54.0,54.0,57.0,60.0,62.0,60.0,60.0,59.0,59.0,63.0
23,57.0,57.0,57.0,61.0,60.0,63.0,60.0,63.0,61.0,63.0,61.0
24,59.0,59.0,59.0,56.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0
25,57.0,57.0,57.0,56.0,58.0,58.0,58.0,58.0,56.0,58.0,58.0
26,62.0,59.0,62.0,60.0,59.0,60.0,59.0,59.0,59.0,60.0,59.0
27,58.0,58.0,58.0,59.0,63.0,63.0,63.0,63.0,58.0,59.0,61.0
28,58.0,58.0,58.0,60.0,62.0,62.0,62.0,62.0,59.0,62.0,62.0
29,61.0,61.0,61.0,60.0,63.0,64.0,63.0,63.0,60.0,63.0,59.0
30,58.0,58.0,58.0,60.0,64.0,64.0,64.0,64.0,59.0,60.0,59.0
