Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,42.0,37.0,40.0,37.0,40.0,37.0,40.0
1,42.0,38.0,41.0,38.0,40.0,36.0,42.0
2,43.0,39.0,42.0,39.0,39.0,40.0,43.0
3,42.0,37.0,41.0,36.0,42.0,41.0,41.0
4,42.0,39.0,42.0,38.0,42.0,38.0,42.0
5,43.0,39.0,44.0,39.0,41.0,43.0,42.0
6,41.0,37.0,41.0,37.0,41.0,42.0,42.0
7,40.0,39.0,42.0,38.0,41.0,39.0,41.0
8,40.0,39.0,43.0,39.0,41.0,44.0,42.0
9,43.0,40.0,40.0,40.0,41.0,38.0,41.0
10,41.0,40.0,42.0,40.0,42.0,38.0,42.0
11,41.0,42.0,42.0,42.0,40.0,43.0,43.0
12,42.0,39.0,40.0,39.0,43.0,37.0,40.0
13,42.0,40.0,41.0,40.0,41.0,38.0,41.0
14,43.0,41.0,41.0,41.0,42.0,42.0,42.0
15,41.0,38.0,40.0,38.0,44.0,37.0,40.0
16,43.0,39.0,41.0,39.0,41.0,39.0,41.0
17,43.0,40.0,42.0,40.0,43.0,40.0,42.0
18,41.0,39.0,42.0,37.0,41.0,42.0,41.0
19,41.0,39.0,42.0,38.0,41.0,41.0,42.0
20,42.0,39.0,43.0,38.0,40.0,42.0,42.0
21,41.0,40.0,42.0,38.0,41.0,43.0,42.0
22,41.0,39.0,42.0,39.0,41.0,42.0,43.0
23,42.0,39.0,42.0,39.0,40.0,43.0,43.0
24,42.0,40.0,40.0,39.0,43.0,41.0,41.0
25,41.0,40.0,41.0,40.0,44.0,39.0,41.0
26,40.0,42.0,41.0,41.0,41.0,42.0,42.0
27,41.0,39.0,39.0,38.0,42.0,40.0,40.0
28,42.0,40.0,41.0,39.0,43.0,38.0,40.0
29,42.0,41.0,40.0,40.0,44.0,41.0,41.0
30,42.0,38.0,40.0,37.0,43.0,41.0,41.0
31,43.0,39.0,41.0,39.0,43.0,39.0,41.0
32,43.0,41.0,41.0,39.0,45.0,39.0,42.0
33,42.0,40.0,42.0,38.0,41.0,42.0,42.0
34,42.0,40.0,42.0,40.0,40.0,42.0,43.0
35,43.0,40.0,42.0,40.0,39.0,42.0,43.0
36,42.0,40.0,41.0,40.0,43.0,42.0,42.0
37,40.0,40.0,41.0,40.0,44.0,40.0,40.0
38,41.0,41.0,40.0,41.0,41.0,41.0,40.0
39,41.0,39.0,40.0,39.0,42.0,41.0,41.0
40,41.0,39.0,42.0,39.0,43.0,39.0,39.0
41,42.0,40.0,41.0,40.0,44.0,40.0,39.0
42,42.0,38.0,41.0,38.0,43.0,42.0,42.0
43,42.0,40.0,41.0,40.0,43.0,40.0,40.0
44,43.0,41.0,42.0,40.0,45.0,40.0,39.0
45,39.0,40.0,38.0,40.0,42.0,38.0,38.0
46,42.0,41.0,40.0,40.0,40.0,39.0,41.0
47,41.0,42.0,41.0,41.0,41.0,42.0,39.0
48,41.0,40.0,39.0,40.0,43.0,39.0,39.0
49,42.0,40.0,40.0,40.0,40.0,40.0,40.0
50,43.0,41.0,40.0,41.0,41.0,43.0,40.0
51,42.0,40.0,39.0,41.0,44.0,40.0,39.0
52,42.0,41.0,40.0,41.0,41.0,41.0,40.0
53,44.0,42.0,40.0,41.0,41.0,42.0,41.0
54,41.0,39.0,39.0,39.0,42.0,38.0,38.0
55,42.0,39.0,39.0,39.0,42.0,39.0,39.0
56,42.0,40.0,39.0,40.0,43.0,42.0,39.0
57,42.0,40.0,38.0,40.0,43.0,39.0,38.0
58,43.0,40.0,39.0,40.0,43.0,40.0,40.0
59,43.0,41.0,39.0,41.0,44.0,41.0,40.0
60,40.0,39.0,39.0,39.0,43.0,37.0,36.0
61,41.0,41.0,38.0,40.0,44.0,40.0,38.0
62,44.0,41.0,38.0,41.0,45.0,38.0,38.0
63,40.0,38.0,41.0,36.0,40.0,41.0,40.0
64,40.0,38.0,41.0,37.0,40.0,40.0,41.0
65,41.0,38.0,42.0,37.0,39.0,41.0,42.0
66,40.0,39.0,41.0,37.0,40.0,42.0,41.0
67,40.0,39.0,42.0,38.0,40.0,41.0,42.0
68,41.0,39.0,42.0,38.0,39.0,42.0,43.0
69,41.0,39.0,42.0,38.0,42.0,41.0,42.0
70,40.0,40.0,42.0,39.0,43.0,41.0,42.0
71,40.0,41.0,42.0,40.0,40.0,41.0,42.0
72,40.0,38.0,41.0,37.0,41.0,40.0,41.0
73,41.0,39.0,41.0,38.0,42.0,40.0,41.0
74,42.0,40.0,41.0,39.0,43.0,40.0,41.0
75,41.0,37.0,40.0,36.0,42.0,41.0,40.0
76,42.0,40.0,41.0,38.0,42.0,40.0,41.0
77,43.0,40.0,41.0,38.0,44.0,40.0,42.0
78,41.0,39.0,41.0,37.0,40.0,42.0,41.0
