Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,55.0,51.0,52.0,53.0,53.0
1,54.0,47.0,47.0,53.0,53.0
2,55.0,51.0,51.0,54.0,54.0
3,57.0,56.0,57.0,61.0,61.0
4,56.0,52.0,53.0,57.0,57.0
5,59.0,55.0,56.0,58.0,58.0
6,55.0,50.0,55.0,59.0,59.0
7,57.0,52.0,54.0,53.0,53.0
8,60.0,56.0,55.0,56.0,59.0
9,62.0,54.0,58.0,53.0,53.0
10,55.0,47.0,52.0,53.0,54.0
11,55.0,52.0,57.0,53.0,54.0
12,61.0,53.0,57.0,57.0,57.0
13,54.0,46.0,51.0,56.0,56.0
14,56.0,51.0,56.0,56.0,56.0
15,57.0,51.0,51.0,58.0,58.0
16,54.0,47.0,47.0,57.0,57.0
17,57.0,51.0,51.0,53.0,57.0
18,60.0,61.0,62.0,67.0,67.0
19,61.0,56.0,59.0,61.0,61.0
20,60.0,60.0,60.0,59.0,64.0
21,61.0,62.0,63.0,63.0,63.0
22,62.0,57.0,60.0,62.0,62.0
23,59.0,60.0,60.0,60.0,65.0
24,66.0,64.0,64.0,59.0,60.0
25,60.0,53.0,57.0,57.0,59.0
26,60.0,58.0,63.0,58.0,59.0
27,65.0,63.0,63.0,63.0,63.0
28,59.0,52.0,57.0,60.0,60.0
29,62.0,57.0,62.0,62.0,62.0
30,63.0,55.0,57.0,64.0,64.0
31,57.0,51.0,52.0,61.0,61.0
32,63.0,55.0,57.0,57.0,63.0
33,57.0,57.0,58.0,59.0,59.0
34,58.0,51.0,56.0,60.0,60.0
35,58.0,56.0,56.0,60.0,60.0
36,62.0,59.0,64.0,60.0,61.0
37,56.0,54.0,56.0,53.0,55.0
38,61.0,59.0,59.0,56.0,56.0
39,61.0,58.0,63.0,64.0,64.0
40,55.0,53.0,55.0,56.0,56.0
41,60.0,58.0,58.0,58.0,58.0
42,59.0,53.0,55.0,65.0,65.0
43,55.0,52.0,51.0,57.0,57.0
44,59.0,56.0,55.0,54.0,59.0
45,60.0,52.0,56.0,53.0,53.0
