Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,52.0,51.0,48.0,46.0,44.0,50.0,52.0,48.0,48.0,49.0,51.0
1,54.0,50.0,49.0,50.0,48.0,49.0,53.0,50.0,50.0,47.0,53.0
2,50.0,48.0,48.0,48.0,48.0,49.0,54.0,48.0,48.0,47.0,52.0
3,53.0,51.0,52.0,47.0,47.0,53.0,53.0,51.0,51.0,50.0,54.0
4,54.0,54.0,53.0,50.0,50.0,53.0,54.0,54.0,54.0,49.0,56.0
5,54.0,49.0,51.0,51.0,50.0,52.0,54.0,52.0,52.0,49.0,53.0
6,53.0,51.0,52.0,47.0,48.0,53.0,52.0,52.0,52.0,51.0,51.0
7,55.0,54.0,53.0,50.0,50.0,53.0,54.0,54.0,54.0,50.0,57.0
8,54.0,50.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,50.0,52.0
9,53.0,52.0,53.0,50.0,52.0,54.0,54.0,52.0,52.0,48.0,52.0
10,51.0,54.0,53.0,51.0,56.0,53.0,55.0,54.0,54.0,49.0,53.0
11,51.0,50.0,52.0,49.0,55.0,54.0,55.0,52.0,52.0,48.0,52.0
12,55.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,52.0,53.0,51.0
13,56.0,54.0,53.0,54.0,55.0,53.0,55.0,54.0,54.0,54.0,56.0
14,56.0,50.0,51.0,53.0,54.0,54.0,55.0,52.0,52.0,53.0,52.0
15,53.0,50.0,52.0,48.0,50.0,52.0,50.0,49.0,49.0,51.0,51.0
16,55.0,49.0,54.0,51.0,51.0,54.0,54.0,51.0,51.0,55.0,57.0
17,54.0,50.0,52.0,49.0,50.0,52.0,54.0,50.0,50.0,54.0,53.0
18,53.0,50.0,55.0,47.0,47.0,55.0,53.0,51.0,52.0,50.0,56.0
19,57.0,54.0,53.0,50.0,50.0,53.0,57.0,53.0,53.0,52.0,57.0
20,57.0,51.0,52.0,51.0,50.0,52.0,54.0,53.0,53.0,49.0,57.0
21,54.0,51.0,56.0,47.0,48.0,56.0,54.0,51.0,52.0,51.0,55.0
22,58.0,54.0,53.0,51.0,50.0,53.0,58.0,53.0,53.0,53.0,57.0
23,58.0,52.0,53.0,52.0,51.0,53.0,55.0,53.0,53.0,50.0,56.0
24,53.0,55.0,53.0,51.0,52.0,55.0,55.0,55.0,55.0,51.0,55.0
25,55.0,57.0,55.0,51.0,56.0,55.0,57.0,55.0,55.0,53.0,55.0
26,54.0,53.0,53.0,51.0,55.0,55.0,55.0,56.0,56.0,51.0,52.0
27,54.0,55.0,56.0,53.0,54.0,56.0,55.0,55.0,55.0,53.0,55.0
28,57.0,57.0,57.0,55.0,55.0,57.0,57.0,55.0,55.0,57.0,55.0
29,57.0,53.0,54.0,57.0,54.0,55.0,55.0,56.0,56.0,57.0,52.0
30,54.0,51.0,56.0,49.0,50.0,56.0,52.0,50.0,51.0,51.0,55.0
