Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,56.0,50.0,52.0,52.0,53.0,54.0,53.0,52.0,50.0,54.0
1,57.0,51.0,53.0,52.0,55.0,50.0,51.0,52.0,49.0,53.0
2,56.0,51.0,51.0,51.0,52.0,50.0,52.0,52.0,50.0,48.0
3,57.0,54.0,56.0,52.0,54.0,54.0,53.0,53.0,51.0,55.0
4,57.0,52.0,57.0,52.0,57.0,52.0,52.0,53.0,51.0,53.0
5,57.0,56.0,55.0,51.0,56.0,54.0,52.0,54.0,51.0,52.0
6,56.0,54.0,52.0,52.0,54.0,54.0,54.0,53.0,50.0,54.0
7,57.0,51.0,53.0,52.0,55.0,50.0,51.0,53.0,51.0,53.0
8,57.0,56.0,52.0,50.0,56.0,54.0,51.0,54.0,51.0,52.0
9,59.0,58.0,54.0,54.0,54.0,58.0,55.0,53.0,54.0,55.0
10,58.0,54.0,53.0,55.0,54.0,60.0,55.0,54.0,54.0,54.0
11,58.0,56.0,54.0,54.0,53.0,57.0,55.0,53.0,54.0,51.0
12,58.0,57.0,54.0,54.0,53.0,57.0,55.0,53.0,54.0,55.0
13,57.0,58.0,53.0,55.0,53.0,59.0,54.0,54.0,53.0,56.0
14,59.0,55.0,54.0,55.0,54.0,56.0,55.0,54.0,57.0,56.0
15,58.0,53.0,53.0,55.0,54.0,54.0,55.0,52.0,47.0,56.0
16,58.0,53.0,54.0,56.0,54.0,56.0,55.0,54.0,48.0,57.0
17,60.0,52.0,55.0,56.0,55.0,55.0,55.0,53.0,51.0,57.0
18,57.0,58.0,56.0,52.0,53.0,53.0,57.0,53.0,52.0,54.0
19,57.0,54.0,57.0,52.0,57.0,55.0,54.0,53.0,51.0,52.0
20,57.0,57.0,56.0,50.0,57.0,53.0,54.0,53.0,55.0,51.0
21,56.0,58.0,55.0,53.0,54.0,53.0,58.0,53.0,53.0,54.0
22,57.0,55.0,56.0,52.0,56.0,55.0,55.0,53.0,52.0,52.0
23,57.0,57.0,56.0,51.0,57.0,53.0,55.0,53.0,56.0,51.0
24,59.0,59.0,58.0,54.0,58.0,57.0,58.0,53.0,59.0,55.0
25,58.0,59.0,57.0,59.0,57.0,59.0,58.0,59.0,55.0,54.0
26,58.0,61.0,57.0,58.0,57.0,57.0,58.0,55.0,59.0,54.0
27,58.0,58.0,58.0,55.0,57.0,56.0,58.0,54.0,59.0,55.0
28,57.0,59.0,57.0,58.0,56.0,58.0,57.0,58.0,54.0,58.0
29,59.0,60.0,58.0,59.0,56.0,56.0,58.0,59.0,59.0,59.0
30,58.0,54.0,57.0,56.0,54.0,54.0,55.0,53.0,52.0,55.0
31,58.0,58.0,57.0,55.0,57.0,55.0,54.0,55.0,53.0,59.0
