Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,56.0,48.0,51.0,51.0,51.0,50.0,51.0,50.0,51.0,50.0,50.0,51.0
1,51.0,47.0,50.0,50.0,51.0,50.0,51.0,49.0,50.0,47.0,49.0,50.0
2,52.0,44.0,50.0,50.0,50.0,49.0,50.0,49.0,46.0,49.0,45.0,46.0
3,57.0,53.0,51.0,51.0,51.0,50.0,51.0,53.0,50.0,50.0,49.0,50.0
4,52.0,50.0,52.0,52.0,52.0,51.0,52.0,51.0,50.0,51.0,50.0,50.0
5,56.0,50.0,52.0,52.0,52.0,51.0,52.0,51.0,50.0,51.0,51.0,50.0
6,50.0,54.0,51.0,51.0,51.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0
7,51.0,50.0,52.0,52.0,52.0,51.0,52.0,51.0,50.0,51.0,51.0,50.0
8,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,51.0,51.0,52.0,51.0
9,51.0,48.0,50.0,50.0,51.0,50.0,51.0,50.0,49.0,49.0,50.0,49.0
10,49.0,47.0,50.0,50.0,50.0,49.0,50.0,51.0,47.0,49.0,49.0,47.0
11,49.0,44.0,50.0,50.0,49.0,49.0,49.0,49.0,46.0,48.0,49.0,46.0
12,50.0,51.0,49.0,49.0,51.0,50.0,51.0,49.0,49.0,50.0,50.0,49.0
13,52.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,49.0,50.0,49.0
14,54.0,48.0,49.0,49.0,48.0,48.0,48.0,48.0,50.0,47.0,50.0,50.0
15,49.0,52.0,50.0,50.0,51.0,50.0,51.0,50.0,50.0,51.0,49.0,50.0
16,48.0,51.0,51.0,51.0,50.0,49.0,50.0,49.0,50.0,49.0,49.0,50.0
17,54.0,49.0,50.0,50.0,47.0,46.0,47.0,47.0,50.0,46.0,49.0,50.0
18,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,49.0,51.0
19,56.0,51.0,55.0,55.0,55.0,55.0,55.0,55.0,49.0,54.0,50.0,49.0
20,56.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,54.0,54.0,53.0
21,55.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,50.0,52.0
22,57.0,52.0,56.0,56.0,56.0,55.0,56.0,55.0,50.0,55.0,51.0,50.0
23,57.0,51.0,56.0,56.0,56.0,55.0,56.0,55.0,54.0,55.0,55.0,54.0
24,55.0,53.0,51.0,51.0,51.0,51.0,51.0,52.0,53.0,51.0,51.0,53.0
25,53.0,50.0,50.0,51.0,50.0,50.0,51.0,51.0,50.0,49.0,49.0,50.0
26,52.0,50.0,51.0,51.0,51.0,50.0,51.0,50.0,50.0,50.0,54.0,50.0
27,54.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0
