Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,46.0,46.0,50.0,44.0
1,48.0,48.0,49.0,48.0
2,48.0,48.0,49.0,48.0
3,49.0,48.0,50.0,48.0
4,49.0,50.0,53.0,49.0
5,49.0,49.0,53.0,49.0
6,49.0,49.0,50.0,49.0
7,48.0,49.0,53.0,49.0
8,48.0,50.0,50.0,49.0
9,47.0,52.0,51.0,45.0
10,47.0,52.0,52.0,48.0
11,49.0,52.0,52.0,48.0
12,47.0,51.0,50.0,45.0
13,49.0,51.0,53.0,47.0
14,50.0,51.0,51.0,50.0
15,45.0,49.0,50.0,43.0
16,46.0,50.0,54.0,46.0
17,48.0,48.0,49.0,49.0
18,49.0,47.0,50.0,47.0
19,49.0,50.0,52.0,48.0
20,50.0,49.0,53.0,48.0
21,50.0,48.0,50.0,48.0
22,50.0,51.0,52.0,48.0
23,51.0,49.0,51.0,49.0
24,49.0,51.0,51.0,47.0
25,48.0,52.0,52.0,48.0
26,48.0,52.0,53.0,49.0
27,48.0,50.0,51.0,46.0
28,48.0,51.0,52.0,48.0
29,50.0,51.0,52.0,51.0
30,47.0,48.0,52.0,45.0
31,48.0,49.0,53.0,46.0
32,48.0,48.0,52.0,50.0
33,51.0,44.0,46.0,49.0
34,50.0,48.0,48.0,49.0
35,51.0,48.0,48.0,49.0
36,50.0,50.0,51.0,48.0
37,48.0,52.0,51.0,46.0
38,48.0,52.0,52.0,49.0
39,49.0,49.0,50.0,47.0
40,49.0,51.0,50.0,48.0
41,50.0,51.0,51.0,51.0
42,48.0,46.0,47.0,46.0
43,46.0,49.0,49.0,44.0
44,49.0,48.0,47.0,50.0
45,46.0,51.0,52.0,44.0
46,48.0,49.0,51.0,46.0
47,50.0,51.0,49.0,46.0
48,47.0,51.0,51.0,47.0
49,51.0,50.0,50.0,48.0
50,51.0,51.0,48.0,48.0
51,46.0,51.0,50.0,46.0
52,50.0,51.0,51.0,48.0
53,48.0,51.0,47.0,48.0
54,48.0,50.0,50.0,48.0
55,50.0,49.0,49.0,48.0
56,52.0,50.0,47.0,49.0
57,49.0,50.0,49.0,49.0
58,49.0,50.0,50.0,49.0
59,50.0,50.0,48.0,49.0
60,48.0,46.0,49.0,48.0
61,45.0,47.0,49.0,48.0
62,46.0,47.0,47.0,48.0
63,48.0,46.0,49.0,46.0
64,48.0,49.0,51.0,47.0
65,49.0,48.0,52.0,47.0
66,49.0,47.0,49.0,47.0
67,49.0,50.0,51.0,47.0
68,50.0,48.0,50.0,48.0
69,48.0,50.0,50.0,46.0
70,47.0,51.0,51.0,48.0
71,47.0,51.0,52.0,48.0
72,47.0,49.0,50.0,45.0
73,47.0,50.0,51.0,47.0
74,49.0,50.0,51.0,50.0
75,46.0,47.0,51.0,44.0
76,47.0,48.0,52.0,45.0
77,47.0,47.0,51.0,49.0
78,50.0,43.0,45.0,48.0
79,49.0,47.0,47.0,48.0
80,50.0,47.0,47.0,48.0
81,49.0,49.0,50.0,47.0
82,47.0,51.0,50.0,48.0
83,48.0,51.0,51.0,48.0
84,48.0,48.0,49.0,46.0
85,48.0,50.0,49.0,47.0
86,49.0,50.0,50.0,50.0
87,47.0,45.0,46.0,45.0
88,45.0,48.0,48.0,44.0
89,48.0,47.0,46.0,49.0
90,45.0,50.0,51.0,45.0
91,47.0,48.0,50.0,47.0
92,49.0,50.0,48.0,45.0
93,46.0,50.0,50.0,48.0
94,50.0,49.0,49.0,49.0
95,50.0,50.0,47.0,48.0
96,45.0,50.0,49.0,47.0
97,49.0,50.0,50.0,48.0
98,47.0,50.0,47.0,47.0
99,47.0,49.0,49.0,47.0
100,49.0,48.0,48.0,48.0
101,51.0,49.0,46.0,50.0
102,48.0,49.0,48.0,48.0
103,48.0,49.0,49.0,48.0
104,49.0,49.0,47.0,49.0
105,47.0,45.0,48.0,47.0
106,44.0,46.0,48.0,47.0
107,47.0,46.0,46.0,47.0
108,43.0,37.0,39.0,41.0
109,44.0,42.0,39.0,42.0
110,44.0,40.0,41.0,42.0
111,44.0,44.0,46.0,42.0
112,45.0,48.0,46.0,43.0
113,45.0,45.0,48.0,45.0
114,45.0,43.0,45.0,43.0
115,46.0,47.0,45.0,44.0
116,47.0,44.0,47.0,47.0
117,42.0,37.0,39.0,41.0
118,42.0,43.0,40.0,42.0
119,45.0,40.0,42.0,46.0
120,44.0,45.0,45.0,45.0
121,46.0,49.0,49.0,47.0
122,48.0,46.0,47.0,44.0
123,47.0,44.0,46.0,48.0
124,48.0,48.0,48.0,49.0
125,49.0,48.0,46.0,48.0
126,46.0,45.0,47.0,47.0
127,47.0,49.0,45.0,48.0
128,46.0,48.0,46.0,47.0
129,47.0,43.0,45.0,47.0
130,47.0,47.0,47.0,48.0
131,49.0,47.0,45.0,50.0
132,45.0,44.0,46.0,46.0
133,46.0,48.0,44.0,47.0
134,48.0,47.0,45.0,49.0
135,43.0,38.0,41.0,43.0
136,43.0,43.0,42.0,43.0
137,43.0,40.0,42.0,44.0
138,44.0,47.0,47.0,42.0
139,46.0,47.0,46.0,45.0
140,46.0,48.0,48.0,43.0
141,45.0,46.0,47.0,45.0
142,47.0,49.0,45.0,48.0
143,49.0,47.0,47.0,47.0
144,44.0,46.0,48.0,46.0
145,46.0,48.0,44.0,47.0
146,46.0,47.0,46.0,48.0
147,46.0,45.0,47.0,48.0
148,50.0,48.0,45.0,49.0
149,50.0,47.0,46.0,50.0
150,47.0,46.0,48.0,49.0
151,49.0,47.0,45.0,49.0
152,49.0,47.0,47.0,51.0
153,46.0,46.0,49.0,48.0
154,46.0,47.0,46.0,48.0
155,46.0,47.0,46.0,48.0
156,47.0,44.0,46.0,47.0
157,49.0,47.0,44.0,48.0
158,50.0,46.0,45.0,53.0
159,48.0,45.0,47.0,48.0
160,48.0,46.0,44.0,48.0
161,50.0,46.0,46.0,54.0
162,47.0,45.0,48.0,47.0
163,47.0,46.0,45.0,47.0
164,49.0,46.0,45.0,53.0
165,44.0,37.0,41.0,42.0
166,44.0,41.0,43.0,42.0
167,44.0,40.0,42.0,48.0
