,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
Total time,19736.37,9353.33,7075.64,18081.345,68439.3,30470.47,20925.0,23892.62,19977.55,33859.21,15173.57,13663.12,9696.13,25127.78,9738.23,13548.81,13279.08,24490.74,26329.47,27408.68,11182.28,36001.29,12561.51,19738.13,14967.76,25146.18,9840.1,29071.66,13945.46,12015.37,25281.0,8872.68,11732.18,20333.28,15029.92,28899.71,20786.87,29445.86,16403.35,28132.12,13611.19,19186.03,25343.59,26340.28,10290.73,29042.0,24868.21,29542.6,10812.83,22160.18,18216.04,24655.55,12581.9,31172.92,13378.15,21331.97,11178.87,8826.35,27358.11,10309.96,10386.95,23988.46,13530.46,11505.9,14565.25,42671.45,22873.57,28491.09,30008.9,25020.37,26650.97,31352.43,12013.9,24920.68,10115.2,10900.24,24674.83,9013.37,15063.52,26785.85,12786.03,10585.37,7075.64,13174.21,39837.45,13978.22,16120.54,25451.72,11939.18,7865.46,68439.3,12545.94,17946.65,16024.67,9944.09,21696.29,16477.08,13308.38,19878.57,16654.57,10806.96,24033.68,8936.88,29607.16,26814.9
Turn 1 time,14902.31,5778.5,5198.53,13838.165,21604.65,13763.19,18020.71,21600.14,17380.31,21600.15,12221.14,10126.75,7338.74,21600.23,6020.46,11291.25,11945.82,21600.19,21600.26,21600.04,8520.32,21600.13,8628.54,14228.52,13265.97,21600.08,8213.52,21600.18,10084.34,10444.84,21600.06,6946.32,9881.32,18689.35,13913.14,21600.03,12726.04,21600.15,12703.9,21600.1,13122.78,17612.96,21600.04,19436.84,8004.99,21600.12,21600.07,21600.13,7543.79,21600.09,15236.07,21600.02,10010.94,21604.65,7258.5,13347.51,9485.08,5198.53,21600.08,8867.68,8401.68,16865.17,7835.28,7333.87,9718.29,21600.06,21600.06,21600.14,21600.09,21600.02,21600.03,21600.08,8224.3,21600.09,9748.38,9604.26,21600.11,7704.03,12256.42,21600.09,11301.63,8018.45,5531.82,12534.03,14008.5,12477.88,13103.11,21600.05,10009.88,5674.62,21600.09,9162.62,15919.81,14324.84,7142.62,18789.64,11066.78,10527.38,14618.62,13453.83,8900.59,21600.04,6884.55,21600.06,21600.04
Turn 2 time,2570.56,3676.17,56.83,1281.27,21600.17,11708.82,1363.11,581.56,690.98,5818.8,454.11,817.37,169.44,2055.93,907.19,482.84,476.95,2292.73,3938.23,4555.37,2099.47,13086.14,179.27,4540.1,577.7,1861.24,283.73,4717.3,744.47,691.92,2767.75,1135.64,1053.42,766.99,592.22,5848.26,5090.1,1716.0,796.62,2397.14,144.28,947.42,1149.58,1460.75,1443.0,6490.15,1851.9,5615.4,194.55,180.58,1924.9,2411.9,160.3,5711.06,1412.02,7366.06,736.93,2750.22,1965.99,982.68,833.78,2540.47,905.82,864.78,1123.89,16368.75,685.23,4272.54,4184.99,2872.0,1164.97,5597.7,2493.12,1733.7,102.62,654.52,1786.98,887.04,1152.36,1426.78,1281.05,1924.77,825.43,56.83,19024.62,1175.06,1239.49,3210.87,736.36,1218.59,21600.17,662.99,90.29,1389.55,1296.25,1959.31,1073.49,715.45,1481.94,1227.03,242.72,1407.36,904.47,7219.78,1281.49
Turn 3 time,742.46,2251.82,14.58,273.95,21600.05,914.38,116.2,588.42,493.57,2427.78,905.23,790.17,28.06,587.9,14.58,1392.07,96.88,165.2,345.92,404.5,378.82,136.8,111.02,308.21,171.48,736.28,226.04,807.63,72.42,65.21,295.02,664.59,109.06,504.66,79.87,379.1,1673.87,2473.2,29.17,497.61,27.38,40.22,1446.31,943.04,111.43,550.57,157.76,2061.6,24.84,77.47,643.77,404.34,54.98,119.95,1000.26,74.68,72.39,302.76,118.13,152.05,126.48,227.91,1032.89,562.21,95.58,2923.85,43.22,1372.13,488.29,371.46,713.19,443.22,188.76,444.66,59.77,120.55,340.48,312.59,1168.49,121.65,101.55,52.81,558.04,32.54,6301.71,120.07,1051.15,20.93,373.37,71.3,21600.05,111.04,623.8,151.88,96.66,330.74,2487.77,99.3,115.14,430.79,102.97,201.68,193.68,252.88,232.14
Turn 4 time,175.8,309.45,3.8,67.85499999999999,2099.31,439.7,92.47,271.39,132.91,379.93,112.95,835.61,50.23,88.45,12.94,64.24,121.49,23.0,39.77,55.51,16.77,296.2,31.53,561.48,26.35,285.54,20.85,1031.28,29.7,6.99,21.35,23.46,102.17,51.79,74.62,302.12,317.15,25.95,47.46,23.22,60.13,25.83,142.51,859.23,43.81,169.17,92.64,15.81,3.97,28.57,173.57,22.39,16.47,70.04,76.92,54.45,17.24,211.7,60.41,103.64,98.12,709.66,129.12,2099.31,11.7,156.35,88.13,324.08,100.35,56.86,257.4,93.2,104.15,293.9,3.8,66.64,13.58,11.0,170.94,32.67,5.03,319.45,8.97,69.07,28.68,104.92,128.08,62.54,31.54,9.42,1576.79,601.56,29.01,39.59,20.5,327.44,613.81,54.95,36.21,37.04,37.65,64.52,121.89,78.14,87.16
Turn 5 time,22.41,20.75,1.26,15.57,108.74,42.5,15.54,92.69,13.63,31.37,10.97,12.16,11.89,51.07,36.11,5.19,13.55,20.28,23.53,6.79,5.01,9.69,10.69,6.82,7.09,108.74,7.18,20.31,10.57,1.56,6.24,9.19,63.03,20.77,21.95,27.57,69.98,29.09,26.42,11.19,23.54,9.5,16.07,35.83,2.46,4.91,20.07,20.17,18.87,5.09,86.85,17.91,13.98,65.56,29.0,16.12,6.06,14.47,12.01,17.25,29.31,41.8,25.96,9.62,10.49,11.1,31.38,37.37,33.88,8.08,27.53,15.6,11.56,11.18,9.31,33.05,17.62,1.26,12.37,4.36,20.54,4.31,14.35,41.82,28.28,8.08,14.53,1.3,14.16,11.83,98.0,28.3,8.11,3.79,43.9,7.13,22.3,32.98,24.57,57.11,7.37,23.44,25.37,9.74,11.18
Turn 6 time,1321.43,1224.53,75.36,848.24,3604.41,3600.04,1314.6,757.63,1262.05,3600.08,1468.29,1076.88,2097.48,742.0,2746.64,312.17,621.7,386.77,381.55,784.66,161.65,871.91,3600.07,91.35,918.27,552.9,1087.45,894.56,3003.36,802.65,588.04,93.25,520.67,298.49,347.85,741.5,908.47,3600.19,2798.59,3600.21,230.02,548.93,988.13,3600.19,684.02,226.1,1144.41,228.92,3024.6,267.93,149.84,198.26,2322.47,3600.09,3600.05,472.46,859.67,347.22,3600.04,185.54,895.93,3600.09,3600.17,635.7,3604.41,1609.29,424.41,884.04,3600.05,111.44,2884.85,3600.05,991.19,836.81,191.01,420.92,915.71,97.22,301.97,3600.05,75.36,264.78,136.46,439.31,444.59,90.23,582.17,555.26,773.38,879.28,1957.77,1977.02,1275.21,113.82,1343.75,281.71,1211.52,1876.33,3600.08,1446.22,1513.39,735.98,805.6,445.78,3600.11
Turn 7 time,1.39,1.07,0.21,1.1349999999999998,6.43,1.84,2.37,0.79,4.1,1.1,0.88,4.18,0.29,2.2,0.31,1.05,2.69,2.57,0.21,1.81,0.24,0.42,0.39,1.65,0.9,1.4,1.33,0.4,0.6,2.2,2.54,0.23,2.51,1.23,0.27,1.13,1.26,1.28,1.19,2.65,3.06,1.17,0.95,4.4,1.02,0.98,1.36,0.57,2.21,0.45,1.04,0.73,2.76,1.57,1.4,0.69,1.5,1.45,1.45,1.12,1.65,3.36,1.22,0.41,0.89,2.05,1.14,0.79,1.25,0.51,3.0,2.58,0.82,0.34,0.31,0.3,0.35,0.23,0.97,0.25,0.87,0.8,0.57,0.61,1.07,1.98,2.01,0.77,0.49,0.42,6.43,2.41,0.42,1.2,0.41,0.32,1.41,1.99,2.01,2.55,2.27,0.66,1.32,0.78,2.78
