Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,41.0,41.0,42.0,42.0,41.0
1,42.0,42.0,42.0,42.0,41.0
2,41.0,43.0,42.0,39.0,42.0
3,42.0,42.0,42.0,42.0,41.0
4,42.0,44.0,43.0,43.0,42.0
5,45.0,45.0,43.0,42.0,44.0
6,41.0,41.0,42.0,42.0,41.0
7,42.0,44.0,42.0,42.0,41.0
8,45.0,45.0,42.0,39.0,44.0
9,44.0,44.0,43.0,43.0,44.0
10,45.0,45.0,44.0,44.0,44.0
11,41.0,45.0,44.0,40.0,44.0
12,43.0,44.0,43.0,43.0,43.0
13,44.0,45.0,43.0,43.0,43.0
14,41.0,45.0,44.0,44.0,43.0
15,41.0,43.0,43.0,43.0,39.0
16,42.0,44.0,43.0,43.0,41.0
17,41.0,44.0,44.0,44.0,41.0
18,41.0,41.0,42.0,42.0,40.0
19,41.0,43.0,43.0,43.0,41.0
20,45.0,46.0,43.0,42.0,45.0
21,42.0,42.0,42.0,42.0,41.0
22,42.0,43.0,43.0,43.0,42.0
23,45.0,46.0,43.0,42.0,45.0
24,44.0,43.0,44.0,43.0,44.0
25,45.0,46.0,44.0,44.0,45.0
26,46.0,46.0,44.0,43.0,45.0
27,43.0,43.0,44.0,44.0,43.0
28,44.0,45.0,44.0,44.0,44.0
29,46.0,46.0,44.0,44.0,44.0
30,41.0,42.0,44.0,44.0,40.0
31,42.0,43.0,43.0,43.0,42.0
32,45.0,45.0,44.0,44.0,45.0
33,41.0,40.0,42.0,42.0,40.0
34,42.0,43.0,42.0,42.0,41.0
35,45.0,45.0,39.0,39.0,44.0
36,44.0,43.0,43.0,43.0,44.0
37,45.0,45.0,44.0,44.0,44.0
38,46.0,46.0,42.0,39.0,45.0
39,43.0,43.0,43.0,43.0,43.0
40,44.0,44.0,43.0,43.0,43.0
41,46.0,46.0,44.0,44.0,44.0
42,40.0,42.0,43.0,43.0,39.0
43,42.0,43.0,43.0,43.0,40.0
44,45.0,45.0,44.0,44.0,45.0
45,45.0,44.0,45.0,45.0,44.0
46,46.0,46.0,45.0,45.0,45.0
47,41.0,45.0,44.0,40.0,44.0
48,46.0,44.0,45.0,45.0,45.0
49,46.0,46.0,45.0,45.0,45.0
50,46.0,45.0,46.0,46.0,45.0
51,46.0,43.0,45.0,45.0,44.0
52,45.0,45.0,45.0,45.0,45.0
53,46.0,45.0,46.0,46.0,45.0
54,45.0,43.0,44.0,44.0,44.0
55,45.0,45.0,45.0,45.0,45.0
56,45.0,45.0,46.0,46.0,46.0
57,45.0,43.0,44.0,44.0,44.0
58,44.0,45.0,45.0,45.0,45.0
59,45.0,45.0,46.0,46.0,46.0
60,41.0,42.0,44.0,44.0,40.0
61,41.0,43.0,43.0,43.0,41.0
62,41.0,44.0,44.0,44.0,42.0
63,40.0,40.0,41.0,41.0,39.0
64,40.0,42.0,42.0,42.0,40.0
65,44.0,45.0,42.0,41.0,44.0
66,41.0,41.0,42.0,42.0,40.0
67,41.0,43.0,43.0,43.0,41.0
68,44.0,46.0,42.0,42.0,45.0
69,43.0,42.0,43.0,42.0,43.0
70,44.0,45.0,43.0,43.0,44.0
71,45.0,45.0,43.0,42.0,44.0
72,42.0,42.0,43.0,43.0,42.0
73,43.0,44.0,43.0,43.0,43.0
74,45.0,45.0,43.0,43.0,43.0
75,40.0,41.0,43.0,43.0,39.0
76,41.0,43.0,43.0,43.0,41.0
77,44.0,44.0,43.0,43.0,44.0
78,42.0,42.0,42.0,42.0,40.0
