Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,45.0,48.0,48.0,46.0,48.0,48.0,46.0,47.0,50.0,47.0
1,43.0,45.0,46.0,48.0,48.0,48.0,43.0,44.0,48.0,49.0
2,46.0,49.0,48.0,48.0,51.0,49.0,47.0,45.0,50.0,52.0
3,46.0,48.0,51.0,47.0,48.0,48.0,48.0,47.0,50.0,48.0
4,47.0,47.0,49.0,49.0,49.0,49.0,45.0,48.0,49.0,49.0
5,51.0,51.0,52.0,51.0,51.0,50.0,49.0,50.0,52.0,52.0
6,47.0,47.0,48.0,47.0,47.0,46.0,49.0,47.0,48.0,47.0
7,48.0,48.0,48.0,48.0,48.0,48.0,46.0,48.0,48.0,49.0
8,52.0,52.0,51.0,52.0,52.0,50.0,50.0,51.0,51.0,51.0
9,47.0,47.0,48.0,47.0,47.0,47.0,46.0,48.0,48.0,47.0
10,42.0,47.0,45.0,42.0,49.0,47.0,44.0,45.0,47.0,49.0
11,47.0,49.0,48.0,45.0,51.0,49.0,47.0,46.0,50.0,52.0
12,46.0,47.0,47.0,46.0,47.0,48.0,47.0,47.0,47.0,46.0
13,42.0,46.0,44.0,42.0,48.0,47.0,47.0,44.0,46.0,48.0
14,46.0,49.0,48.0,45.0,51.0,49.0,48.0,47.0,50.0,52.0
15,46.0,46.0,48.0,46.0,46.0,47.0,46.0,48.0,48.0,47.0
16,42.0,45.0,45.0,42.0,49.0,48.0,48.0,45.0,47.0,49.0
17,47.0,47.0,46.0,45.0,48.0,49.0,49.0,48.0,48.0,49.0
18,46.0,48.0,51.0,47.0,48.0,48.0,49.0,46.0,50.0,48.0
19,47.0,47.0,49.0,49.0,49.0,49.0,46.0,48.0,49.0,50.0
20,51.0,51.0,52.0,51.0,51.0,50.0,50.0,50.0,52.0,53.0
21,47.0,47.0,48.0,47.0,47.0,47.0,49.0,47.0,48.0,49.0
22,48.0,48.0,49.0,48.0,48.0,49.0,46.0,48.0,49.0,50.0
23,52.0,52.0,52.0,52.0,52.0,50.0,50.0,51.0,51.0,52.0
24,47.0,47.0,50.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0
25,48.0,48.0,49.0,48.0,48.0,49.0,45.0,47.0,49.0,49.0
26,51.0,51.0,52.0,51.0,51.0,50.0,49.0,50.0,52.0,52.0
27,46.0,47.0,50.0,46.0,47.0,48.0,49.0,47.0,47.0,48.0
28,47.0,47.0,48.0,47.0,47.0,48.0,48.0,47.0,48.0,48.0
29,51.0,51.0,52.0,51.0,51.0,50.0,50.0,50.0,52.0,52.0
30,47.0,47.0,49.0,47.0,46.0,47.0,48.0,48.0,48.0,48.0
31,47.0,47.0,49.0,47.0,48.0,49.0,49.0,47.0,49.0,49.0
32,49.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,49.0,49.0
33,46.0,46.0,47.0,46.0,46.0,45.0,47.0,47.0,47.0,46.0
34,48.0,48.0,48.0,48.0,48.0,47.0,45.0,48.0,48.0,48.0
35,49.0,48.0,49.0,49.0,48.0,47.0,48.0,48.0,48.0,50.0
36,47.0,47.0,48.0,47.0,47.0,46.0,46.0,48.0,48.0,46.0
37,49.0,49.0,48.0,49.0,49.0,48.0,45.0,48.0,48.0,48.0
38,52.0,52.0,51.0,52.0,52.0,50.0,50.0,51.0,51.0,51.0
39,46.0,46.0,47.0,46.0,46.0,46.0,50.0,47.0,47.0,45.0
40,48.0,48.0,47.0,48.0,48.0,47.0,48.0,47.0,47.0,47.0
41,52.0,52.0,51.0,52.0,52.0,49.0,51.0,51.0,51.0,51.0
42,47.0,47.0,48.0,47.0,47.0,46.0,49.0,48.0,48.0,46.0
43,48.0,48.0,48.0,48.0,48.0,48.0,49.0,48.0,48.0,48.0
44,49.0,49.0,48.0,49.0,49.0,49.0,50.0,48.0,48.0,49.0
45,48.0,48.0,48.0,48.0,46.0,46.0,43.0,48.0,47.0,46.0
46,40.0,44.0,44.0,40.0,44.0,46.0,41.0,45.0,44.0,47.0
47,44.0,45.0,45.0,44.0,43.0,46.0,46.0,46.0,45.0,47.0
48,47.0,47.0,48.0,47.0,46.0,46.0,45.0,48.0,47.0,46.0
49,40.0,44.0,44.0,40.0,44.0,45.0,44.0,44.0,44.0,47.0
50,44.0,45.0,45.0,44.0,43.0,48.0,48.0,47.0,47.0,47.0
51,48.0,48.0,48.0,48.0,47.0,46.0,46.0,48.0,48.0,45.0
52,41.0,45.0,45.0,41.0,45.0,46.0,44.0,45.0,45.0,47.0
53,44.0,45.0,46.0,44.0,43.0,49.0,49.0,48.0,48.0,48.0
54,46.0,46.0,47.0,46.0,45.0,45.0,46.0,47.0,46.0,45.0
55,39.0,43.0,43.0,39.0,43.0,46.0,45.0,43.0,44.0,46.0
56,43.0,44.0,44.0,43.0,43.0,48.0,49.0,47.0,47.0,46.0
57,47.0,47.0,47.0,47.0,46.0,46.0,46.0,47.0,47.0,45.0
58,40.0,44.0,44.0,40.0,44.0,46.0,44.0,44.0,44.0,46.0
