Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,41.0,46.0,45.0,43.0,40.0
1,42.0,46.0,46.0,44.0,46.0
2,42.0,46.0,46.0,45.0,41.0
3,41.0,46.0,45.0,43.0,40.0
4,45.0,47.0,46.0,45.0,46.0
5,42.0,47.0,46.0,45.0,45.0
6,41.0,46.0,42.0,44.0,40.0
7,46.0,46.0,44.0,44.0,41.0
8,43.0,46.0,44.0,46.0,46.0
9,45.0,45.0,41.0,44.0,42.0
10,43.0,46.0,41.0,47.0,46.0
11,42.0,46.0,46.0,46.0,46.0
12,45.0,46.0,44.0,45.0,42.0
13,47.0,47.0,45.0,46.0,45.0
14,44.0,47.0,46.0,47.0,46.0
15,40.0,45.0,42.0,44.0,40.0
16,45.0,46.0,43.0,45.0,41.0
17,42.0,46.0,46.0,46.0,46.0
18,40.0,45.0,44.0,43.0,39.0
19,45.0,46.0,45.0,45.0,45.0
20,42.0,46.0,46.0,45.0,45.0
21,41.0,45.0,44.0,44.0,40.0
22,46.0,47.0,45.0,44.0,41.0
23,43.0,47.0,46.0,46.0,46.0
24,44.0,44.0,43.0,44.0,43.0
25,43.0,46.0,45.0,47.0,46.0
26,41.0,46.0,46.0,46.0,46.0
27,45.0,45.0,44.0,45.0,43.0
28,47.0,46.0,45.0,46.0,45.0
29,44.0,46.0,46.0,47.0,46.0
30,40.0,44.0,43.0,44.0,40.0
31,45.0,46.0,45.0,45.0,41.0
32,41.0,46.0,46.0,46.0,46.0
33,41.0,43.0,45.0,39.0,40.0
34,43.0,45.0,46.0,41.0,41.0
35,43.0,45.0,46.0,41.0,46.0
36,44.0,44.0,44.0,41.0,43.0
37,42.0,45.0,46.0,42.0,46.0
38,42.0,46.0,44.0,43.0,45.0
39,43.0,45.0,44.0,45.0,43.0
40,46.0,47.0,46.0,45.0,45.0
41,44.0,47.0,45.0,47.0,45.0
42,40.0,44.0,44.0,40.0,39.0
43,42.0,45.0,46.0,41.0,42.0
44,42.0,46.0,44.0,42.0,45.0
45,44.0,45.0,41.0,42.0,44.0
46,42.0,45.0,42.0,44.0,45.0
