Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,34.0,34.0,38.0,38.0,38.0,33.0,38.0
1,34.0,34.0,38.0,38.0,39.0,37.0,38.0
2,34.0,34.0,38.0,38.0,39.0,37.0,38.0
3,34.0,36.0,38.0,38.0,39.0,33.0,40.0
4,38.0,38.0,42.0,42.0,44.0,38.0,42.0
5,36.0,36.0,40.0,40.0,40.0,37.0,40.0
6,35.0,36.0,39.0,39.0,38.0,33.0,40.0
7,38.0,38.0,42.0,42.0,44.0,38.0,42.0
8,36.0,36.0,40.0,40.0,40.0,37.0,40.0
9,38.0,38.0,38.0,38.0,39.0,39.0,37.0
10,38.0,38.0,39.0,38.0,39.0,43.0,38.0
11,38.0,38.0,37.0,38.0,38.0,41.0,37.0
12,37.0,37.0,37.0,37.0,38.0,38.0,37.0
13,37.0,38.0,38.0,37.0,38.0,42.0,37.0
14,37.0,37.0,38.0,37.0,37.0,40.0,37.0
15,32.0,32.0,37.0,37.0,37.0,33.0,37.0
16,33.0,33.0,37.0,37.0,37.0,37.0,37.0
17,33.0,34.0,37.0,37.0,37.0,37.0,37.0
18,34.0,35.0,37.0,38.0,38.0,32.0,39.0
19,38.0,39.0,42.0,42.0,44.0,38.0,41.0
20,36.0,36.0,40.0,40.0,40.0,36.0,40.0
21,34.0,35.0,38.0,38.0,38.0,33.0,39.0
22,39.0,39.0,42.0,42.0,44.0,38.0,42.0
23,36.0,36.0,40.0,40.0,40.0,36.0,40.0
24,38.0,39.0,38.0,38.0,39.0,38.0,38.0
25,44.0,44.0,44.0,44.0,44.0,43.0,43.0
26,40.0,41.0,40.0,40.0,40.0,41.0,40.0
27,37.0,38.0,38.0,38.0,38.0,38.0,38.0
28,43.0,43.0,43.0,43.0,43.0,42.0,43.0
29,39.0,40.0,40.0,40.0,42.0,40.0,40.0
30,33.0,34.0,37.0,37.0,37.0,33.0,38.0
31,38.0,38.0,43.0,43.0,43.0,37.0,43.0
32,37.0,37.0,41.0,41.0,43.0,37.0,41.0
33,34.0,34.0,38.0,38.0,38.0,33.0,38.0
34,39.0,39.0,42.0,42.0,44.0,38.0,42.0
35,36.0,36.0,40.0,40.0,40.0,36.0,40.0
36,38.0,39.0,38.0,38.0,39.0,38.0,38.0
37,44.0,44.0,44.0,44.0,44.0,43.0,43.0
38,40.0,41.0,40.0,40.0,40.0,41.0,40.0
39,37.0,38.0,38.0,38.0,38.0,38.0,38.0
40,43.0,43.0,43.0,43.0,43.0,42.0,43.0
41,39.0,40.0,40.0,40.0,42.0,40.0,40.0
42,33.0,34.0,37.0,37.0,37.0,33.0,38.0
43,38.0,38.0,43.0,43.0,43.0,37.0,43.0
44,37.0,37.0,41.0,41.0,43.0,37.0,41.0
45,37.0,37.0,38.0,38.0,38.0,37.0,36.0
46,38.0,38.0,38.0,38.0,38.0,42.0,38.0
47,38.0,38.0,36.0,38.0,38.0,41.0,37.0
48,38.0,38.0,38.0,38.0,39.0,37.0,36.0
49,38.0,37.0,38.0,38.0,38.0,41.0,37.0
50,38.0,37.0,38.0,38.0,38.0,42.0,37.0
51,37.0,37.0,38.0,38.0,38.0,37.0,36.0
52,37.0,37.0,38.0,38.0,38.0,42.0,38.0
53,38.0,38.0,38.0,38.0,38.0,43.0,37.0
54,37.0,37.0,37.0,37.0,38.0,36.0,35.0
55,37.0,36.0,37.0,38.0,38.0,40.0,37.0
56,37.0,37.0,37.0,38.0,39.0,41.0,36.0
57,36.0,36.0,37.0,37.0,38.0,37.0,36.0
58,36.0,37.0,37.0,37.0,37.0,41.0,37.0
59,37.0,38.0,38.0,37.0,38.0,42.0,37.0
