Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,28.0,29.0,35.0,28.0,31.0,27.0
1,30.0,31.0,32.0,29.0,29.0,29.0
2,30.0,31.0,32.0,31.0,31.0,29.0
3,28.0,31.0,35.0,30.0,30.0,26.0
4,36.0,36.0,31.0,32.0,28.0,28.0
5,32.0,33.0,34.0,35.0,31.0,28.0
6,28.0,32.0,35.0,31.0,31.0,27.0
7,37.0,37.0,32.0,33.0,29.0,29.0
8,30.0,34.0,32.0,36.0,31.0,29.0
9,29.0,31.0,32.0,30.0,30.0,33.0
10,31.0,31.0,33.0,29.0,29.0,35.0
11,31.0,32.0,32.0,33.0,32.0,35.0
12,28.0,30.0,35.0,29.0,31.0,38.0
13,30.0,31.0,37.0,29.0,32.0,34.0
14,30.0,31.0,36.0,32.0,36.0,34.0
15,29.0,31.0,34.0,30.0,32.0,33.0
16,31.0,32.0,36.0,30.0,33.0,28.0
17,31.0,32.0,36.0,33.0,37.0,28.0
18,27.0,30.0,34.0,30.0,29.0,25.0
19,36.0,35.0,30.0,32.0,27.0,28.0
20,31.0,32.0,33.0,35.0,31.0,28.0
21,28.0,31.0,35.0,31.0,30.0,26.0
22,37.0,36.0,31.0,33.0,28.0,29.0
23,32.0,33.0,34.0,36.0,31.0,29.0
24,29.0,32.0,32.0,31.0,29.0,32.0
25,31.0,34.0,32.0,33.0,28.0,34.0
26,33.0,34.0,32.0,37.0,32.0,34.0
27,29.0,31.0,34.0,30.0,30.0,37.0
28,30.0,33.0,36.0,32.0,31.0,35.0
29,35.0,35.0,35.0,36.0,36.0,33.0
30,30.0,32.0,33.0,31.0,31.0,32.0
31,31.0,34.0,35.0,33.0,32.0,28.0
32,36.0,36.0,35.0,37.0,37.0,27.0
33,28.0,32.0,34.0,31.0,31.0,27.0
34,31.0,34.0,31.0,33.0,29.0,30.0
35,30.0,34.0,32.0,36.0,31.0,30.0
36,29.0,33.0,32.0,32.0,30.0,33.0
37,31.0,35.0,33.0,34.0,29.0,35.0
38,31.0,35.0,32.0,38.0,32.0,35.0
39,30.0,32.0,35.0,31.0,31.0,38.0
40,30.0,34.0,37.0,33.0,32.0,36.0
41,36.0,36.0,36.0,37.0,36.0,34.0
42,31.0,33.0,34.0,32.0,32.0,33.0
43,31.0,35.0,36.0,34.0,33.0,29.0
44,37.0,37.0,36.0,38.0,37.0,28.0
45,30.0,33.0,32.0,32.0,30.0,32.0
46,32.0,33.0,31.0,36.0,29.0,33.0
47,32.0,33.0,31.0,35.0,33.0,34.0
48,29.0,32.0,34.0,31.0,31.0,35.0
49,37.0,37.0,35.0,35.0,32.0,33.0
50,31.0,32.0,35.0,34.0,36.0,33.0
51,30.0,33.0,33.0,32.0,32.0,32.0
52,38.0,38.0,35.0,31.0,33.0,34.0
53,32.0,33.0,35.0,35.0,37.0,34.0
54,28.0,31.0,33.0,30.0,30.0,37.0
55,36.0,36.0,34.0,34.0,31.0,39.0
56,30.0,31.0,38.0,33.0,35.0,39.0
57,29.0,32.0,34.0,31.0,31.0,38.0
58,37.0,37.0,34.0,30.0,32.0,40.0
59,31.0,32.0,38.0,34.0,36.0,40.0
60,30.0,33.0,33.0,32.0,32.0,33.0
61,32.0,32.0,35.0,31.0,33.0,35.0
62,32.0,33.0,35.0,35.0,37.0,35.0
63,26.0,29.0,33.0,29.0,28.0,24.0
64,35.0,34.0,29.0,31.0,26.0,27.0
65,30.0,31.0,32.0,35.0,31.0,27.0
66,27.0,30.0,34.0,30.0,29.0,25.0
67,36.0,35.0,30.0,32.0,27.0,28.0
68,31.0,32.0,33.0,36.0,31.0,28.0
69,28.0,31.0,31.0,31.0,29.0,31.0
70,30.0,33.0,31.0,33.0,27.0,33.0
71,32.0,33.0,31.0,37.0,32.0,33.0
72,29.0,30.0,33.0,30.0,29.0,36.0
73,29.0,32.0,35.0,32.0,30.0,34.0
74,35.0,34.0,34.0,36.0,36.0,32.0
75,30.0,31.0,32.0,31.0,30.0,31.0
76,30.0,33.0,34.0,33.0,31.0,27.0
77,36.0,35.0,34.0,37.0,37.0,26.0
78,28.0,31.0,34.0,31.0,30.0,26.0
79,30.0,33.0,30.0,33.0,28.0,29.0
80,32.0,33.0,31.0,36.0,31.0,29.0
81,29.0,32.0,32.0,32.0,29.0,32.0
82,31.0,34.0,32.0,34.0,28.0,34.0
83,33.0,34.0,31.0,38.0,32.0,34.0
84,30.0,31.0,34.0,31.0,30.0,37.0
85,30.0,33.0,36.0,33.0,31.0,35.0
86,36.0,35.0,35.0,37.0,36.0,33.0
