Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,60.0,55.0,60.0,58.0,58.0,58.0,46.0,47.0,47.0
1,55.0,51.0,53.0,55.0,49.0,49.0,50.0,50.0,50.0
2,56.0,46.0,55.0,60.0,53.0,51.0,52.0,50.0,50.0
3,59.0,59.0,59.0,58.0,57.0,57.0,50.0,51.0,51.0
4,55.0,50.0,52.0,54.0,49.0,48.0,49.0,49.0,49.0
5,55.0,46.0,56.0,59.0,52.0,50.0,51.0,51.0,51.0
6,60.0,60.0,60.0,59.0,55.0,55.0,51.0,52.0,52.0
7,56.0,45.0,53.0,54.0,50.0,50.0,48.0,48.0,48.0
8,51.0,47.0,55.0,56.0,54.0,54.0,48.0,52.0,52.0
9,53.0,50.0,53.0,53.0,56.0,56.0,46.0,50.0,53.0
10,49.0,47.0,50.0,53.0,48.0,48.0,49.0,54.0,54.0
11,55.0,49.0,54.0,56.0,51.0,51.0,52.0,56.0,56.0
12,53.0,49.0,54.0,55.0,55.0,55.0,50.0,50.0,52.0
13,53.0,53.0,53.0,57.0,51.0,51.0,54.0,53.0,53.0
14,55.0,49.0,55.0,61.0,53.0,53.0,56.0,55.0,55.0
15,54.0,50.0,55.0,56.0,53.0,53.0,47.0,50.0,50.0
16,54.0,48.0,51.0,58.0,52.0,52.0,52.0,48.0,48.0
17,56.0,50.0,56.0,62.0,54.0,54.0,49.0,52.0,52.0
18,58.0,58.0,58.0,57.0,56.0,56.0,51.0,50.0,50.0
19,55.0,49.0,51.0,55.0,48.0,47.0,55.0,55.0,55.0
20,55.0,45.0,55.0,58.0,51.0,49.0,55.0,55.0,55.0
21,59.0,59.0,59.0,58.0,57.0,57.0,52.0,51.0,51.0
22,56.0,48.0,52.0,56.0,49.0,49.0,56.0,56.0,56.0
23,56.0,48.0,54.0,59.0,53.0,53.0,56.0,56.0,56.0
24,54.0,55.0,52.0,55.0,55.0,55.0,53.0,51.0,52.0
25,48.0,46.0,50.0,52.0,48.0,48.0,50.0,53.0,53.0
26,54.0,48.0,54.0,55.0,50.0,50.0,51.0,55.0,55.0
27,53.0,56.0,55.0,56.0,54.0,54.0,53.0,55.0,55.0
28,52.0,52.0,55.0,56.0,50.0,50.0,55.0,52.0,52.0
29,54.0,48.0,55.0,60.0,52.0,52.0,55.0,54.0,54.0
30,54.0,57.0,56.0,57.0,52.0,52.0,51.0,56.0,56.0
31,53.0,47.0,56.0,57.0,51.0,51.0,53.0,47.0,47.0
32,55.0,49.0,56.0,61.0,53.0,53.0,53.0,51.0,51.0
33,60.0,53.0,54.0,58.0,58.0,58.0,51.0,52.0,52.0
34,55.0,45.0,51.0,55.0,49.0,49.0,53.0,52.0,52.0
35,55.0,49.0,55.0,60.0,51.0,51.0,57.0,57.0,57.0
36,55.0,56.0,53.0,56.0,53.0,53.0,54.0,52.0,52.0
37,49.0,46.0,50.0,51.0,49.0,49.0,51.0,51.0,51.0
38,50.0,47.0,55.0,55.0,51.0,51.0,52.0,54.0,54.0
39,54.0,55.0,54.0,57.0,52.0,52.0,54.0,56.0,56.0
40,53.0,48.0,50.0,56.0,51.0,51.0,56.0,50.0,50.0
41,54.0,47.0,56.0,59.0,51.0,51.0,56.0,53.0,53.0
42,55.0,56.0,55.0,58.0,53.0,53.0,52.0,57.0,57.0
43,50.0,49.0,51.0,57.0,52.0,52.0,54.0,46.0,46.0
44,55.0,48.0,57.0,60.0,52.0,52.0,54.0,50.0,50.0
45,50.0,52.0,48.0,52.0,53.0,53.0,48.0,53.0,53.0
46,48.0,48.0,43.0,49.0,47.0,47.0,49.0,53.0,53.0
47,55.0,49.0,47.0,51.0,52.0,52.0,51.0,59.0,59.0
48,56.0,55.0,53.0,55.0,58.0,58.0,53.0,55.0,55.0
49,54.0,51.0,47.0,52.0,54.0,54.0,52.0,52.0,52.0
50,57.0,53.0,52.0,55.0,57.0,57.0,56.0,58.0,58.0
51,57.0,56.0,53.0,56.0,52.0,52.0,50.0,49.0,50.0
52,55.0,52.0,47.0,53.0,55.0,55.0,48.0,50.0,52.0
53,56.0,54.0,51.0,56.0,57.0,57.0,48.0,53.0,55.0
54,55.0,54.0,54.0,54.0,57.0,57.0,52.0,54.0,54.0
55,53.0,50.0,48.0,52.0,53.0,53.0,51.0,51.0,51.0
56,56.0,52.0,52.0,57.0,56.0,56.0,55.0,57.0,57.0
57,56.0,55.0,55.0,55.0,52.0,52.0,50.0,54.0,54.0
58,54.0,51.0,49.0,53.0,54.0,54.0,51.0,50.0,51.0
59,55.0,53.0,53.0,58.0,56.0,56.0,53.0,54.0,54.0
60,53.0,50.0,56.0,56.0,51.0,51.0,48.0,49.0,49.0
61,49.0,48.0,48.0,53.0,51.0,51.0,49.0,48.0,48.0
62,55.0,48.0,54.0,59.0,51.0,51.0,51.0,55.0,55.0
63,57.0,57.0,57.0,56.0,55.0,55.0,50.0,49.0,49.0
64,54.0,48.0,50.0,54.0,47.0,46.0,54.0,54.0,54.0
65,54.0,44.0,54.0,57.0,50.0,48.0,54.0,54.0,54.0
66,58.0,58.0,58.0,57.0,56.0,56.0,51.0,50.0,50.0
67,55.0,47.0,51.0,55.0,48.0,48.0,55.0,55.0,55.0
68,55.0,47.0,53.0,58.0,52.0,52.0,55.0,55.0,55.0
69,53.0,54.0,51.0,54.0,54.0,54.0,52.0,50.0,51.0
70,47.0,45.0,49.0,51.0,47.0,47.0,49.0,52.0,52.0
71,53.0,47.0,53.0,54.0,49.0,49.0,50.0,54.0,54.0
72,52.0,55.0,54.0,55.0,53.0,53.0,52.0,54.0,54.0
73,51.0,51.0,54.0,55.0,49.0,49.0,54.0,51.0,51.0
74,53.0,47.0,54.0,59.0,51.0,51.0,54.0,53.0,53.0
75,53.0,56.0,55.0,56.0,51.0,51.0,50.0,55.0,55.0
76,52.0,46.0,55.0,56.0,50.0,50.0,52.0,46.0,46.0
77,54.0,48.0,55.0,60.0,52.0,52.0,52.0,50.0,50.0
78,59.0,52.0,53.0,57.0,57.0,57.0,50.0,51.0,51.0
79,54.0,44.0,50.0,54.0,48.0,48.0,52.0,51.0,51.0
80,54.0,48.0,54.0,59.0,50.0,50.0,56.0,56.0,56.0
81,54.0,55.0,52.0,55.0,52.0,52.0,53.0,51.0,51.0
82,48.0,45.0,49.0,50.0,48.0,48.0,50.0,50.0,50.0
83,49.0,46.0,54.0,54.0,50.0,50.0,51.0,53.0,53.0
84,53.0,54.0,53.0,56.0,51.0,51.0,53.0,55.0,55.0
85,52.0,47.0,49.0,55.0,50.0,50.0,55.0,49.0,49.0
86,53.0,46.0,55.0,58.0,50.0,50.0,55.0,52.0,52.0
87,54.0,55.0,54.0,57.0,52.0,52.0,51.0,56.0,56.0
88,49.0,48.0,50.0,56.0,51.0,51.0,53.0,45.0,45.0
89,54.0,47.0,56.0,59.0,51.0,51.0,53.0,49.0,49.0
90,49.0,51.0,47.0,51.0,52.0,52.0,47.0,52.0,52.0
91,47.0,47.0,42.0,48.0,46.0,46.0,48.0,52.0,52.0
92,54.0,48.0,46.0,50.0,51.0,51.0,50.0,58.0,58.0
93,55.0,54.0,52.0,54.0,57.0,57.0,52.0,54.0,54.0
94,53.0,50.0,46.0,51.0,53.0,53.0,51.0,51.0,51.0
