Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,56.0,53.0,52.0,59.0,54.0,59.0,55.0,53.0
1,56.0,53.0,53.0,57.0,56.0,58.0,55.0,52.0
2,55.0,53.0,53.0,58.0,55.0,61.0,56.0,53.0
3,57.0,54.0,54.0,58.0,54.0,58.0,58.0,54.0
4,60.0,56.0,56.0,59.0,56.0,57.0,60.0,53.0
5,60.0,57.0,57.0,59.0,57.0,60.0,60.0,54.0
6,58.0,52.0,51.0,58.0,53.0,59.0,56.0,53.0
7,56.0,53.0,53.0,58.0,56.0,55.0,56.0,52.0
8,55.0,57.0,56.0,58.0,57.0,61.0,58.0,53.0
9,56.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0
10,56.0,58.0,57.0,58.0,58.0,56.0,59.0,55.0
11,59.0,53.0,53.0,58.0,55.0,61.0,57.0,55.0
12,57.0,59.0,59.0,59.0,59.0,63.0,59.0,59.0
13,56.0,57.0,56.0,58.0,57.0,64.0,58.0,54.0
14,61.0,53.0,53.0,59.0,55.0,61.0,58.0,54.0
15,58.0,52.0,52.0,57.0,54.0,64.0,58.0,53.0
16,57.0,54.0,54.0,58.0,56.0,65.0,59.0,55.0
17,62.0,54.0,54.0,59.0,55.0,62.0,59.0,55.0
18,56.0,53.0,53.0,57.0,53.0,59.0,59.0,53.0
19,60.0,55.0,55.0,59.0,58.0,58.0,59.0,53.0
20,60.0,56.0,56.0,58.0,58.0,61.0,61.0,54.0
21,57.0,54.0,54.0,57.0,54.0,58.0,59.0,54.0
22,60.0,56.0,56.0,57.0,59.0,57.0,59.0,53.0
23,58.0,57.0,57.0,58.0,59.0,60.0,61.0,54.0
24,61.0,59.0,59.0,59.0,59.0,58.0,61.0,61.0
25,60.0,57.0,57.0,58.0,60.0,55.0,61.0,59.0
26,62.0,57.0,57.0,59.0,57.0,60.0,60.0,59.0
27,60.0,58.0,58.0,58.0,58.0,62.0,62.0,60.0
28,60.0,56.0,56.0,60.0,59.0,63.0,63.0,58.0
29,61.0,56.0,56.0,58.0,56.0,60.0,60.0,58.0
30,58.0,54.0,54.0,57.0,54.0,63.0,63.0,54.0
31,61.0,56.0,56.0,61.0,56.0,64.0,64.0,59.0
32,62.0,57.0,57.0,59.0,57.0,61.0,61.0,59.0
33,58.0,51.0,50.0,56.0,50.0,53.0,58.0,51.0
34,56.0,52.0,52.0,55.0,56.0,52.0,58.0,52.0
35,55.0,57.0,56.0,56.0,56.0,54.0,60.0,52.0
36,58.0,60.0,60.0,60.0,60.0,53.0,60.0,60.0
37,57.0,58.0,57.0,58.0,57.0,54.0,60.0,54.0
38,61.0,57.0,57.0,55.0,57.0,54.0,58.0,54.0
39,57.0,59.0,59.0,59.0,59.0,56.0,59.0,59.0
40,61.0,57.0,56.0,57.0,56.0,58.0,59.0,53.0
41,60.0,57.0,57.0,58.0,57.0,60.0,59.0,53.0
42,58.0,53.0,53.0,57.0,53.0,57.0,58.0,51.0
43,62.0,54.0,54.0,58.0,56.0,59.0,59.0,54.0
44,60.0,58.0,58.0,59.0,58.0,61.0,60.0,54.0
45,59.0,60.0,60.0,60.0,60.0,53.0,61.0,60.0
46,58.0,58.0,58.0,58.0,58.0,51.0,61.0,55.0
47,60.0,55.0,55.0,59.0,55.0,52.0,61.0,55.0
48,63.0,60.0,60.0,61.0,60.0,57.0,60.0,60.0
49,60.0,62.0,62.0,62.0,65.0,57.0,62.0,62.0
50,61.0,61.0,61.0,61.0,61.0,60.0,62.0,61.0
51,61.0,61.0,61.0,61.0,61.0,56.0,61.0,61.0
52,58.0,63.0,63.0,63.0,66.0,58.0,63.0,63.0
53,61.0,62.0,62.0,62.0,62.0,61.0,62.0,62.0
54,62.0,59.0,59.0,60.0,59.0,58.0,62.0,59.0
55,59.0,61.0,61.0,61.0,64.0,57.0,62.0,61.0
56,60.0,60.0,60.0,60.0,60.0,59.0,62.0,60.0
57,60.0,60.0,60.0,60.0,60.0,59.0,63.0,60.0
