Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,53.0,53.0,53.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
1,50.0,50.0,50.0,48.0,48.0,47.0,48.0,47.0,48.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0
2,53.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
3,54.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0
4,51.0,51.0,51.0,48.0,49.0,48.0,49.0,48.0,49.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0
5,54.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0
6,55.0,55.0,55.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
7,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,48.0,48.0
8,55.0,55.0,55.0,48.0,51.0,48.0,50.0,50.0,53.0,48.0,48.0,50.0,50.0,51.0,48.0,48.0
9,53.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
10,50.0,51.0,50.0,48.0,49.0,48.0,48.0,49.0,51.0,48.0,48.0,49.0,49.0,49.0,48.0,48.0
11,53.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
12,54.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0
13,54.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,51.0,50.0,52.0,50.0,50.0
14,54.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0
15,55.0,55.0,55.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0
16,55.0,55.0,55.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,51.0,51.0
17,55.0,55.0,55.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
18,58.0,58.0,58.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0
19,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
20,58.0,58.0,58.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
21,59.0,59.0,59.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
22,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
23,59.0,59.0,59.0,53.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
24,56.0,56.0,56.0,56.0,51.0,56.0,51.0,56.0,51.0,56.0,56.0,56.0,51.0,51.0,51.0,51.0
25,51.0,51.0,51.0,49.0,49.0,49.0,49.0,51.0,50.0,49.0,49.0,51.0,50.0,49.0,49.0,49.0
26,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
27,58.0,58.0,58.0,56.0,52.0,56.0,52.0,56.0,52.0,56.0,56.0,56.0,52.0,52.0,52.0,52.0
28,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
29,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
30,59.0,59.0,59.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
31,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
32,59.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
33,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
