Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,55.0,48.0,53.0,53.0,53.0,45.0,45.0,55.0,53.0,51.0,42.0,45.0,42.0,45.0,45.0
1,54.0,49.0,54.0,54.0,54.0,50.0,50.0,54.0,54.0,52.0,46.0,46.0,46.0,47.0,47.0
2,50.0,50.0,54.0,54.0,54.0,45.0,48.0,52.0,54.0,52.0,46.0,46.0,46.0,50.0,50.0
3,54.0,48.0,53.0,53.0,53.0,48.0,48.0,54.0,53.0,51.0,42.0,45.0,42.0,50.0,50.0
4,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,46.0,46.0,46.0,48.0,48.0
5,54.0,51.0,54.0,54.0,54.0,49.0,53.0,56.0,54.0,55.0,46.0,46.0,46.0,51.0,51.0
6,51.0,49.0,48.0,48.0,53.0,47.0,47.0,51.0,53.0,50.0,43.0,44.0,43.0,45.0,45.0
7,51.0,51.0,51.0,51.0,54.0,48.0,48.0,54.0,54.0,51.0,46.0,46.0,46.0,47.0,47.0
8,54.0,51.0,52.0,52.0,54.0,49.0,49.0,56.0,54.0,55.0,46.0,46.0,46.0,50.0,50.0
9,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,48.0,48.0,48.0,48.0,48.0
10,49.0,53.0,53.0,53.0,52.0,54.0,54.0,55.0,52.0,54.0,52.0,52.0,52.0,46.0,46.0
11,49.0,52.0,53.0,53.0,54.0,49.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,49.0,49.0
12,51.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,47.0,47.0,47.0,48.0,48.0
13,52.0,52.0,52.0,52.0,51.0,54.0,54.0,54.0,51.0,53.0,51.0,51.0,51.0,45.0,45.0
14,53.0,53.0,52.0,52.0,54.0,49.0,53.0,53.0,54.0,53.0,51.0,51.0,51.0,49.0,49.0
15,49.0,47.0,48.0,48.0,52.0,48.0,48.0,50.0,52.0,50.0,43.0,44.0,43.0,44.0,44.0
16,49.0,44.0,49.0,49.0,51.0,47.0,47.0,51.0,51.0,51.0,48.0,48.0,48.0,45.0,45.0
17,54.0,48.0,50.0,50.0,54.0,49.0,49.0,54.0,54.0,52.0,47.0,48.0,47.0,45.0,45.0
18,53.0,47.0,52.0,52.0,52.0,47.0,47.0,53.0,52.0,51.0,42.0,44.0,42.0,49.0,49.0
19,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,45.0,45.0,45.0,48.0,48.0
20,54.0,50.0,54.0,54.0,54.0,52.0,53.0,57.0,54.0,55.0,46.0,46.0,46.0,50.0,50.0
21,53.0,48.0,48.0,48.0,52.0,48.0,48.0,53.0,52.0,50.0,43.0,44.0,43.0,46.0,46.0
22,54.0,50.0,50.0,50.0,53.0,49.0,49.0,54.0,53.0,51.0,46.0,45.0,46.0,48.0,48.0
23,55.0,50.0,52.0,52.0,53.0,53.0,53.0,56.0,53.0,54.0,46.0,46.0,46.0,51.0,51.0
24,53.0,52.0,51.0,51.0,51.0,53.0,53.0,54.0,51.0,51.0,48.0,48.0,48.0,53.0,53.0
25,54.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,48.0,48.0
26,54.0,54.0,53.0,53.0,54.0,54.0,55.0,54.0,54.0,55.0,52.0,52.0,52.0,52.0,52.0
27,53.0,53.0,50.0,50.0,51.0,53.0,53.0,53.0,51.0,50.0,47.0,47.0,47.0,53.0,53.0
28,53.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,51.0,48.0,48.0
29,55.0,55.0,53.0,53.0,54.0,54.0,55.0,55.0,54.0,54.0,51.0,51.0,51.0,52.0,52.0
30,51.0,48.0,48.0,48.0,51.0,47.0,47.0,51.0,51.0,49.0,43.0,44.0,43.0,46.0,46.0
31,49.0,49.0,49.0,49.0,53.0,46.0,46.0,51.0,53.0,50.0,47.0,48.0,47.0,46.0,46.0
32,54.0,54.0,53.0,53.0,54.0,48.0,48.0,54.0,54.0,52.0,47.0,48.0,47.0,49.0,49.0
33,50.0,48.0,48.0,48.0,49.0,44.0,44.0,50.0,49.0,50.0,42.0,43.0,42.0,45.0,45.0
34,51.0,50.0,49.0,49.0,50.0,46.0,46.0,51.0,50.0,51.0,46.0,46.0,46.0,46.0,46.0
35,54.0,50.0,53.0,53.0,53.0,48.0,48.0,54.0,53.0,51.0,45.0,45.0,45.0,50.0,50.0
36,52.0,52.0,51.0,51.0,49.0,53.0,52.0,52.0,49.0,49.0,47.0,48.0,47.0,47.0,47.0
37,54.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,53.0,53.0,49.0,49.0
38,54.0,54.0,54.0,54.0,54.0,55.0,54.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0
39,53.0,53.0,50.0,50.0,48.0,53.0,52.0,53.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0
40,54.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,52.0,51.0,52.0,52.0,52.0,49.0,49.0
41,55.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,52.0,51.0,51.0,51.0,52.0,52.0
42,49.0,49.0,49.0,49.0,49.0,46.0,45.0,50.0,49.0,49.0,43.0,43.0,43.0,45.0,45.0
43,50.0,50.0,50.0,50.0,50.0,47.0,47.0,51.0,50.0,51.0,48.0,49.0,48.0,46.0,46.0
44,54.0,51.0,54.0,54.0,54.0,48.0,47.0,54.0,54.0,51.0,48.0,48.0,48.0,50.0,50.0
45,53.0,53.0,51.0,51.0,48.0,53.0,54.0,53.0,48.0,49.0,52.0,51.0,52.0,52.0,52.0
46,49.0,53.0,54.0,54.0,54.0,47.0,51.0,49.0,54.0,52.0,51.0,54.0,51.0,47.0,47.0
47,48.0,53.0,53.0,53.0,54.0,48.0,52.0,50.0,54.0,51.0,52.0,54.0,52.0,51.0,51.0
