Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,53.0,53.0,51.0,50.0,53.0,50.0,54.0,54.0,54.0,53.0,55.0,52.0,52.0,42.0
1,50.0,53.0,53.0,52.0,53.0,52.0,55.0,52.0,56.0,53.0,53.0,46.0,46.0,42.0
2,49.0,55.0,51.0,50.0,55.0,50.0,56.0,54.0,56.0,55.0,55.0,45.0,45.0,44.0
3,55.0,53.0,54.0,54.0,53.0,54.0,53.0,54.0,55.0,53.0,55.0,54.0,54.0,42.0
4,53.0,55.0,52.0,52.0,55.0,52.0,55.0,52.0,56.0,55.0,53.0,46.0,46.0,45.0
5,48.0,55.0,54.0,54.0,55.0,54.0,55.0,54.0,57.0,55.0,55.0,47.0,47.0,46.0
6,56.0,53.0,54.0,54.0,53.0,54.0,53.0,54.0,56.0,53.0,55.0,54.0,54.0,42.0
7,53.0,56.0,52.0,52.0,56.0,52.0,56.0,52.0,56.0,56.0,53.0,46.0,46.0,45.0
8,49.0,55.0,54.0,54.0,55.0,54.0,55.0,54.0,58.0,55.0,55.0,47.0,47.0,46.0
9,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,55.0,53.0,54.0,53.0,53.0,53.0
10,48.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,56.0,53.0,53.0,54.0,54.0,53.0
11,48.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,57.0,54.0,53.0,54.0,54.0,55.0
12,54.0,53.0,54.0,54.0,53.0,54.0,53.0,55.0,55.0,53.0,55.0,54.0,54.0,54.0
13,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,56.0,55.0,55.0,56.0
14,54.0,55.0,54.0,54.0,55.0,54.0,55.0,57.0,57.0,55.0,57.0,53.0,53.0,54.0
15,55.0,53.0,54.0,54.0,53.0,54.0,53.0,56.0,54.0,53.0,56.0,54.0,54.0,49.0
16,53.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,51.0
17,55.0,54.0,54.0,54.0,54.0,54.0,54.0,58.0,53.0,54.0,58.0,54.0,54.0,49.0
18,55.0,52.0,54.0,54.0,52.0,54.0,52.0,54.0,55.0,52.0,55.0,54.0,54.0,41.0
19,53.0,55.0,52.0,52.0,55.0,52.0,55.0,52.0,56.0,55.0,53.0,46.0,46.0,45.0
20,48.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,54.0,55.0,47.0,47.0,46.0
21,55.0,53.0,54.0,54.0,53.0,54.0,53.0,54.0,56.0,53.0,55.0,54.0,54.0,42.0
