Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,35.0,35.0,36.0,35.0,35.0,35.0,35.0,36.0,35.0,36.0,35.0,35.0,35.0,37.0,38.0
1,39.0,39.0,37.0,39.0,39.0,37.0,34.0,32.0,35.0,35.0,39.0,39.0,39.0,34.0,38.0
2,37.0,37.0,40.0,37.0,37.0,37.0,40.0,36.0,34.0,34.0,37.0,37.0,37.0,39.0,40.0
3,35.0,35.0,39.0,35.0,40.0,37.0,37.0,36.0,34.0,36.0,40.0,35.0,40.0,37.0,37.0
4,39.0,39.0,40.0,39.0,40.0,39.0,37.0,32.0,35.0,37.0,39.0,39.0,40.0,35.0,37.0
5,40.0,40.0,41.0,40.0,41.0,39.0,41.0,36.0,34.0,35.0,40.0,40.0,41.0,40.0,39.0
6,35.0,35.0,35.0,35.0,36.0,35.0,38.0,35.0,35.0,37.0,36.0,35.0,36.0,35.0,37.0
7,39.0,39.0,36.0,39.0,39.0,37.0,35.0,32.0,36.0,38.0,39.0,39.0,39.0,35.0,38.0
8,41.0,41.0,39.0,41.0,41.0,37.0,40.0,36.0,35.0,35.0,41.0,41.0,41.0,41.0,39.0
9,34.0,34.0,35.0,34.0,34.0,34.0,35.0,35.0,34.0,38.0,34.0,39.0,34.0,34.0,38.0
10,39.0,39.0,36.0,39.0,39.0,36.0,34.0,32.0,34.0,39.0,39.0,39.0,39.0,32.0,39.0
11,36.0,36.0,39.0,36.0,36.0,36.0,38.0,36.0,34.0,40.0,36.0,39.0,36.0,35.0,40.0
12,34.0,34.0,34.0,34.0,34.0,35.0,34.0,38.0,34.0,37.0,34.0,39.0,34.0,33.0,37.0
13,38.0,38.0,36.0,38.0,38.0,39.0,33.0,35.0,38.0,39.0,38.0,39.0,38.0,31.0,38.0
14,37.0,37.0,38.0,37.0,37.0,39.0,37.0,40.0,36.0,39.0,37.0,39.0,37.0,34.0,39.0
15,34.0,34.0,35.0,34.0,34.0,36.0,35.0,39.0,35.0,36.0,34.0,34.0,34.0,34.0,37.0
16,39.0,39.0,36.0,39.0,39.0,40.0,34.0,36.0,39.0,38.0,39.0,39.0,39.0,32.0,38.0
