Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,53.0,46.0,51.0,51.0,53.0,53.0,51.0,53.0,51.0,48.0
1,49.0,42.0,48.0,46.0,46.0,49.0,47.0,49.0,47.0,47.0
2,50.0,47.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0,47.0
3,52.0,51.0,52.0,54.0,54.0,54.0,54.0,54.0,52.0,51.0
4,50.0,45.0,50.0,47.0,50.0,50.0,50.0,50.0,46.0,46.0
5,51.0,46.0,51.0,49.0,49.0,51.0,51.0,51.0,51.0,48.0
6,46.0,52.0,50.0,51.0,53.0,53.0,51.0,51.0,52.0,52.0
7,47.0,46.0,51.0,47.0,51.0,50.0,49.0,51.0,46.0,47.0
8,52.0,47.0,52.0,48.0,48.0,51.0,50.0,52.0,49.0,48.0
9,50.0,50.0,49.0,47.0,46.0,50.0,49.0,49.0,49.0,49.0
10,48.0,46.0,47.0,46.0,46.0,46.0,45.0,48.0,46.0,46.0
11,49.0,46.0,48.0,47.0,47.0,47.0,47.0,49.0,46.0,46.0
12,54.0,54.0,54.0,47.0,46.0,50.0,48.0,48.0,54.0,54.0
13,52.0,47.0,52.0,46.0,47.0,45.0,45.0,52.0,49.0,47.0
14,53.0,50.0,53.0,46.0,47.0,47.0,46.0,53.0,50.0,50.0
15,52.0,48.0,54.0,47.0,46.0,50.0,47.0,46.0,54.0,54.0
16,47.0,46.0,52.0,45.0,46.0,45.0,45.0,47.0,49.0,47.0
17,48.0,49.0,53.0,46.0,48.0,47.0,46.0,48.0,50.0,50.0
18,51.0,50.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,50.0
19,49.0,44.0,49.0,46.0,49.0,49.0,49.0,49.0,45.0,46.0
20,50.0,45.0,50.0,48.0,48.0,50.0,50.0,50.0,50.0,47.0
21,45.0,51.0,49.0,50.0,52.0,52.0,50.0,50.0,51.0,51.0
22,46.0,45.0,50.0,47.0,50.0,49.0,48.0,50.0,46.0,47.0
23,51.0,46.0,51.0,48.0,48.0,50.0,49.0,51.0,48.0,47.0
24,49.0,49.0,48.0,46.0,46.0,49.0,48.0,48.0,48.0,48.0
25,47.0,45.0,46.0,46.0,46.0,46.0,46.0,47.0,45.0,45.0
26,48.0,45.0,47.0,48.0,48.0,48.0,48.0,48.0,45.0,45.0
27,53.0,53.0,53.0,46.0,45.0,49.0,47.0,47.0,53.0,53.0
28,51.0,46.0,51.0,46.0,46.0,46.0,46.0,51.0,48.0,46.0
29,52.0,49.0,52.0,47.0,47.0,47.0,47.0,52.0,49.0,49.0
30,51.0,47.0,53.0,46.0,45.0,49.0,46.0,45.0,53.0,53.0
31,46.0,45.0,51.0,46.0,46.0,46.0,46.0,46.0,48.0,46.0
32,47.0,48.0,52.0,47.0,47.0,47.0,47.0,47.0,49.0,49.0
33,45.0,46.0,44.0,45.0,46.0,45.0,45.0,45.0,48.0,48.0
34,45.0,41.0,45.0,46.0,46.0,47.0,46.0,46.0,45.0,45.0
35,45.0,46.0,46.0,47.0,47.0,48.0,47.0,47.0,46.0,46.0
36,46.0,47.0,45.0,45.0,45.0,47.0,45.0,46.0,49.0,46.0
37,46.0,45.0,43.0,46.0,45.0,45.0,45.0,46.0,45.0,45.0
38,47.0,45.0,46.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0
39,47.0,51.0,47.0,44.0,45.0,46.0,44.0,45.0,51.0,51.0
40,46.0,47.0,46.0,46.0,45.0,45.0,45.0,50.0,47.0,47.0
41,51.0,49.0,51.0,46.0,46.0,46.0,46.0,51.0,47.0,49.0
42,46.0,46.0,47.0,44.0,45.0,44.0,44.0,44.0,51.0,51.0
43,44.0,46.0,46.0,45.0,46.0,45.0,45.0,45.0,47.0,47.0
44,46.0,46.0,51.0,46.0,46.0,46.0,46.0,46.0,47.0,49.0
45,46.0,46.0,45.0,44.0,44.0,44.0,44.0,45.0,46.0,46.0
46,42.0,47.0,41.0,45.0,45.0,44.0,44.0,44.0,47.0,47.0
47,45.0,47.0,45.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0
48,48.0,48.0,48.0,43.0,44.0,44.0,43.0,45.0,48.0,48.0
49,46.0,48.0,46.0,45.0,46.0,44.0,44.0,46.0,50.0,48.0
50,46.0,50.0,46.0,45.0,46.0,46.0,45.0,46.0,50.0,50.0
51,47.0,47.0,48.0,42.0,45.0,44.0,42.0,45.0,48.0,48.0
52,42.0,47.0,46.0,45.0,45.0,44.0,44.0,44.0,50.0,47.0
53,43.0,49.0,46.0,45.0,47.0,46.0,44.0,44.0,50.0,50.0
54,50.0,47.0,50.0,42.0,45.0,43.0,42.0,45.0,49.0,48.0
55,45.0,47.0,46.0,44.0,45.0,43.0,43.0,45.0,49.0,47.0
56,45.0,49.0,46.0,44.0,47.0,45.0,44.0,45.0,51.0,49.0
57,51.0,46.0,51.0,42.0,44.0,43.0,42.0,45.0,49.0,48.0
58,45.0,47.0,46.0,45.0,45.0,44.0,44.0,45.0,49.0,48.0
59,45.0,48.0,47.0,45.0,46.0,45.0,44.0,45.0,51.0,49.0
60,45.0,45.0,51.0,42.0,44.0,42.0,42.0,42.0,47.0,47.0
61,40.0,46.0,45.0,44.0,45.0,44.0,44.0,44.0,47.0,47.0
62,42.0,46.0,45.0,44.0,45.0,44.0,44.0,44.0,48.0,48.0
63,50.0,49.0,50.0,52.0,52.0,52.0,52.0,52.0,50.0,49.0
64,48.0,43.0,48.0,45.0,48.0,48.0,48.0,48.0,44.0,45.0
65,49.0,44.0,49.0,47.0,47.0,49.0,49.0,49.0,49.0,46.0
66,44.0,50.0,48.0,49.0,51.0,51.0,49.0,49.0,50.0,50.0
67,45.0,44.0,49.0,46.0,49.0,48.0,47.0,49.0,45.0,46.0
68,50.0,45.0,50.0,47.0,47.0,49.0,48.0,50.0,47.0,46.0
69,48.0,48.0,47.0,45.0,45.0,48.0,47.0,47.0,47.0,47.0
