Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,36.0,41.0,39.0,38.0
1,36.0,41.0,39.0,40.0
2,38.0,41.0,35.0,37.0
3,37.0,40.0,38.0,37.0
4,38.0,40.0,38.0,41.0
5,39.0,40.0,39.0,38.0
6,38.0,40.0,39.0,38.0
7,38.0,40.0,35.0,40.0
8,40.0,41.0,40.0,39.0
9,38.0,39.0,35.0,37.0
10,39.0,39.0,35.0,37.0
11,37.0,41.0,37.0,37.0
12,37.0,38.0,37.0,37.0
13,38.0,38.0,38.0,37.0
14,36.0,40.0,39.0,37.0
15,35.0,39.0,32.0,36.0
16,37.0,39.0,34.0,38.0
17,36.0,41.0,38.0,37.0
18,37.0,40.0,37.0,37.0
19,39.0,41.0,37.0,40.0
20,39.0,41.0,38.0,38.0
21,38.0,40.0,38.0,38.0
22,40.0,41.0,34.0,39.0
23,40.0,41.0,39.0,39.0
24,37.0,40.0,34.0,37.0
25,39.0,39.0,38.0,38.0
26,39.0,40.0,38.0,38.0
27,36.0,39.0,36.0,37.0
28,38.0,39.0,37.0,38.0
29,38.0,39.0,38.0,38.0
30,37.0,40.0,31.0,37.0
31,38.0,40.0,33.0,38.0
32,39.0,40.0,37.0,38.0
33,39.0,40.0,34.0,38.0
34,41.0,41.0,35.0,39.0
35,41.0,40.0,40.0,39.0
36,38.0,39.0,33.0,38.0
37,40.0,40.0,39.0,39.0
38,40.0,39.0,39.0,39.0
39,37.0,38.0,37.0,38.0
40,39.0,40.0,38.0,39.0
41,39.0,38.0,39.0,39.0
42,38.0,39.0,32.0,38.0
43,39.0,41.0,34.0,39.0
44,40.0,39.0,34.0,39.0
45,37.0,39.0,34.0,37.0
46,39.0,36.0,38.0,38.0
47,36.0,36.0,36.0,37.0
48,36.0,38.0,36.0,37.0
49,38.0,35.0,38.0,37.0
50,38.0,36.0,38.0,37.0
51,37.0,38.0,32.0,37.0
52,39.0,35.0,38.0,38.0
53,39.0,37.0,37.0,37.0
54,35.0,37.0,35.0,36.0
55,37.0,34.0,37.0,36.0
56,37.0,35.0,37.0,36.0
57,36.0,37.0,31.0,37.0
58,38.0,34.0,37.0,37.0
59,38.0,36.0,37.0,37.0
60,32.0,38.0,31.0,36.0
61,38.0,35.0,32.0,38.0
62,36.0,34.0,33.0,34.0
63,36.0,39.0,36.0,36.0
64,38.0,41.0,36.0,39.0
65,38.0,41.0,37.0,37.0
66,37.0,40.0,37.0,37.0
67,39.0,40.0,33.0,38.0
68,39.0,41.0,38.0,38.0
69,36.0,39.0,33.0,36.0
70,38.0,39.0,37.0,37.0
71,38.0,40.0,37.0,37.0
72,35.0,38.0,35.0,36.0
73,37.0,38.0,36.0,37.0
74,37.0,40.0,37.0,37.0
75,36.0,39.0,30.0,36.0
76,37.0,39.0,32.0,37.0
77,38.0,41.0,36.0,37.0
78,38.0,39.0,33.0,37.0
79,40.0,41.0,34.0,38.0
80,40.0,41.0,39.0,38.0
81,37.0,40.0,32.0,37.0
82,39.0,40.0,38.0,38.0
83,39.0,40.0,38.0,38.0
84,36.0,39.0,36.0,37.0
85,38.0,39.0,37.0,38.0
86,38.0,39.0,38.0,38.0
87,37.0,38.0,31.0,37.0
88,38.0,40.0,33.0,38.0
89,39.0,40.0,33.0,38.0
90,36.0,38.0,33.0,36.0
91,38.0,38.0,37.0,37.0
92,35.0,37.0,35.0,36.0
93,35.0,38.0,35.0,36.0
94,37.0,38.0,37.0,36.0
95,37.0,37.0,37.0,36.0
96,36.0,39.0,31.0,36.0
97,38.0,39.0,37.0,37.0
98,38.0,38.0,36.0,36.0
99,34.0,37.0,34.0,35.0
100,36.0,37.0,36.0,35.0
101,36.0,36.0,36.0,35.0
102,35.0,38.0,30.0,36.0
103,37.0,38.0,36.0,36.0
104,37.0,37.0,36.0,36.0
105,31.0,37.0,30.0,35.0
106,37.0,37.0,31.0,37.0
107,36.0,37.0,32.0,33.0
108,35.0,40.0,32.0,32.0
109,36.0,40.0,34.0,38.0
110,40.0,40.0,34.0,35.0
111,34.0,39.0,33.0,32.0
112,39.0,39.0,35.0,37.0
113,40.0,40.0,35.0,37.0
114,33.0,38.0,33.0,31.0
115,38.0,38.0,34.0,37.0
116,39.0,40.0,39.0,37.0
117,34.0,39.0,32.0,32.0
118,35.0,39.0,33.0,38.0
119,40.0,41.0,34.0,34.0
