Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,38.0,39.0,39.0,37.0,37.0,37.0,37.0,38.0,38.0,39.0,39.0,39.0
1,40.0,43.0,43.0,39.0,40.0,39.0,40.0,40.0,39.0,41.0,41.0,41.0
2,42.0,43.0,43.0,39.0,39.0,39.0,39.0,43.0,42.0,41.0,40.0,41.0
3,37.0,39.0,39.0,37.0,38.0,37.0,38.0,39.0,37.0,39.0,39.0,39.0
4,42.0,43.0,43.0,39.0,40.0,39.0,40.0,42.0,42.0,41.0,41.0,41.0
5,42.0,43.0,43.0,39.0,40.0,39.0,40.0,43.0,42.0,41.0,41.0,41.0
6,38.0,39.0,39.0,37.0,38.0,37.0,38.0,40.0,38.0,38.0,39.0,39.0
7,42.0,43.0,43.0,39.0,40.0,39.0,40.0,43.0,42.0,40.0,41.0,41.0
8,42.0,43.0,43.0,39.0,40.0,39.0,40.0,43.0,42.0,40.0,41.0,41.0
9,43.0,44.0,44.0,38.0,41.0,38.0,39.0,42.0,42.0,42.0,43.0,43.0
10,43.0,43.0,43.0,40.0,41.0,40.0,41.0,43.0,43.0,41.0,41.0,41.0
11,44.0,44.0,44.0,40.0,41.0,40.0,41.0,44.0,44.0,42.0,42.0,42.0
12,42.0,43.0,43.0,37.0,40.0,37.0,38.0,41.0,41.0,41.0,42.0,42.0
13,42.0,42.0,42.0,39.0,40.0,39.0,40.0,42.0,42.0,40.0,41.0,41.0
14,44.0,44.0,44.0,39.0,40.0,39.0,40.0,43.0,43.0,41.0,41.0,41.0
15,38.0,40.0,39.0,38.0,39.0,38.0,39.0,39.0,38.0,39.0,40.0,40.0
16,40.0,43.0,43.0,39.0,41.0,39.0,41.0,43.0,40.0,40.0,42.0,42.0
17,43.0,43.0,43.0,40.0,41.0,40.0,41.0,43.0,43.0,42.0,42.0,42.0
18,37.0,38.0,38.0,37.0,38.0,37.0,38.0,38.0,37.0,39.0,38.0,39.0
19,42.0,42.0,42.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,41.0,41.0
20,42.0,43.0,43.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,41.0,41.0
21,37.0,39.0,39.0,37.0,38.0,37.0,38.0,39.0,37.0,38.0,38.0,38.0
22,42.0,42.0,42.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,41.0,41.0
23,42.0,43.0,43.0,41.0,41.0,41.0,41.0,43.0,42.0,41.0,41.0,41.0
24,42.0,44.0,44.0,39.0,41.0,39.0,39.0,43.0,41.0,43.0,43.0,43.0
25,43.0,43.0,43.0,42.0,42.0,42.0,42.0,43.0,43.0,42.0,42.0,42.0
26,44.0,44.0,44.0,42.0,42.0,42.0,42.0,44.0,44.0,42.0,42.0,42.0
27,41.0,43.0,43.0,38.0,40.0,38.0,38.0,42.0,40.0,42.0,43.0,43.0
28,42.0,43.0,43.0,41.0,41.0,41.0,41.0,43.0,42.0,41.0,42.0,42.0
29,43.0,43.0,43.0,41.0,41.0,41.0,41.0,43.0,43.0,41.0,41.0,41.0
30,38.0,40.0,39.0,39.0,40.0,39.0,38.0,38.0,38.0,40.0,41.0,41.0
31,42.0,44.0,44.0,39.0,40.0,39.0,40.0,44.0,42.0,41.0,43.0,43.0
32,43.0,43.0,43.0,40.0,41.0,40.0,41.0,43.0,43.0,42.0,42.0,42.0
33,38.0,38.0,38.0,37.0,38.0,37.0,38.0,39.0,38.0,37.0,38.0,38.0
34,42.0,43.0,43.0,39.0,40.0,39.0,40.0,43.0,42.0,39.0,40.0,40.0
35,42.0,43.0,43.0,39.0,40.0,39.0,40.0,43.0,42.0,39.0,40.0,40.0
36,42.0,43.0,43.0,38.0,40.0,38.0,39.0,42.0,42.0,43.0,42.0,43.0
37,44.0,44.0,44.0,40.0,41.0,40.0,41.0,44.0,44.0,42.0,41.0,42.0
38,44.0,45.0,44.0,40.0,41.0,40.0,41.0,44.0,44.0,41.0,42.0,42.0
39,41.0,42.0,42.0,37.0,39.0,37.0,38.0,41.0,41.0,42.0,42.0,42.0
40,43.0,43.0,43.0,39.0,40.0,39.0,40.0,44.0,43.0,41.0,41.0,41.0
41,43.0,44.0,43.0,39.0,40.0,39.0,40.0,44.0,44.0,40.0,41.0,41.0
42,38.0,39.0,38.0,38.0,39.0,38.0,39.0,39.0,39.0,39.0,40.0,40.0
43,43.0,43.0,43.0,40.0,41.0,40.0,41.0,45.0,43.0,42.0,42.0,42.0
44,43.0,43.0,43.0,40.0,41.0,40.0,41.0,43.0,43.0,41.0,42.0,42.0
45,42.0,44.0,43.0,39.0,41.0,39.0,41.0,43.0,43.0,40.0,45.0,45.0
46,44.0,45.0,44.0,40.0,42.0,40.0,42.0,45.0,45.0,42.0,44.0,44.0
47,44.0,48.0,44.0,40.0,46.0,40.0,46.0,45.0,44.0,42.0,44.0,46.0
48,43.0,47.0,43.0,39.0,45.0,39.0,45.0,43.0,42.0,43.0,45.0,45.0
49,44.0,46.0,44.0,42.0,44.0,42.0,42.0,46.0,45.0,44.0,44.0,44.0
50,44.0,47.0,45.0,42.0,45.0,42.0,45.0,45.0,44.0,44.0,44.0,46.0
51,43.0,45.0,43.0,40.0,45.0,40.0,45.0,43.0,43.0,41.0,44.0,44.0
52,43.0,45.0,44.0,42.0,45.0,42.0,43.0,44.0,43.0,43.0,43.0,44.0
53,44.0,45.0,44.0,42.0,44.0,42.0,44.0,45.0,45.0,45.0,43.0,45.0
54,42.0,46.0,42.0,38.0,44.0,38.0,44.0,43.0,41.0,42.0,44.0,44.0
55,44.0,45.0,44.0,41.0,43.0,41.0,41.0,46.0,44.0,43.0,44.0,44.0
56,43.0,46.0,44.0,41.0,44.0,41.0,44.0,45.0,43.0,43.0,44.0,45.0
57,42.0,44.0,43.0,39.0,44.0,39.0,44.0,42.0,42.0,40.0,44.0,44.0
58,43.0,44.0,43.0,41.0,44.0,41.0,42.0,44.0,42.0,42.0,42.0,43.0
59,44.0,44.0,44.0,41.0,43.0,41.0,43.0,44.0,44.0,44.0,42.0,44.0
