Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,47.0,46.0,46.0,49.0,49.0,49.0,49.0,49.0
1,44.0,46.0,46.0,47.0,50.0,50.0,47.0,51.0
2,45.0,44.0,44.0,51.0,51.0,53.0,51.0,53.0
3,47.0,46.0,46.0,51.0,51.0,49.0,51.0,50.0
4,44.0,46.0,46.0,50.0,51.0,52.0,50.0,52.0
5,45.0,44.0,44.0,52.0,52.0,53.0,52.0,53.0
6,47.0,46.0,46.0,51.0,51.0,49.0,51.0,49.0
7,45.0,46.0,46.0,51.0,51.0,53.0,51.0,53.0
8,45.0,44.0,44.0,52.0,52.0,53.0,52.0,53.0
9,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0
10,50.0,49.0,49.0,52.0,52.0,54.0,52.0,55.0
11,51.0,52.0,52.0,52.0,51.0,53.0,51.0,54.0
12,55.0,54.0,54.0,55.0,55.0,55.0,55.0,56.0
13,50.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0
14,51.0,51.0,51.0,54.0,54.0,52.0,54.0,53.0
15,48.0,47.0,47.0,53.0,53.0,49.0,53.0,49.0
16,50.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0
17,50.0,49.0,49.0,55.0,55.0,51.0,55.0,51.0
18,46.0,45.0,45.0,50.0,50.0,48.0,51.0,49.0
19,43.0,45.0,45.0,50.0,50.0,52.0,50.0,51.0
20,44.0,43.0,43.0,51.0,51.0,52.0,52.0,52.0
21,46.0,46.0,46.0,51.0,51.0,49.0,52.0,48.0
22,44.0,46.0,46.0,50.0,51.0,52.0,51.0,52.0
23,44.0,43.0,43.0,52.0,52.0,52.0,53.0,52.0
24,55.0,55.0,55.0,55.0,55.0,56.0,56.0,55.0
25,50.0,53.0,53.0,52.0,52.0,55.0,53.0,54.0
26,51.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0
27,55.0,54.0,54.0,55.0,55.0,56.0,56.0,55.0
28,50.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0
29,51.0,51.0,51.0,53.0,53.0,53.0,54.0,52.0
30,49.0,47.0,47.0,53.0,53.0,49.0,54.0,48.0
31,50.0,54.0,54.0,53.0,53.0,54.0,54.0,50.0
32,51.0,50.0,50.0,54.0,54.0,52.0,55.0,52.0
33,46.0,45.0,45.0,51.0,51.0,48.0,51.0,48.0
34,43.0,45.0,45.0,51.0,49.0,51.0,50.0,51.0
35,43.0,42.0,42.0,52.0,52.0,51.0,52.0,51.0
36,55.0,56.0,56.0,55.0,55.0,55.0,55.0,56.0
37,51.0,54.0,54.0,52.0,52.0,54.0,53.0,55.0
38,51.0,52.0,52.0,54.0,54.0,53.0,54.0,54.0
39,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0
40,51.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0
41,51.0,51.0,51.0,54.0,54.0,52.0,54.0,53.0
42,48.0,47.0,47.0,53.0,53.0,48.0,53.0,49.0
43,50.0,53.0,53.0,54.0,54.0,53.0,54.0,51.0
44,50.0,49.0,49.0,55.0,55.0,53.0,55.0,53.0
45,57.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0
46,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0
47,57.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0
48,57.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0
49,57.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0
50,58.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0
51,57.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0
52,58.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0
53,59.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0
54,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
55,57.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0
56,58.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0
57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
58,58.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0
59,59.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0
60,50.0,47.0,47.0,55.0,55.0,49.0,55.0,49.0
61,51.0,54.0,54.0,54.0,54.0,54.0,54.0,51.0
62,52.0,51.0,51.0,56.0,56.0,51.0,56.0,51.0
63,45.0,44.0,44.0,49.0,49.0,47.0,50.0,48.0
64,42.0,44.0,44.0,49.0,49.0,51.0,49.0,50.0
65,43.0,42.0,42.0,50.0,50.0,51.0,51.0,51.0
66,46.0,45.0,45.0,50.0,50.0,48.0,51.0,48.0
67,43.0,45.0,45.0,49.0,50.0,52.0,50.0,51.0
68,43.0,42.0,42.0,51.0,51.0,51.0,52.0,51.0
69,54.0,54.0,54.0,54.0,54.0,55.0,55.0,54.0
70,49.0,52.0,52.0,51.0,51.0,54.0,53.0,53.0
71,50.0,51.0,51.0,52.0,52.0,53.0,52.0,52.0
