,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,14.77,13.3,1.54,11.35,111.55,11.39,5.22,11.49,14.6,26.04,5.48,5.15,11.36,5.29,8.95,5.5,2.32,5.49,5.21,7.87,15.47,17.81,5.51,26.79,11.95,2.7,10.77,12.3,11.25,7.04,6.62,2.73,8.66,1.54,9.33,1.95,9.86,8.38,7.76,7.76,2.31,9.24,8.64,10.24,7.76,6.26,43.38,9.65,24.97,11.78,3.19,11.06,20.85,19.39,18.98,29.78,16.96,22.04,17.4,30.84,2.9,4.08,21.97,13.93,11.23,12.76,14.64,34.32,35.26,6.29,16.89,10.07,10.55,7.08,23.0,22.24,13.61,20.5,4.78,12.43,19.4,11.06,8.42,2.16,35.55,19.77,24.81,11.34,15.36,30.43,15.34,111.55,23.28,46.9,7.5,22.07,19.93,12.58,15.56,14.72,18.27,11.02,17.92,11.29,10.29
total time,17.36,13.28,3.8,14.065,113.7,15.94,7.51,14.02,17.07,28.36,7.88,7.65,13.73,7.61,11.3,7.86,4.88,10.05,7.82,10.52,17.8,23.07,8.5,29.58,14.23,4.95,12.95,14.76,13.79,9.2,9.09,5.01,11.09,3.8,11.62,4.22,12.11,11.18,10.18,10.31,4.98,11.49,11.07,12.77,10.16,8.67,45.59,14.11,27.25,14.12,5.54,13.5,23.02,21.78,21.19,32.11,19.54,24.56,21.96,33.44,5.15,6.42,24.69,16.3,13.75,15.01,17.15,36.81,37.48,8.74,20.37,12.45,12.84,9.67,25.77,24.49,15.79,23.12,7.06,14.79,23.99,13.62,10.85,4.52,37.89,22.18,27.37,13.78,19.91,32.64,17.89,113.7,25.56,49.44,9.82,24.3,22.76,14.97,18.14,16.85,20.65,13.48,20.23,14.28,12.63
result,42.89,6.62,27.0,43.0,58.0,50.0,55.0,35.0,38.0,44.0,50.0,46.0,53.0,38.0,41.0,48.0,44.0,45.0,42.0,44.0,40.0,45.99999999999998,51.0,46.00000000000003,41.99999999999999,55.0,51.0,44.0,58.0,40.0,34.0,53.0,45.0,46.0,45.0,50.0,44.0,43.0,47.0,49.0,49.0,36.0,51.00000000000001,38.0,43.0,36.9999999999999,39.0,50.0,46.99999999999998,49.0,45.0,43.0,44.0,41.0,42.00000000000001,27.0,37.0,39.0,31.0,43.0,51.0,46.0,42.0,31.0,45.0,35.0,42.000000000000014,42.0,28.0,49.00000000000001,45.0,46.0,50.0,45.0,45.0,36.0,54.0,30.0,45.0,37.0,45.0,40.0,53.0,54.0,28.0,38.0,39.0,38.0,42.0,41.0,41.0,29.0,40.0,32.0,45.0,40.000000000000014,42.0,42.0,30.0,40.0,37.0,41.0,35.0,49.0,51.0
