Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,49.0,49.0,39.0,50.0,40.0,51.0,50.0,48.0,45.0
1,50.0,50.0,40.0,50.0,41.0,52.0,50.0,51.0,41.0
2,55.0,55.0,43.0,55.0,45.0,57.0,51.0,49.0,42.0
3,50.0,50.0,43.0,51.0,47.0,51.0,50.0,48.0,46.0
4,51.0,51.0,45.0,52.0,48.0,52.0,55.0,50.0,47.0
5,56.0,56.0,45.0,56.0,49.0,57.0,51.0,49.0,45.0
6,48.0,48.0,39.0,49.0,42.0,50.0,48.0,47.0,45.0
7,50.0,50.0,43.0,50.0,43.0,52.0,50.0,50.0,42.0
8,53.0,53.0,45.0,53.0,44.0,51.0,48.0,49.0,46.0
9,49.0,49.0,44.0,49.0,45.0,51.0,54.0,45.0,44.0
10,49.0,49.0,46.0,50.0,46.0,51.0,51.0,49.0,46.0
11,55.0,55.0,46.0,55.0,49.0,57.0,51.0,49.0,42.0
12,48.0,48.0,45.0,49.0,49.0,50.0,53.0,45.0,45.0
13,49.0,49.0,47.0,50.0,50.0,51.0,50.0,48.0,49.0
14,54.0,54.0,47.0,55.0,51.0,56.0,51.0,51.0,46.0
15,48.0,48.0,44.0,48.0,43.0,50.0,48.0,45.0,44.0
16,50.0,50.0,46.0,50.0,44.0,52.0,50.0,49.0,46.0
17,50.0,50.0,46.0,50.0,49.0,52.0,50.0,51.0,46.0
18,50.0,50.0,42.0,51.0,46.0,50.0,49.0,47.0,45.0
19,51.0,51.0,44.0,52.0,48.0,51.0,55.0,49.0,46.0
20,56.0,56.0,48.0,56.0,51.0,56.0,51.0,49.0,46.0
21,49.0,49.0,43.0,50.0,46.0,50.0,48.0,48.0,45.0
22,51.0,51.0,44.0,51.0,48.0,52.0,50.0,49.0,43.0
23,53.0,53.0,49.0,53.0,51.0,51.0,48.0,50.0,47.0
24,50.0,50.0,45.0,50.0,48.0,51.0,54.0,48.0,45.0
25,50.0,50.0,49.0,51.0,51.0,51.0,56.0,48.0,47.0
26,56.0,56.0,49.0,56.0,50.0,57.0,50.0,48.0,44.0
27,49.0,49.0,46.0,50.0,49.0,50.0,53.0,47.0,45.0
28,50.0,50.0,48.0,51.0,50.0,51.0,55.0,48.0,48.0
29,55.0,55.0,50.0,56.0,53.0,56.0,51.0,50.0,48.0
30,49.0,49.0,45.0,49.0,47.0,50.0,48.0,47.0,45.0
31,51.0,51.0,47.0,51.0,49.0,52.0,50.0,48.0,47.0
32,51.0,51.0,49.0,51.0,49.0,52.0,50.0,50.0,49.0
33,46.0,46.0,39.0,47.0,41.0,45.0,44.0,46.0,44.0
34,48.0,48.0,39.0,48.0,43.0,46.0,49.0,46.0,41.0
35,48.0,48.0,44.0,48.0,46.0,50.0,45.0,47.0,45.0
36,47.0,47.0,44.0,47.0,43.0,45.0,49.0,46.0,44.0
37,48.0,48.0,45.0,48.0,46.0,50.0,51.0,47.0,45.0
38,53.0,53.0,50.0,53.0,49.0,51.0,51.0,47.0,45.0
39,46.0,46.0,45.0,47.0,47.0,44.0,48.0,45.0,45.0
40,47.0,47.0,46.0,48.0,50.0,49.0,50.0,47.0,45.0
41,52.0,52.0,51.0,53.0,53.0,50.0,50.0,50.0,49.0
42,46.0,46.0,44.0,46.0,42.0,44.0,43.0,46.0,44.0
43,48.0,48.0,45.0,48.0,44.0,47.0,49.0,46.0,46.0
44,48.0,48.0,50.0,48.0,48.0,49.0,48.0,50.0,50.0
45,42.0,42.0,44.0,42.0,46.0,44.0,47.0,45.0,43.0
46,47.0,47.0,50.0,44.0,49.0,49.0,49.0,46.0,45.0
47,48.0,48.0,46.0,46.0,49.0,50.0,50.0,49.0,42.0
48,42.0,42.0,45.0,42.0,50.0,44.0,48.0,46.0,44.0
49,47.0,47.0,51.0,45.0,53.0,49.0,49.0,48.0,49.0
50,47.0,47.0,47.0,46.0,52.0,49.0,53.0,49.0,46.0
51,43.0,43.0,44.0,42.0,45.0,45.0,49.0,46.0,44.0
52,48.0,48.0,50.0,46.0,48.0,50.0,50.0,49.0,50.0
53,48.0,48.0,46.0,46.0,49.0,50.0,54.0,49.0,46.0
54,41.0,41.0,44.0,41.0,49.0,43.0,47.0,45.0,44.0
55,46.0,46.0,50.0,44.0,52.0,48.0,48.0,47.0,48.0
56,46.0,46.0,46.0,45.0,51.0,48.0,52.0,48.0,49.0
57,42.0,42.0,45.0,41.0,49.0,44.0,48.0,45.0,44.0
58,47.0,47.0,49.0,45.0,51.0,49.0,49.0,48.0,49.0
