Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,47.0,47.0,46.0,45.0,46.0,46.0
1,47.0,47.0,43.0,43.0,43.0,45.0
2,52.0,52.0,48.0,47.0,48.0,49.0
3,49.0,49.0,46.0,47.0,46.0,46.0
4,51.0,51.0,47.0,47.0,47.0,47.0
5,53.0,53.0,51.0,52.0,51.0,50.0
6,47.0,47.0,46.0,47.0,46.0,44.0
7,48.0,48.0,47.0,47.0,47.0,46.0
8,52.0,52.0,51.0,52.0,51.0,50.0
9,46.0,46.0,45.0,46.0,45.0,47.0
10,47.0,47.0,44.0,43.0,44.0,48.0
11,50.0,51.0,47.0,47.0,46.0,51.0
12,46.0,46.0,46.0,47.0,46.0,46.0
13,48.0,48.0,44.0,44.0,44.0,47.0
14,51.0,51.0,47.0,48.0,47.0,50.0
15,47.0,47.0,47.0,48.0,47.0,43.0
16,49.0,49.0,45.0,45.0,45.0,44.0
17,52.0,52.0,48.0,49.0,48.0,47.0
18,49.0,49.0,46.0,47.0,46.0,45.0
19,51.0,51.0,47.0,47.0,47.0,47.0
20,52.0,52.0,51.0,52.0,51.0,50.0
21,48.0,48.0,46.0,47.0,46.0,43.0
22,48.0,48.0,47.0,47.0,47.0,45.0
23,53.0,53.0,51.0,52.0,51.0,49.0
24,47.0,47.0,45.0,46.0,45.0,46.0
25,49.0,49.0,44.0,43.0,44.0,48.0
26,51.0,52.0,47.0,47.0,46.0,52.0
27,47.0,47.0,46.0,47.0,46.0,45.0
28,49.0,49.0,44.0,44.0,44.0,47.0
29,52.0,52.0,47.0,48.0,47.0,51.0
30,48.0,48.0,47.0,48.0,47.0,42.0
31,50.0,50.0,45.0,45.0,45.0,44.0
32,53.0,53.0,48.0,49.0,48.0,48.0
33,44.0,44.0,44.0,42.0,44.0,44.0
34,44.0,44.0,45.0,43.0,45.0,45.0
35,49.0,49.0,49.0,47.0,49.0,48.0
36,44.0,44.0,43.0,42.0,43.0,47.0
37,46.0,46.0,44.0,44.0,44.0,48.0
38,47.0,48.0,47.0,46.0,46.0,50.0
39,44.0,44.0,43.0,42.0,43.0,46.0
40,45.0,45.0,44.0,44.0,44.0,47.0
41,48.0,48.0,47.0,47.0,47.0,49.0
42,44.0,44.0,44.0,43.0,44.0,43.0
43,46.0,46.0,45.0,45.0,45.0,44.0
44,49.0,49.0,48.0,48.0,48.0,47.0
45,44.0,44.0,41.0,41.0,40.0,46.0
46,46.0,46.0,46.0,47.0,46.0,46.0
47,46.0,46.0,45.0,46.0,45.0,48.0
48,45.0,45.0,41.0,42.0,41.0,45.0
49,47.0,47.0,47.0,48.0,47.0,45.0
50,47.0,47.0,46.0,47.0,46.0,48.0
51,44.0,44.0,42.0,43.0,42.0,45.0
52,46.0,46.0,45.0,44.0,45.0,45.0
53,46.0,47.0,47.0,47.0,46.0,49.0
54,44.0,44.0,40.0,41.0,40.0,44.0
55,46.0,46.0,46.0,47.0,46.0,44.0
56,46.0,46.0,45.0,46.0,45.0,48.0
57,44.0,44.0,41.0,42.0,41.0,44.0
58,45.0,45.0,44.0,43.0,44.0,44.0
59,46.0,46.0,46.0,47.0,46.0,48.0
60,43.0,43.0,42.0,43.0,42.0,42.0
61,45.0,45.0,44.0,44.0,44.0,42.0
62,47.0,47.0,47.0,48.0,47.0,44.0
63,48.0,48.0,45.0,46.0,45.0,45.0
64,50.0,50.0,46.0,46.0,46.0,47.0
65,51.0,51.0,50.0,51.0,50.0,50.0
66,47.0,47.0,45.0,46.0,45.0,43.0
