0,51.0
1,52.0
2,52.0
3,52.0
4,52.0
5,53.0
6,52.0
7,52.0
8,53.0
9,57.0
10,52.0
11,54.0
12,56.0
13,53.0
14,54.0
15,56.0
16,54.0
17,54.0
18,51.0
19,52.0
20,52.0
21,52.0
22,52.0
23,53.0
24,60.0
25,52.0
26,54.0
27,59.0
28,52.0
29,53.0
30,55.0
31,53.0
32,54.0
33,52.0
34,52.0
35,53.0
36,61.0
37,53.0
38,55.0
39,60.0
40,53.0
41,54.0
42,56.0
43,54.0
44,55.0
45,58.0
46,56.0
47,55.0
48,61.0
49,61.0
50,61.0
51,62.0
52,61.0
53,62.0
54,60.0
55,60.0
56,60.0
57,61.0
58,60.0
59,61.0
60,58.0
61,58.0
62,62.0
63,51.0
64,51.0
65,51.0
66,51.0
67,52.0
68,52.0
69,59.0
70,52.0
71,54.0
72,58.0
73,51.0
74,53.0
75,55.0
76,52.0
77,54.0
78,51.0
79,52.0
80,52.0
81,60.0
82,52.0
83,54.0
84,59.0
85,52.0
86,53.0
87,55.0
88,53.0
89,54.0
90,60.0
91,55.0
92,54.0
93,62.0
94,61.0
95,62.0
96,63.0
97,62.0
98,63.0
99,61.0
100,60.0
101,61.0
102,62.0
103,61.0
104,62.0
105,57.0
106,57.0
107,61.0
108,51.0
109,52.0
110,53.0
111,60.0
112,53.0
113,55.0
114,59.0
115,53.0
116,54.0
117,56.0
118,53.0
119,55.0
120,61.0
121,56.0
122,55.0
123,61.0
124,62.0
125,62.0
126,62.0
127,63.0
128,63.0
129,60.0
130,61.0
131,61.0
132,61.0
133,62.0
134,62.0
135,57.0
136,58.0
137,58.0
138,61.0
139,61.0
140,58.0
141,62.0
142,62.0
143,62.0
144,63.0
145,63.0
146,63.0
147,62.0
148,62.0
149,63.0
150,63.0
151,63.0
152,64.0
153,61.0
154,63.0
155,65.0
156,61.0
157,61.0
158,62.0
159,62.0
160,62.0
161,63.0
162,60.0
163,62.0
164,64.0
165,57.0
166,58.0
167,58.0
