Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,48.0,46.0,46.0,47.0,48.0
1,48.0,49.0,49.0,48.0,48.0
2,53.0,51.0,51.0,52.0,53.0
3,47.0,46.0,45.0,46.0,48.0
4,48.0,49.0,49.0,48.0,49.0
5,52.0,50.0,51.0,51.0,52.0
6,48.0,47.0,46.0,47.0,48.0
7,48.0,48.0,48.0,49.0,50.0
8,53.0,50.0,51.0,52.0,51.0
9,48.0,47.0,46.0,46.0,49.0
10,51.0,50.0,51.0,49.0,51.0
11,53.0,51.0,51.0,52.0,53.0
12,47.0,46.0,45.0,46.0,48.0
13,50.0,49.0,50.0,48.0,50.0
14,53.0,51.0,51.0,52.0,53.0
15,47.0,46.0,46.0,46.0,47.0
16,48.0,47.0,47.0,48.0,48.0
17,51.0,49.0,50.0,51.0,49.0
18,50.0,48.0,48.0,49.0,47.0
19,47.0,48.0,48.0,47.0,48.0
20,51.0,50.0,50.0,51.0,52.0
21,51.0,49.0,49.0,50.0,48.0
22,48.0,47.0,47.0,48.0,49.0
23,52.0,51.0,51.0,51.0,53.0
24,48.0,46.0,45.0,46.0,48.0
25,51.0,51.0,50.0,51.0,53.0
26,52.0,51.0,51.0,51.0,52.0
27,47.0,45.0,44.0,45.0,47.0
28,50.0,51.0,49.0,50.0,53.0
29,52.0,50.0,50.0,51.0,52.0
30,47.0,45.0,45.0,46.0,47.0
31,48.0,47.0,46.0,47.0,49.0
32,50.0,50.0,50.0,50.0,50.0
33,49.0,50.0,48.0,48.0,49.0
34,49.0,48.0,47.0,48.0,50.0
35,51.0,52.0,51.0,50.0,54.0
36,49.0,47.0,46.0,46.0,49.0
37,51.0,52.0,51.0,50.0,54.0
38,53.0,51.0,51.0,52.0,51.0
39,48.0,46.0,45.0,46.0,48.0
40,50.0,52.0,50.0,49.0,54.0
41,53.0,50.0,51.0,52.0,50.0
42,48.0,46.0,46.0,47.0,48.0
43,49.0,48.0,47.0,48.0,50.0
44,50.0,50.0,50.0,49.0,50.0
45,50.0,48.0,45.0,46.0,50.0
46,51.0,51.0,51.0,48.0,51.0
47,53.0,51.0,51.0,52.0,53.0
48,50.0,48.0,45.0,46.0,50.0
49,50.0,50.0,50.0,47.0,50.0
50,53.0,51.0,51.0,52.0,53.0
51,48.0,46.0,46.0,47.0,48.0
52,50.0,50.0,50.0,48.0,50.0
53,51.0,49.0,50.0,51.0,51.0
54,49.0,47.0,44.0,45.0,49.0
55,49.0,49.0,49.0,46.0,49.0
56,52.0,50.0,50.0,51.0,52.0
57,47.0,45.0,45.0,46.0,47.0
58,49.0,49.0,49.0,47.0,49.0
59,51.0,48.0,50.0,51.0,50.0
60,47.0,45.0,45.0,46.0,47.0
61,48.0,47.0,46.0,48.0,48.0
62,48.0,46.0,47.0,48.0,48.0
