Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,46.0,46.0,46.0,49.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0
1,48.0,48.0,48.0,46.0,45.0,45.0,45.0,45.0,47.0,48.0,48.0,46.0,46.0,46.0,48.0,48.0
2,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,42.0,46.0,46.0,45.0,45.0,45.0,48.0,48.0
3,51.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0
4,53.0,53.0,53.0,51.0,50.0,50.0,50.0,50.0,52.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0
5,51.0,51.0,51.0,50.0,49.0,49.0,49.0,49.0,47.0,51.0,51.0,50.0,50.0,50.0,53.0,53.0
6,47.0,47.0,47.0,50.0,49.0,49.0,49.0,49.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0
7,49.0,49.0,49.0,46.0,46.0,46.0,46.0,46.0,46.0,49.0,49.0,47.0,47.0,47.0,48.0,48.0
8,45.0,45.0,46.0,46.0,47.0,47.0,47.0,47.0,42.0,45.0,46.0,45.0,44.0,44.0,48.0,48.0
9,50.0,50.0,50.0,54.0,49.0,49.0,49.0,49.0,52.0,50.0,50.0,52.0,52.0,52.0,54.0,54.0
10,52.0,52.0,52.0,50.0,49.0,49.0,49.0,49.0,50.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0
11,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,46.0,49.0,49.0,48.0,48.0,48.0,50.0,50.0
12,51.0,51.0,51.0,53.0,50.0,50.0,50.0,50.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0
13,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,49.0,51.0,51.0,49.0,49.0,49.0,51.0,51.0
14,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0,48.0,48.0,50.0,50.0,50.0,49.0,49.0
15,49.0,49.0,49.0,54.0,51.0,51.0,51.0,51.0,48.0,47.0,47.0,48.0,48.0,48.0,52.0,52.0
