Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,54.0,48.0,48.0,60.0,60.0,58.0,58.0,60.0,60.0
1,49.0,47.0,47.0,58.0,58.0,58.0,58.0,54.0,54.0
2,53.0,47.0,47.0,58.0,58.0,59.0,59.0,59.0,59.0
3,55.0,54.0,54.0,60.0,60.0,59.0,59.0,61.0,61.0
4,52.0,51.0,48.0,58.0,58.0,58.0,58.0,62.0,62.0
5,54.0,52.0,52.0,57.0,57.0,58.0,58.0,66.0,66.0
6,55.0,55.0,55.0,61.0,61.0,59.0,59.0,61.0,61.0
7,49.0,52.0,49.0,58.0,58.0,59.0,59.0,63.0,63.0
8,53.0,53.0,53.0,58.0,58.0,58.0,58.0,67.0,67.0
9,51.0,50.0,50.0,58.0,58.0,58.0,58.0,62.0,62.0
10,50.0,47.0,47.0,59.0,58.0,58.0,59.0,52.0,53.0
11,50.0,49.0,49.0,57.0,56.0,58.0,58.0,58.0,58.0
12,53.0,53.0,53.0,57.0,57.0,57.0,57.0,61.0,61.0
13,49.0,51.0,49.0,58.0,58.0,58.0,58.0,52.0,52.0
14,52.0,53.0,53.0,56.0,56.0,57.0,57.0,57.0,57.0
15,54.0,54.0,54.0,53.0,53.0,53.0,53.0,61.0,61.0
16,50.0,52.0,50.0,59.0,59.0,59.0,59.0,53.0,53.0
17,53.0,54.0,54.0,57.0,57.0,57.0,57.0,57.0,57.0
18,55.0,54.0,54.0,61.0,61.0,60.0,60.0,60.0,60.0
19,53.0,52.0,52.0,62.0,62.0,62.0,62.0,62.0,62.0
20,54.0,52.0,52.0,65.0,65.0,65.0,65.0,66.0,66.0
21,55.0,55.0,55.0,62.0,62.0,60.0,60.0,61.0,61.0
22,53.0,53.0,53.0,63.0,63.0,63.0,63.0,63.0,63.0
23,53.0,53.0,53.0,66.0,66.0,66.0,66.0,67.0,67.0
24,54.0,55.0,55.0,61.0,61.0,61.0,61.0,61.0,61.0
25,52.0,52.0,52.0,58.0,57.0,57.0,58.0,56.0,56.0
26,55.0,55.0,55.0,57.0,56.0,57.0,57.0,57.0,57.0
27,54.0,55.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0
28,55.0,55.0,55.0,57.0,57.0,57.0,57.0,55.0,55.0
29,59.0,59.0,59.0,56.0,56.0,56.0,56.0,56.0,56.0
30,55.0,56.0,56.0,60.0,60.0,60.0,60.0,61.0,61.0
31,56.0,56.0,56.0,58.0,58.0,58.0,58.0,53.0,53.0
32,60.0,60.0,60.0,57.0,57.0,57.0,57.0,57.0,57.0
33,55.0,55.0,55.0,61.0,61.0,61.0,61.0,61.0,61.0
34,53.0,53.0,53.0,62.0,62.0,62.0,62.0,62.0,62.0
35,53.0,53.0,53.0,66.0,66.0,66.0,66.0,66.0,66.0
36,55.0,55.0,55.0,61.0,61.0,61.0,61.0,60.0,60.0
37,53.0,53.0,53.0,54.0,54.0,57.0,57.0,57.0,57.0
38,56.0,56.0,56.0,58.0,57.0,57.0,58.0,56.0,57.0
39,55.0,55.0,55.0,60.0,60.0,60.0,60.0,59.0,59.0
40,56.0,56.0,56.0,53.0,53.0,56.0,56.0,56.0,56.0
41,60.0,60.0,60.0,57.0,57.0,57.0,57.0,57.0,57.0
42,56.0,56.0,56.0,60.0,60.0,60.0,60.0,60.0,60.0
43,57.0,57.0,57.0,54.0,54.0,54.0,54.0,53.0,53.0
44,61.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0
45,50.0,50.0,50.0,54.0,54.0,54.0,54.0,51.0,51.0
