Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,46.0,46.0,48.0,47.0,49.0,49.0
1,50.0,50.0,49.0,46.0,51.0,49.0
2,52.0,52.0,49.0,48.0,52.0,49.0
3,46.0,47.0,52.0,47.0,50.0,52.0
4,51.0,51.0,51.0,48.0,51.0,50.0
5,52.0,52.0,53.0,49.0,51.0,49.0
6,47.0,48.0,49.0,47.0,50.0,53.0
7,51.0,51.0,51.0,47.0,51.0,51.0
8,52.0,52.0,53.0,48.0,52.0,50.0
9,46.0,46.0,47.0,48.0,48.0,49.0
10,48.0,49.0,48.0,48.0,51.0,49.0
11,51.0,51.0,52.0,50.0,50.0,49.0
12,45.0,45.0,47.0,47.0,47.0,48.0
13,48.0,48.0,49.0,48.0,50.0,52.0
14,51.0,51.0,51.0,52.0,49.0,52.0
15,46.0,46.0,46.0,47.0,48.0,48.0
16,49.0,49.0,49.0,49.0,50.0,50.0
17,52.0,52.0,52.0,53.0,50.0,50.0
18,46.0,48.0,52.0,49.0,50.0,52.0
19,51.0,51.0,51.0,48.0,51.0,49.0
20,52.0,52.0,54.0,49.0,53.0,48.0
21,47.0,49.0,49.0,49.0,51.0,53.0
22,50.0,51.0,51.0,46.0,52.0,50.0
23,52.0,52.0,55.0,49.0,54.0,49.0
24,46.0,47.0,49.0,48.0,49.0,51.0
25,49.0,49.0,50.0,48.0,50.0,48.0
26,51.0,51.0,52.0,50.0,51.0,49.0
27,45.0,46.0,48.0,47.0,48.0,50.0
28,49.0,49.0,49.0,49.0,49.0,52.0
29,51.0,51.0,51.0,52.0,50.0,51.0
30,46.0,47.0,49.0,47.0,49.0,51.0
31,50.0,50.0,50.0,50.0,50.0,50.0
32,52.0,52.0,52.0,53.0,51.0,49.0
33,48.0,50.0,50.0,47.0,52.0,54.0
34,51.0,52.0,51.0,47.0,53.0,50.0
35,49.0,52.0,56.0,48.0,55.0,49.0
36,44.0,48.0,50.0,49.0,50.0,52.0
37,50.0,50.0,51.0,48.0,51.0,49.0
38,49.0,50.0,53.0,49.0,52.0,50.0
39,43.0,47.0,49.0,48.0,49.0,51.0
40,50.0,50.0,50.0,50.0,50.0,53.0
41,48.0,49.0,52.0,50.0,51.0,52.0
42,44.0,48.0,50.0,46.0,50.0,52.0
43,51.0,51.0,51.0,51.0,51.0,51.0
44,49.0,50.0,53.0,51.0,52.0,50.0
45,47.0,47.0,48.0,47.0,50.0,48.0
46,48.0,48.0,49.0,49.0,50.0,48.0
47,48.0,48.0,50.0,49.0,50.0,49.0
48,47.0,47.0,48.0,48.0,50.0,48.0
49,48.0,48.0,49.0,52.0,49.0,51.0
50,48.0,48.0,49.0,53.0,50.0,52.0
51,43.0,44.0,47.0,49.0,48.0,48.0
52,49.0,49.0,50.0,51.0,50.0,49.0
53,49.0,48.0,50.0,50.0,50.0,49.0
54,46.0,46.0,47.0,47.0,49.0,47.0
55,47.0,47.0,48.0,51.0,48.0,50.0
56,47.0,47.0,48.0,52.0,49.0,51.0
57,42.0,43.0,46.0,48.0,47.0,48.0
58,48.0,48.0,49.0,50.0,49.0,51.0
59,48.0,48.0,49.0,49.0,49.0,51.0
60,43.0,44.0,46.0,45.0,47.0,47.0
61,48.0,48.0,48.0,49.0,49.0,49.0
62,49.0,49.0,49.0,49.0,49.0,49.0
63,45.0,47.0,51.0,49.0,49.0,51.0
64,50.0,50.0,50.0,47.0,50.0,48.0
65,51.0,51.0,53.0,49.0,53.0,47.0
66,46.0,48.0,49.0,49.0,50.0,52.0
67,49.0,50.0,50.0,45.0,51.0,49.0
68,51.0,51.0,54.0,49.0,54.0,48.0
69,45.0,46.0,48.0,48.0,48.0,50.0
70,48.0,48.0,49.0,48.0,49.0,47.0
71,50.0,50.0,51.0,49.0,52.0,48.0
72,45.0,45.0,47.0,47.0,47.0,49.0
73,48.0,48.0,48.0,49.0,48.0,51.0
74,50.0,50.0,50.0,51.0,51.0,50.0
75,46.0,46.0,48.0,47.0,48.0,50.0
76,49.0,49.0,49.0,49.0,49.0,49.0
77,51.0,51.0,51.0,52.0,50.0,48.0
78,47.0,49.0,49.0,46.0,51.0,53.0
79,50.0,51.0,51.0,46.0,52.0,49.0
80,49.0,51.0,55.0,47.0,55.0,49.0
81,43.0,47.0,49.0,49.0,49.0,51.0
82,49.0,49.0,50.0,47.0,50.0,48.0
83,48.0,49.0,52.0,48.0,53.0,49.0
84,42.0,46.0,48.0,48.0,48.0,50.0
85,49.0,49.0,49.0,49.0,49.0,52.0
86,47.0,48.0,51.0,49.0,52.0,51.0
87,43.0,47.0,49.0,45.0,49.0,51.0
88,50.0,50.0,50.0,50.0,50.0,50.0
89,48.0,49.0,52.0,50.0,51.0,49.0
90,46.0,46.0,47.0,47.0,49.0,48.0
91,52.0,52.0,48.0,48.0,52.0,47.0
92,48.0,48.0,49.0,48.0,50.0,48.0
93,46.0,46.0,47.0,48.0,49.0,48.0
94,52.0,52.0,49.0,51.0,52.0,51.0
95,48.0,48.0,48.0,52.0,49.0,51.0
96,43.0,43.0,48.0,48.0,48.0,48.0
97,49.0,48.0,50.0,51.0,50.0,49.0
98,48.0,47.0,49.0,50.0,50.0,49.0
99,45.0,45.0,46.0,47.0,48.0,47.0
100,51.0,51.0,48.0,50.0,51.0,50.0
101,47.0,47.0,47.0,51.0,48.0,50.0
102,42.0,42.0,47.0,47.0,48.0,48.0
103,48.0,47.0,49.0,50.0,49.0,51.0
104,47.0,47.0,48.0,49.0,49.0,50.0
105,43.0,43.0,46.0,44.0,47.0,48.0
106,48.0,47.0,48.0,49.0,49.0,49.0
107,48.0,48.0,48.0,48.0,48.0,49.0
108,44.0,46.0,49.0,44.0,52.0,49.0
109,50.0,50.0,50.0,47.0,51.0,48.0
110,50.0,50.0,53.0,45.0,52.0,48.0
111,44.0,44.0,49.0,49.0,49.0,49.0
