Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,49.0,48.0,49.0,48.0,49.0,48.0,44.0,48.0,49.0,49.0
1,48.0,47.0,49.0,46.0,49.0,49.0,46.0,47.0,49.0,48.0
2,48.0,48.0,51.0,48.0,48.0,48.0,46.0,49.0,51.0,51.0
3,49.0,48.0,49.0,49.0,51.0,48.0,47.0,49.0,49.0,48.0
4,49.0,48.0,50.0,47.0,51.0,50.0,47.0,48.0,49.0,50.0
5,51.0,50.0,51.0,49.0,51.0,50.0,48.0,51.0,51.0,52.0
6,50.0,48.0,49.0,49.0,50.0,48.0,47.0,48.0,49.0,49.0
7,50.0,48.0,50.0,48.0,52.0,48.0,48.0,49.0,50.0,51.0
8,51.0,50.0,52.0,49.0,51.0,50.0,49.0,52.0,52.0,51.0
9,50.0,47.0,50.0,46.0,50.0,47.0,46.0,50.0,50.0,49.0
10,45.0,45.0,48.0,46.0,46.0,45.0,46.0,48.0,48.0,47.0
11,47.0,46.0,49.0,48.0,47.0,46.0,46.0,49.0,49.0,51.0
12,49.0,46.0,49.0,47.0,51.0,48.0,47.0,49.0,49.0,48.0
13,44.0,44.0,47.0,45.0,45.0,45.0,45.0,47.0,47.0,47.0
14,46.0,45.0,48.0,47.0,48.0,45.0,45.0,48.0,48.0,51.0
15,48.0,47.0,48.0,46.0,50.0,49.0,46.0,46.0,48.0,48.0
16,45.0,45.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0,47.0
17,46.0,46.0,47.0,46.0,47.0,46.0,46.0,48.0,47.0,48.0
18,49.0,48.0,48.0,48.0,50.0,47.0,47.0,48.0,48.0,49.0
19,50.0,49.0,49.0,49.0,50.0,49.0,49.0,49.0,49.0,50.0
20,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
21,49.0,48.0,48.0,48.0,49.0,48.0,48.0,48.0,48.0,50.0
22,51.0,49.0,50.0,48.0,51.0,48.0,48.0,50.0,50.0,50.0
23,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0
24,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0
