Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,53.0,53.0,56.0,42.0,43.0,42.0,42.0,42.0,42.0,53.0,47.0,42.0,49.0,42.0,42.0,45.0
1,50.0,47.0,47.0,45.0,46.0,45.0,45.0,45.0,45.0,50.0,47.0,45.0,50.0,47.0,47.0,46.0
2,51.0,48.0,48.0,46.0,47.0,46.0,46.0,46.0,46.0,51.0,51.0,46.0,51.0,46.0,46.0,46.0
3,52.0,52.0,55.0,42.0,42.0,42.0,42.0,42.0,42.0,52.0,48.0,42.0,48.0,42.0,41.0,47.0
4,51.0,48.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,51.0,51.0,45.0,51.0,46.0,46.0,46.0
5,51.0,48.0,49.0,46.0,46.0,46.0,46.0,46.0,46.0,51.0,51.0,46.0,51.0,46.0,46.0,46.0
6,53.0,53.0,53.0,43.0,43.0,43.0,43.0,43.0,43.0,53.0,48.0,43.0,49.0,42.0,42.0,46.0
7,49.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0,48.0,46.0,50.0,47.0,47.0,47.0
8,49.0,48.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,47.0,51.0,44.0,44.0,47.0
9,54.0,53.0,52.0,50.0,51.0,50.0,50.0,50.0,50.0,54.0,53.0,50.0,53.0,49.0,49.0,49.0
10,56.0,55.0,47.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0
11,55.0,54.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,54.0,53.0,55.0,53.0,53.0,52.0
12,53.0,53.0,52.0,49.0,50.0,49.0,49.0,49.0,49.0,53.0,52.0,49.0,52.0,49.0,48.0,49.0
13,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
14,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0
15,52.0,52.0,52.0,43.0,43.0,43.0,43.0,43.0,43.0,52.0,48.0,43.0,48.0,43.0,43.0,48.0
16,56.0,56.0,56.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0,48.0,46.0,50.0,48.0,48.0,49.0
17,53.0,53.0,53.0,47.0,47.0,47.0,47.0,47.0,47.0,49.0,50.0,47.0,50.0,46.0,46.0,49.0
18,51.0,51.0,54.0,41.0,41.0,41.0,41.0,41.0,41.0,51.0,47.0,41.0,47.0,42.0,42.0,46.0
