Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,43.0,41.0,41.0,40.0
1,39.0,45.0,45.0,45.0
2,45.0,45.0,45.0,45.0
3,43.0,42.0,42.0,42.0
4,44.0,45.0,45.0,45.0
5,46.0,46.0,46.0,46.0
6,41.0,43.0,43.0,43.0
7,43.0,43.0,43.0,43.0
8,47.0,45.0,45.0,45.0
9,47.0,43.0,43.0,43.0
10,46.0,44.0,44.0,44.0
11,46.0,44.0,44.0,44.0
12,46.0,42.0,42.0,42.0
13,45.0,43.0,43.0,43.0
14,45.0,43.0,43.0,43.0
15,40.0,41.0,41.0,41.0
16,40.0,43.0,43.0,43.0
17,44.0,44.0,44.0,44.0
18,43.0,43.0,43.0,43.0
19,44.0,45.0,45.0,45.0
20,45.0,46.0,46.0,46.0
21,41.0,44.0,44.0,44.0
22,44.0,44.0,44.0,44.0
23,46.0,46.0,46.0,46.0
24,47.0,45.0,45.0,45.0
25,46.0,44.0,44.0,44.0
26,46.0,46.0,46.0,46.0
27,46.0,44.0,44.0,44.0
28,45.0,43.0,43.0,43.0
29,45.0,45.0,45.0,45.0
30,41.0,43.0,43.0,43.0
31,40.0,43.0,43.0,43.0
32,45.0,44.0,44.0,44.0
33,39.0,42.0,42.0,42.0
34,41.0,43.0,43.0,43.0
35,41.0,43.0,43.0,43.0
36,43.0,43.0,43.0,43.0
37,41.0,45.0,45.0,45.0
38,47.0,44.0,44.0,44.0
39,42.0,42.0,42.0,42.0
40,40.0,44.0,44.0,44.0
41,46.0,43.0,43.0,43.0
42,39.0,43.0,43.0,43.0
43,41.0,43.0,43.0,43.0
44,44.0,42.0,43.0,42.0
45,48.0,45.0,45.0,45.0
46,44.0,44.0,44.0,44.0
47,44.0,44.0,44.0,44.0
48,48.0,45.0,45.0,45.0
49,44.0,43.0,43.0,43.0
50,44.0,44.0,44.0,44.0
51,43.0,43.0,43.0,43.0
52,42.0,44.0,44.0,44.0
53,42.0,42.0,42.0,42.0
54,47.0,44.0,44.0,44.0
55,43.0,42.0,42.0,42.0
56,43.0,43.0,43.0,43.0
57,42.0,42.0,42.0,42.0
58,41.0,43.0,43.0,43.0
59,41.0,41.0,41.0,41.0
60,41.0,39.0,39.0,39.0
61,39.0,41.0,41.0,41.0
62,40.0,41.0,41.0,41.0
63,42.0,43.0,43.0,43.0
64,43.0,45.0,45.0,45.0
65,44.0,45.0,45.0,45.0
66,41.0,44.0,44.0,44.0
67,43.0,45.0,45.0,45.0
68,45.0,45.0,45.0,45.0
69,46.0,44.0,44.0,44.0
70,45.0,46.0,46.0,46.0
71,45.0,46.0,46.0,46.0
72,45.0,43.0,43.0,43.0
73,44.0,45.0,45.0,45.0
74,44.0,45.0,45.0,45.0
75,41.0,43.0,43.0,43.0
76,39.0,43.0,43.0,43.0
77,44.0,45.0,45.0,45.0
78,38.0,43.0,43.0,43.0
79,40.0,44.0,44.0,44.0
80,40.0,44.0,44.0,44.0
81,43.0,45.0,45.0,45.0
82,40.0,47.0,47.0,47.0
83,46.0,43.0,43.0,43.0
84,42.0,44.0,44.0,44.0
85,39.0,46.0,46.0,46.0
86,45.0,45.0,45.0,45.0
87,39.0,44.0,44.0,44.0
88,40.0,44.0,44.0,44.0
89,45.0,46.0,46.0,46.0
90,47.0,44.0,44.0,44.0
91,44.0,44.0,44.0,44.0
92,44.0,43.0,43.0,43.0
93,47.0,44.0,44.0,44.0
94,44.0,43.0,43.0,43.0
95,44.0,43.0,43.0,43.0
96,43.0,45.0,45.0,45.0
97,42.0,44.0,44.0,44.0
98,42.0,42.0,42.0,42.0
99,46.0,43.0,43.0,43.0
100,43.0,42.0,42.0,42.0
101,43.0,42.0,42.0,42.0
102,42.0,44.0,44.0,44.0
103,41.0,43.0,43.0,43.0
104,41.0,41.0,41.0,41.0
105,40.0,42.0,42.0,42.0
106,39.0,43.0,43.0,43.0
107,40.0,42.0,42.0,42.0
108,35.0,42.0,42.0,42.0
109,37.0,43.0,43.0,43.0
110,37.0,42.0,42.0,42.0
111,38.0,43.0,43.0,43.0
112,37.0,45.0,45.0,45.0
113,39.0,44.0,44.0,44.0
114,37.0,42.0,42.0,42.0
115,36.0,44.0,44.0,44.0
116,40.0,44.0,44.0,44.0
117,35.0,43.0,43.0,43.0
118,37.0,45.0,45.0,45.0
119,41.0,45.0,45.0,45.0
120,44.0,43.0,43.0,43.0
121,39.0,45.0,45.0,45.0
122,42.0,44.0,44.0,44.0
123,44.0,45.0,45.0,45.0
124,41.0,44.0,44.0,44.0
125,41.0,44.0,44.0,44.0
126,38.0,46.0,46.0,46.0
127,42.0,45.0,45.0,45.0
128,41.0,43.0,43.0,43.0
129,43.0,44.0,44.0,44.0
130,40.0,43.0,43.0,43.0
131,40.0,43.0,43.0,43.0
132,37.0,45.0,45.0,45.0
133,41.0,44.0,44.0,44.0
134,40.0,42.0,42.0,42.0
135,38.0,43.0,43.0,43.0
136,37.0,44.0,44.0,44.0
137,41.0,43.0,43.0,43.0
138,43.0,43.0,43.0,43.0
139,39.0,43.0,43.0,43.0
140,41.0,43.0,43.0,43.0
141,43.0,43.0,43.0,43.0
142,42.0,44.0,44.0,44.0
143,42.0,43.0,43.0,43.0
144,43.0,43.0,43.0,43.0
145,43.0,45.0,45.0,45.0
146,43.0,43.0,43.0,43.0
147,42.0,43.0,43.0,43.0
148,42.0,46.0,46.0,46.0
149,42.0,43.0,43.0,43.0
150,43.0,43.0,43.0,43.0
151,43.0,47.0,47.0,47.0
152,43.0,44.0,44.0,44.0
153,37.0,43.0,43.0,43.0
154,41.0,45.0,45.0,45.0
155,38.0,44.0,44.0,44.0
156,41.0,42.0,42.0,42.0
157,41.0,45.0,45.0,45.0
158,41.0,42.0,42.0,42.0
159,42.0,42.0,42.0,42.0
160,42.0,46.0,46.0,46.0
161,42.0,43.0,43.0,43.0
162,39.0,42.0,42.0,42.0
163,40.0,44.0,44.0,44.0
164,41.0,43.0,43.0,43.0
165,38.0,40.0,40.0,40.0
166,40.0,41.0,41.0,41.0
167,40.0,42.0,42.0,42.0
