Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,46.0,43.0,43.0,43.0,43.0
1,44.0,44.0,44.0,43.0,44.0
2,44.0,47.0,44.0,43.0,47.0
3,46.0,43.0,43.0,43.0,43.0
4,44.0,44.0,44.0,43.0,44.0
5,45.0,47.0,47.0,47.0,47.0
6,46.0,43.0,43.0,43.0,43.0
7,44.0,44.0,44.0,43.0,44.0
8,45.0,46.0,44.0,44.0,46.0
9,44.0,44.0,44.0,44.0,46.0
10,45.0,42.0,43.0,43.0,44.0
11,45.0,46.0,46.0,46.0,46.0
12,45.0,44.0,44.0,44.0,45.0
13,46.0,41.0,43.0,43.0,43.0
14,46.0,45.0,45.0,45.0,45.0
15,45.0,42.0,43.0,42.0,42.0
16,46.0,41.0,44.0,44.0,41.0
17,46.0,44.0,43.0,43.0,44.0
18,45.0,44.0,45.0,45.0,44.0
19,43.0,44.0,46.0,46.0,44.0
20,44.0,47.0,46.0,46.0,47.0
21,45.0,45.0,46.0,46.0,45.0
22,44.0,45.0,47.0,47.0,45.0
23,44.0,47.0,47.0,47.0,47.0
24,44.0,45.0,45.0,45.0,45.0
25,45.0,45.0,45.0,44.0,45.0
26,45.0,45.0,45.0,45.0,45.0
27,46.0,44.0,44.0,44.0,44.0
28,47.0,44.0,44.0,43.0,44.0
29,47.0,44.0,44.0,44.0,44.0
30,45.0,43.0,42.0,42.0,43.0
31,47.0,43.0,43.0,43.0,43.0
32,47.0,44.0,43.0,43.0,44.0
33,45.0,42.0,43.0,42.0,42.0
34,43.0,46.0,43.0,44.0,46.0
35,44.0,47.0,45.0,45.0,47.0
36,44.0,43.0,44.0,43.0,43.0
37,45.0,46.0,44.0,44.0,46.0
38,45.0,45.0,43.0,44.0,45.0
39,45.0,42.0,43.0,42.0,42.0
40,46.0,45.0,43.0,43.0,45.0
41,46.0,44.0,43.0,43.0,44.0
42,45.0,42.0,43.0,42.0,42.0
43,46.0,44.0,44.0,43.0,44.0
44,46.0,43.0,44.0,44.0,43.0
45,44.0,42.0,41.0,41.0,43.0
46,45.0,43.0,43.0,43.0,44.0
47,45.0,44.0,44.0,44.0,44.0
48,45.0,44.0,44.0,44.0,44.0
49,46.0,44.0,44.0,44.0,44.0
50,46.0,46.0,46.0,46.0,46.0
51,46.0,42.0,43.0,42.0,43.0
52,46.0,44.0,44.0,44.0,45.0
53,46.0,43.0,43.0,43.0,45.0
54,45.0,43.0,43.0,43.0,43.0
55,46.0,43.0,43.0,43.0,44.0
56,46.0,45.0,45.0,45.0,45.0
57,45.0,41.0,42.0,41.0,44.0
58,46.0,43.0,43.0,43.0,45.0
59,46.0,43.0,42.0,42.0,45.0
60,46.0,41.0,41.0,41.0,41.0
61,46.0,40.0,40.0,40.0,41.0
62,46.0,39.0,43.0,43.0,41.0
63,44.0,44.0,45.0,45.0,44.0
64,42.0,45.0,46.0,46.0,45.0
65,43.0,47.0,47.0,47.0,47.0
66,45.0,45.0,46.0,46.0,45.0
67,43.0,46.0,47.0,47.0,46.0
68,43.0,47.0,47.0,47.0,47.0
69,43.0,47.0,47.0,47.0,47.0
70,44.0,47.0,47.0,47.0,47.0
71,44.0,46.0,47.0,47.0,46.0
72,45.0,46.0,46.0,46.0,46.0
73,46.0,46.0,46.0,46.0,46.0
74,46.0,45.0,46.0,46.0,45.0
75,44.0,45.0,45.0,45.0,45.0
76,46.0,44.0,44.0,44.0,44.0
77,46.0,46.0,47.0,47.0,46.0
78,45.0,45.0,46.0,46.0,45.0
79,43.0,46.0,47.0,47.0,46.0
80,44.0,47.0,47.0,47.0,47.0
81,43.0,46.0,46.0,46.0,46.0
82,44.0,48.0,48.0,48.0,48.0
83,45.0,47.0,47.0,47.0,47.0
84,46.0,45.0,45.0,45.0,45.0
85,47.0,47.0,47.0,47.0,47.0
86,47.0,46.0,47.0,47.0,46.0
87,45.0,46.0,46.0,46.0,46.0
88,47.0,45.0,45.0,45.0,45.0
89,47.0,47.0,48.0,48.0,47.0
90,44.0,45.0,45.0,45.0,45.0
91,44.0,45.0,46.0,46.0,45.0
92,44.0,43.0,43.0,43.0,43.0
93,45.0,47.0,47.0,47.0,47.0
94,47.0,44.0,45.0,45.0,44.0
95,47.0,45.0,45.0,45.0,45.0
96,45.0,46.0,46.0,46.0,46.0
97,47.0,45.0,44.0,44.0,45.0
98,47.0,42.0,45.0,45.0,44.0
99,45.0,46.0,46.0,46.0,46.0
100,47.0,44.0,44.0,44.0,44.0
101,47.0,44.0,44.0,44.0,44.0
102,45.0,45.0,45.0,45.0,45.0
103,47.0,44.0,44.0,44.0,44.0
104,47.0,42.0,44.0,44.0,44.0
105,45.0,41.0,41.0,41.0,41.0
106,47.0,40.0,40.0,41.0,40.0
107,47.0,42.0,42.0,42.0,42.0
108,43.0,42.0,41.0,42.0,42.0
109,42.0,43.0,43.0,44.0,43.0
110,44.0,46.0,43.0,44.0,46.0
111,42.0,41.0,44.0,43.0,44.0
112,41.0,45.0,43.0,44.0,45.0
113,45.0,47.0,45.0,45.0,47.0
