Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,50.0,50.0,52.0,50.0,49.0,50.0,50.0,51.0,49.0
1,52.0,52.0,51.0,51.0,49.0,51.0,51.0,47.0,51.0
2,52.0,52.0,52.0,51.0,51.0,51.0,51.0,50.0,51.0
3,53.0,53.0,52.0,50.0,49.0,50.0,50.0,51.0,50.0
4,55.0,55.0,52.0,54.0,52.0,54.0,54.0,51.0,52.0
5,56.0,56.0,53.0,54.0,52.0,54.0,54.0,50.0,52.0
6,50.0,50.0,51.0,50.0,48.0,50.0,50.0,52.0,51.0
7,52.0,52.0,52.0,51.0,49.0,51.0,51.0,52.0,51.0
8,52.0,52.0,51.0,52.0,50.0,52.0,52.0,51.0,51.0
9,51.0,51.0,51.0,50.0,48.0,50.0,50.0,50.0,50.0
10,50.0,50.0,48.0,51.0,49.0,51.0,51.0,47.0,53.0
11,50.0,50.0,49.0,50.0,49.0,50.0,50.0,49.0,54.0
12,51.0,51.0,50.0,50.0,48.0,50.0,50.0,53.0,49.0
13,50.0,50.0,49.0,50.0,48.0,50.0,50.0,48.0,52.0
14,49.0,49.0,48.0,50.0,48.0,50.0,50.0,52.0,53.0
15,52.0,52.0,49.0,51.0,49.0,51.0,51.0,54.0,49.0
16,51.0,51.0,50.0,50.0,48.0,50.0,50.0,49.0,49.0
17,50.0,50.0,48.0,51.0,49.0,51.0,51.0,53.0,50.0
18,54.0,54.0,53.0,49.0,48.0,49.0,49.0,50.0,49.0
19,55.0,55.0,55.0,54.0,52.0,54.0,54.0,52.0,52.0
20,55.0,55.0,55.0,53.0,51.0,53.0,53.0,49.0,51.0
21,55.0,55.0,54.0,49.0,49.0,49.0,49.0,51.0,50.0
22,55.0,55.0,56.0,54.0,52.0,54.0,54.0,53.0,52.0
23,52.0,52.0,56.0,51.0,51.0,51.0,51.0,50.0,51.0
24,51.0,51.0,51.0,49.0,48.0,49.0,49.0,49.0,50.0
25,49.0,49.0,51.0,50.0,48.0,50.0,50.0,49.0,53.0
26,53.0,49.0,51.0,49.0,48.0,49.0,49.0,49.0,53.0
27,52.0,52.0,50.0,49.0,47.0,49.0,49.0,52.0,49.0
28,51.0,51.0,50.0,49.0,47.0,49.0,49.0,52.0,52.0
29,52.0,50.0,50.0,49.0,47.0,49.0,49.0,51.0,52.0
30,53.0,53.0,49.0,50.0,48.0,50.0,50.0,53.0,50.0
31,51.0,50.0,51.0,50.0,48.0,50.0,50.0,53.0,50.0
32,51.0,51.0,51.0,50.0,48.0,50.0,50.0,52.0,49.0
33,51.0,51.0,51.0,50.0,49.0,50.0,50.0,47.0,49.0
34,52.0,52.0,56.0,51.0,49.0,51.0,51.0,48.0,50.0
35,52.0,52.0,56.0,51.0,51.0,51.0,51.0,48.0,51.0
36,51.0,51.0,50.0,50.0,49.0,50.0,50.0,46.0,49.0
37,50.0,50.0,52.0,50.0,49.0,50.0,50.0,50.0,53.0
38,50.0,50.0,52.0,50.0,48.0,50.0,50.0,49.0,50.0
39,50.0,50.0,49.0,49.0,48.0,49.0,49.0,51.0,49.0
40,49.0,49.0,51.0,49.0,48.0,49.0,49.0,53.0,52.0
41,49.0,49.0,51.0,49.0,47.0,49.0,49.0,52.0,51.0
42,51.0,51.0,50.0,50.0,49.0,50.0,50.0,52.0,49.0
43,50.0,50.0,52.0,50.0,48.0,50.0,50.0,54.0,49.0
44,50.0,50.0,51.0,50.0,48.0,50.0,50.0,53.0,50.0
45,48.0,48.0,50.0,50.0,50.0,46.0,46.0,49.0,49.0
46,49.0,49.0,48.0,49.0,49.0,49.0,49.0,48.0,47.0
47,49.0,49.0,49.0,49.0,50.0,49.0,49.0,52.0,52.0
48,50.0,50.0,49.0,52.0,50.0,52.0,52.0,51.0,50.0
49,50.0,50.0,50.0,48.0,48.0,48.0,48.0,51.0,50.0
50,52.0,52.0,49.0,52.0,50.0,52.0,52.0,52.0,51.0
51,51.0,51.0,50.0,53.0,51.0,53.0,53.0,52.0,50.0
52,51.0,51.0,51.0,49.0,49.0,48.0,48.0,52.0,50.0
53,49.0,49.0,48.0,49.0,51.0,49.0,49.0,52.0,50.0
54,50.0,50.0,48.0,52.0,50.0,52.0,52.0,51.0,51.0
55,51.0,51.0,49.0,51.0,50.0,51.0,51.0,51.0,49.0
56,51.0,51.0,48.0,51.0,51.0,51.0,51.0,51.0,50.0
57,51.0,51.0,49.0,53.0,51.0,53.0,53.0,52.0,52.0
58,51.0,51.0,50.0,51.0,51.0,51.0,51.0,52.0,49.0
59,49.0,49.0,48.0,49.0,52.0,49.0,49.0,52.0,49.0
60,48.0,48.0,50.0,49.0,47.0,49.0,49.0,52.0,47.0
61,49.0,49.0,49.0,48.0,48.0,48.0,48.0,53.0,47.0
62,50.0,50.0,49.0,49.0,53.0,49.0,49.0,53.0,48.0
63,53.0,53.0,53.0,48.0,47.0,48.0,48.0,49.0,48.0
