Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,56.0,56.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0,55.0,54.0,52.0,55.0,55.0
1,56.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,56.0,55.0,56.0,56.0,51.0,50.0,56.0,54.0
2,58.0,58.0,57.0,57.0,57.0,58.0,58.0,57.0,58.0,54.0,57.0,57.0,48.0,48.0,57.0,56.0
3,56.0,56.0,54.0,54.0,55.0,56.0,56.0,55.0,56.0,55.0,54.0,54.0,54.0,52.0,54.0,54.0
4,57.0,57.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,55.0,55.0,51.0,50.0,56.0,56.0
5,58.0,58.0,56.0,56.0,57.0,58.0,58.0,57.0,58.0,57.0,56.0,56.0,48.0,47.0,56.0,56.0
6,56.0,56.0,54.0,54.0,55.0,56.0,56.0,55.0,56.0,56.0,54.0,54.0,54.0,52.0,54.0,54.0
7,56.0,56.0,57.0,57.0,55.0,56.0,56.0,55.0,56.0,56.0,54.0,54.0,51.0,50.0,57.0,57.0
8,58.0,58.0,56.0,56.0,57.0,58.0,58.0,57.0,58.0,58.0,56.0,56.0,48.0,48.0,56.0,56.0
9,57.0,56.0,54.0,54.0,56.0,55.0,56.0,55.0,56.0,54.0,54.0,54.0,55.0,51.0,54.0,54.0
10,56.0,56.0,54.0,54.0,55.0,56.0,56.0,55.0,56.0,52.0,54.0,54.0,50.0,49.0,54.0,54.0
11,56.0,56.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,53.0,55.0,55.0,49.0,54.0,55.0,55.0
12,56.0,56.0,54.0,54.0,55.0,56.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,54.0
13,57.0,57.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0
14,58.0,58.0,56.0,56.0,57.0,58.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0
15,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,56.0,54.0,55.0
16,56.0,56.0,57.0,57.0,55.0,56.0,56.0,55.0,56.0,55.0,54.0,54.0,56.0,57.0,57.0,57.0
17,57.0,57.0,57.0,57.0,56.0,57.0,57.0,56.0,57.0,57.0,55.0,55.0,57.0,56.0,55.0,57.0
18,55.0,55.0,53.0,53.0,54.0,55.0,55.0,54.0,55.0,55.0,53.0,53.0,53.0,51.0,53.0,53.0
19,56.0,56.0,56.0,56.0,55.0,56.0,55.0,55.0,55.0,56.0,54.0,54.0,50.0,49.0,56.0,56.0
20,57.0,57.0,55.0,55.0,56.0,57.0,57.0,56.0,57.0,56.0,55.0,55.0,47.0,47.0,55.0,55.0
21,56.0,56.0,54.0,54.0,55.0,56.0,56.0,55.0,56.0,55.0,54.0,54.0,54.0,52.0,54.0,54.0
22,56.0,56.0,57.0,57.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0,55.0,51.0,50.0,57.0,57.0
23,58.0,58.0,56.0,56.0,57.0,58.0,58.0,57.0,58.0,57.0,56.0,56.0,48.0,48.0,56.0,56.0
24,56.0,56.0,54.0,54.0,55.0,54.0,56.0,55.0,56.0,56.0,54.0,54.0,54.0,50.0,54.0,54.0
25,56.0,56.0,56.0,56.0,55.0,55.0,56.0,55.0,56.0,55.0,54.0,54.0,50.0,52.0,56.0,56.0
26,56.0,56.0,55.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,55.0,55.0,49.0,54.0,55.0,55.0
27,55.0,55.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,55.0,55.0,54.0
28,57.0,57.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0,55.0,56.0,57.0,56.0
29,57.0,57.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0,55.0,55.0,57.0,56.0
30,55.0,55.0,55.0,55.0,54.0,54.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0
31,56.0,56.0,57.0,57.0,55.0,55.0,56.0,55.0,56.0,56.0,54.0,54.0,56.0,57.0,57.0,57.0
32,57.0,57.0,57.0,57.0,56.0,56.0,57.0,56.0,57.0,57.0,55.0,55.0,56.0,56.0,55.0,57.0
33,56.0,56.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,56.0,55.0,55.0,54.0,52.0,55.0,55.0
34,56.0,56.0,57.0,57.0,55.0,56.0,54.0,55.0,54.0,56.0,56.0,56.0,51.0,50.0,57.0,57.0
35,58.0,58.0,57.0,57.0,57.0,58.0,56.0,57.0,56.0,58.0,57.0,57.0,48.0,48.0,57.0,56.0
36,57.0,56.0,54.0,54.0,56.0,55.0,56.0,55.0,56.0,56.0,54.0,54.0,55.0,51.0,54.0,54.0
37,56.0,56.0,57.0,57.0,55.0,56.0,54.0,55.0,54.0,56.0,54.0,54.0,50.0,53.0,57.0,57.0
38,56.0,56.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,56.0,55.0,55.0,49.0,54.0,55.0,55.0
39,56.0,55.0,54.0,54.0,55.0,56.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,55.0,56.0,54.0
40,57.0,57.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,58.0,56.0
41,57.0,57.0,56.0,56.0,56.0,58.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,55.0,58.0,56.0
42,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,56.0,54.0,55.0
43,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,54.0,57.0,57.0,57.0,57.0
44,57.0,57.0,57.0,57.0,56.0,57.0,57.0,56.0,57.0,57.0,55.0,55.0,57.0,56.0,55.0,57.0
45,55.0,56.0,54.0,54.0,54.0,54.0,55.0,55.0,56.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0
46,56.0,56.0,54.0,54.0,55.0,56.0,56.0,55.0,56.0,52.0,54.0,54.0,54.0,52.0,54.0,54.0
47,56.0,56.0,54.0,54.0,55.0,54.0,56.0,55.0,56.0,52.0,54.0,54.0,56.0,54.0,54.0,54.0
48,56.0,56.0,55.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,56.0,54.0,55.0
49,57.0,57.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0
50,57.0,57.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,56.0,56.0,55.0,55.0,56.0,55.0
51,55.0,56.0,56.0,56.0,54.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,55.0,57.0,55.0,56.0
52,57.0,57.0,57.0,57.0,56.0,55.0,57.0,56.0,57.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0
53,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,57.0,54.0,54.0,56.0,56.0,54.0,56.0
54,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,55.0
55,57.0,57.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0
56,56.0,56.0,57.0,57.0,55.0,56.0,56.0,55.0,56.0,56.0,57.0,57.0,56.0,57.0,57.0,57.0
57,56.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,56.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0
58,57.0,56.0,56.0,56.0,56.0,57.0,56.0,55.0,56.0,55.0,56.0,56.0,57.0,57.0,58.0,56.0
59,57.0,57.0,58.0,58.0,56.0,57.0,57.0,56.0,57.0,57.0,58.0,58.0,57.0,58.0,58.0,58.0
60,55.0,55.0,57.0,57.0,54.0,54.0,55.0,54.0,55.0,55.0,57.0,57.0,55.0,57.0,54.0,57.0
61,56.0,56.0,57.0,57.0,55.0,54.0,56.0,55.0,56.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0
62,56.0,56.0,59.0,59.0,55.0,55.0,56.0,55.0,56.0,57.0,59.0,59.0,56.0,59.0,56.0,59.0
63,54.0,54.0,52.0,52.0,53.0,54.0,54.0,53.0,54.0,54.0,52.0,52.0,52.0,50.0,52.0,52.0
64,55.0,55.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,55.0,53.0,53.0,49.0,48.0,55.0,55.0
65,56.0,56.0,54.0,54.0,55.0,56.0,56.0,55.0,56.0,55.0,54.0,54.0,46.0,46.0,54.0,54.0
66,55.0,55.0,53.0,53.0,54.0,55.0,55.0,54.0,55.0,54.0,53.0,53.0,53.0,51.0,53.0,53.0
67,55.0,55.0,56.0,56.0,54.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,50.0,49.0,56.0,56.0
68,57.0,57.0,55.0,55.0,56.0,57.0,57.0,56.0,57.0,56.0,55.0,55.0,47.0,47.0,55.0,55.0
69,55.0,55.0,53.0,53.0,54.0,53.0,55.0,54.0,55.0,56.0,53.0,53.0,53.0,49.0,53.0,53.0
70,55.0,55.0,56.0,56.0,54.0,54.0,55.0,54.0,55.0,54.0,53.0,53.0,49.0,52.0,56.0,56.0
71,55.0,55.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,56.0,54.0,54.0,48.0,53.0,54.0,54.0
72,54.0,54.0,54.0,54.0,53.0,54.0,54.0,53.0,54.0,55.0,54.0,54.0,53.0,54.0,55.0,54.0
