Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,46.0,47.0,47.0,42.0,42.0,42.0,46.0,44.0,45.0,42.0,43.0,48.0,46.0,42.0
1,47.0,47.0,47.0,40.0,41.0,41.0,49.0,47.0,45.0,40.0,44.0,49.0,45.0,41.0
2,47.0,47.0,47.0,43.0,45.0,45.0,45.0,44.0,45.0,41.0,45.0,45.0,45.0,46.0
3,48.0,46.0,48.0,44.0,45.0,45.0,49.0,45.0,45.0,46.0,42.0,47.0,47.0,45.0
4,47.0,48.0,48.0,44.0,45.0,45.0,49.0,46.0,46.0,45.0,45.0,49.0,46.0,45.0
5,50.0,48.0,50.0,49.0,49.0,49.0,48.0,45.0,46.0,46.0,45.0,49.0,46.0,46.0
6,49.0,47.0,49.0,44.0,44.0,44.0,50.0,46.0,45.0,47.0,43.0,48.0,45.0,46.0
7,48.0,49.0,49.0,44.0,44.0,44.0,50.0,47.0,47.0,44.0,44.0,49.0,47.0,44.0
8,48.0,49.0,49.0,44.0,44.0,44.0,49.0,46.0,46.0,45.0,45.0,49.0,46.0,44.0
9,46.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0,44.0,47.0,45.0,41.0
10,48.0,48.0,48.0,44.0,45.0,45.0,47.0,45.0,47.0,43.0,45.0,48.0,47.0,46.0
11,47.0,47.0,47.0,46.0,46.0,45.0,46.0,44.0,46.0,45.0,45.0,46.0,46.0,45.0
12,45.0,45.0,45.0,44.0,44.0,44.0,45.0,45.0,45.0,43.0,43.0,48.0,45.0,43.0
13,47.0,47.0,47.0,43.0,44.0,44.0,49.0,46.0,46.0,44.0,44.0,49.0,46.0,45.0
14,46.0,46.0,46.0,45.0,45.0,44.0,48.0,48.0,46.0,44.0,45.0,49.0,46.0,44.0
15,46.0,46.0,46.0,43.0,43.0,43.0,46.0,46.0,45.0,44.0,44.0,49.0,45.0,44.0
16,48.0,48.0,48.0,44.0,44.0,43.0,47.0,47.0,47.0,44.0,43.0,48.0,47.0,44.0
17,47.0,47.0,47.0,41.0,42.0,41.0,47.0,47.0,47.0,42.0,46.0,49.0,47.0,42.0
18,47.0,46.0,49.0,43.0,45.0,47.0,49.0,44.0,47.0,45.0,42.0,47.0,47.0,44.0
19,47.0,47.0,47.0,47.0,48.0,48.0,49.0,48.0,45.0,48.0,45.0,48.0,45.0,48.0
20,49.0,48.0,50.0,49.0,49.0,49.0,48.0,47.0,47.0,46.0,45.0,49.0,45.0,45.0
21,48.0,47.0,50.0,44.0,44.0,48.0,50.0,45.0,48.0,46.0,43.0,47.0,46.0,45.0
22,48.0,48.0,48.0,47.0,47.0,47.0,50.0,49.0,46.0,48.0,45.0,48.0,46.0,48.0
23,50.0,49.0,50.0,46.0,47.0,47.0,49.0,48.0,46.0,47.0,45.0,49.0,46.0,45.0
24,47.0,46.0,47.0,45.0,45.0,46.0,47.0,44.0,48.0,45.0,43.0,46.0,46.0,44.0
25,50.0,48.0,50.0,47.0,47.0,47.0,48.0,44.0,46.0,46.0,44.0,47.0,46.0,46.0
26,50.0,48.0,50.0,47.0,48.0,48.0,49.0,44.0,49.0,51.0,45.0,47.0,47.0,45.0
27,46.0,45.0,46.0,44.0,46.0,47.0,47.0,47.0,47.0,44.0,42.0,47.0,46.0,43.0
28,49.0,47.0,49.0,47.0,48.0,48.0,49.0,48.0,45.0,50.0,44.0,48.0,47.0,48.0
29,50.0,47.0,50.0,49.0,49.0,49.0,51.0,48.0,48.0,50.0,45.0,49.0,47.0,45.0
30,46.0,46.0,47.0,44.0,45.0,45.0,47.0,45.0,46.0,44.0,43.0,48.0,46.0,44.0
31,47.0,48.0,48.0,47.0,47.0,47.0,47.0,46.0,46.0,45.0,45.0,47.0,46.0,45.0
32,47.0,48.0,48.0,46.0,46.0,46.0,50.0,46.0,48.0,46.0,46.0,48.0,46.0,46.0
